Progressivo,Nominativo,Data,Gruppo,Presenza,Votazioni,Percentuale
32719.0,BERNARDINI MANES,2013-01-14,LEGA NORD,P,7.0,70.0
33981.0,COCCONCELLI MIRKA,2013-01-14,LEGA NORD,P,8.0,80.0
33982.0,SCARANO PAOLA F.,2013-01-14,LEGA NORD,P,7.0,70.0
33983.0,BORGONZONI LUCIA,2013-01-14,LEGA NORD,P,5.0,50.0
33984.0,BUGANI MASSIMO,2013-01-14,MOVIMENTO 5 STELLE,P,7.0,70.0
32861.0,SALSI FEDERICA,2013-01-14,GRUPPO MISTO,P,7.0,70.0
33985.0,PIAZZA MARCO,2013-01-14,MOVIMENTO 5 STELLE,P,6.0,60.0
33986.0,ALDROVANDI STEFANO,2013-01-14,BOLOGNA 2016,P,0.0,0.0
32708.0,TURCI DANIELA,2013-01-14,PARTITO DEMOCRATICO,P,2.0,20.0
16863.0,MEROLA VIRGINIO,2013-02-15,SINDACO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2013-02-15,PARTITO DEMOCRATICO,P,0.0,0.0
29442.0,CRITELLI FRANCESCO,2013-02-15,PARTITO DEMOCRATICO,P,1.0,49.0
32746.0,LEMBI SIMONA,2013-02-15,PARTITO DEMOCRATICO,P,1.0,49.0
27189.0,BARCELO LIZANA LEONARDO L.,2013-02-15,PARTITO DEMOCRATICO,P,1.0,49.0
15586.0,MARCHESINI ANGELO,2013-02-15,PARTITO DEMOCRATICO,P,0.0,0.0
18313.0,LO GIUDICE SERGIO,2013-02-15,PARTITO DEMOCRATICO,P,0.0,0.0
9181.0,SANTI RAFFAELLA,2013-02-15,PARTITO DEMOCRATICO,P,0.0,0.0
32704.0,LAMA ROSSELLA,2013-02-15,PARTITO DEMOCRATICO,P,0.0,0.0
27410.0,FERRI MARIARAFFAELLA,2013-02-15,PARTITO DEMOCRATICO,P,1.0,49.0
27481.0,ZACCHIROLI BENEDETTO,2013-02-15,PARTITO DEMOCRATICO,P,0.0,0.0
32794.0,MIGNANI MARIANNA,2013-02-15,PARTITO DEMOCRATICO,P,1.0,49.0
22034.0,GHETTI MAURIZIO,2013-02-15,PARTITO DEMOCRATICO,P,1.0,49.0
33977.0,BENASSI MARZIA,2013-02-15,PARTITO DEMOCRATICO,P,1.0,49.0
33978.0,ERRANI FRANCESCO,2013-02-15,PARTITO DEMOCRATICO,P,0.0,0.0
27197.0,MELEGA CORRADO,2013-02-15,PARTITO DEMOCRATICO,P,1.0,49.0
9097.0,PETRELLA TOMMASO,2013-02-15,PARTITO DEMOCRATICO,A,0.0,0.0
33979.0,LA TORRE CATHY,2013-02-15,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33980.0,PIERALISI MIRCO,2013-02-15,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
26392.0,CIPRIANI LORENZO,2013-02-15,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33987.0,SAZZINI LORENZO,2013-02-15,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
32714.0,CAVIANO PASQUALE,2013-02-15,BOLOGNA RIFORMISTA E DEMOCRATICA,A,0.0,0.0
21843.0,LISEI MARCO,2013-02-15,POPOLO DELLA LIBERTA,P,0.0,0.0
27208.0,TOMASSINI LORENZO,2013-02-15,POPOLO DELLA LIBERTA,P,1.0,49.0
32712.0,FACCI MICHELE,2013-02-15,POPOLO DELLA LIBERTA,P,1.0,49.0
27997.0,CASTALDINI VALENT.,2013-02-15,POPOLO DELLA LIBERTA,P,1.0,49.0
8904.0,CARELLA DANIELE,2013-02-15,POPOLO DELLA LIBERTA,P,1.0,49.0
20144.0,GATTUSO PATRIZIO G.,2013-02-15,POPOLO DELLA LIBERTA,P,1.0,49.0
32719.0,BERNARDINI MANES,2013-02-15,LEGA NORD,P,0.0,0.0
33981.0,COCCONCELLI MIRKA,2013-02-15,LEGA NORD,P,1.0,49.0
33982.0,SCARANO PAOLA F.,2013-02-15,LEGA NORD,P,0.0,0.0
33983.0,BORGONZONI LUCIA,2013-02-15,LEGA NORD,P,0.0,0.0
33984.0,BUGANI MASSIMO,2013-02-15,MOVIMENTO 5 STELLE,P,0.0,0.0
32861.0,SALSI FEDERICA,2013-02-15,GRUPPO MISTO,P,0.0,0.0
33985.0,PIAZZA MARCO,2013-02-15,MOVIMENTO 5 STELLE,P,1.0,49.0
33986.0,ALDROVANDI STEFANO,2013-02-15,BOLOGNA 2016,A,0.0,0.0
32708.0,TURCI DANIELA,2013-02-15,PARTITO DEMOCRATICO,A,0.0,0.0
16863.0,MEROLA VIRGINIO,2013-03-15,SINDACO,P,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2013-03-15,PARTITO DEMOCRATICO,P,1.0,49.0
29442.0,CRITELLI FRANCESCO,2013-03-15,PARTITO DEMOCRATICO,P,0.0,0.0
32746.0,LEMBI SIMONA,2013-03-15,PARTITO DEMOCRATICO,P,0.0,0.0
27189.0,BARCELO LIZANA LEONARDO L.,2013-03-15,PARTITO DEMOCRATICO,P,0.0,0.0
15586.0,MARCHESINI ANGELO,2013-03-15,PARTITO DEMOCRATICO,A,0.0,0.0
18313.0,LO GIUDICE SERGIO,2013-03-15,PARTITO DEMOCRATICO,A,0.0,0.0
9181.0,SANTI RAFFAELLA,2013-03-15,PARTITO DEMOCRATICO,P,1.0,49.0
32704.0,LAMA ROSSELLA,2013-03-15,PARTITO DEMOCRATICO,P,0.0,0.0
27410.0,FERRI MARIARAFFAELLA,2013-03-15,PARTITO DEMOCRATICO,P,1.0,49.0
27481.0,ZACCHIROLI BENEDETTO,2013-03-15,PARTITO DEMOCRATICO,P,1.0,49.0
32794.0,MIGNANI MARIANNA,2013-03-15,PARTITO DEMOCRATICO,P,1.0,49.0
22034.0,GHETTI MAURIZIO,2013-03-15,PARTITO DEMOCRATICO,P,1.0,49.0
33977.0,BENASSI MARZIA,2013-03-15,PARTITO DEMOCRATICO,A,0.0,0.0
33978.0,ERRANI FRANCESCO,2013-03-15,PARTITO DEMOCRATICO,P,1.0,49.0
27197.0,MELEGA CORRADO,2013-03-15,PARTITO DEMOCRATICO,A,0.0,0.0
9097.0,PETRELLA TOMMASO,2013-03-15,PARTITO DEMOCRATICO,P,1.0,49.0
33979.0,LA TORRE CATHY,2013-03-15,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33980.0,PIERALISI MIRCO,2013-03-15,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
26392.0,CIPRIANI LORENZO,2013-03-15,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33987.0,SAZZINI LORENZO,2013-03-15,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
32714.0,CAVIANO PASQUALE,2013-03-15,BOLOGNA RIFORMISTA E DEMOCRATICA,P,1.0,49.0
21843.0,LISEI MARCO,2013-03-15,POPOLO DELLA LIBERTA,P,1.0,49.0
27208.0,TOMASSINI LORENZO,2013-03-15,POPOLO DELLA LIBERTA,P,1.0,49.0
32712.0,FACCI MICHELE,2013-03-15,POPOLO DELLA LIBERTA,P,1.0,49.0
27997.0,CASTALDINI VALENT.,2013-03-15,POPOLO DELLA LIBERTA,P,0.0,0.0
8904.0,CARELLA DANIELE,2013-03-15,POPOLO DELLA LIBERTA,P,1.0,49.0
20144.0,GATTUSO PATRIZIO G.,2013-03-15,POPOLO DELLA LIBERTA,P,1.0,49.0
32719.0,BERNARDINI MANES,2013-03-15,LEGA NORD,P,1.0,49.0
33981.0,COCCONCELLI MIRKA,2013-03-15,LEGA NORD,P,1.0,49.0
33982.0,SCARANO PAOLA F.,2013-03-15,LEGA NORD,P,1.0,49.0
33983.0,BORGONZONI LUCIA,2013-03-15,LEGA NORD,P,1.0,49.0
33984.0,BUGANI MASSIMO,2013-03-15,MOVIMENTO 5 STELLE,P,1.0,49.0
32861.0,SALSI FEDERICA,2013-03-15,GRUPPO MISTO,P,0.0,0.0
33985.0,PIAZZA MARCO,2013-03-15,MOVIMENTO 5 STELLE,P,1.0,49.0
33986.0,ALDROVANDI STEFANO,2013-03-15,BOLOGNA 2016,P,0.0,0.0
32708.0,TURCI DANIELA,2013-03-15,PARTITO DEMOCRATICO,A,0.0,0.0
16863.0,MEROLA VIRGINIO,2013-01-18,SINDACO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2013-01-18,PARTITO DEMOCRATICO,P,1.0,49.0
29442.0,CRITELLI FRANCESCO,2013-01-18,PARTITO DEMOCRATICO,P,1.0,49.0
32746.0,LEMBI SIMONA,2013-01-18,PARTITO DEMOCRATICO,P,1.0,49.0
27189.0,BARCELO LIZANA LEONARDO L.,2013-01-18,PARTITO DEMOCRATICO,P,1.0,49.0
15586.0,MARCHESINI ANGELO,2013-01-18,PARTITO DEMOCRATICO,P,0.0,0.0
18313.0,LO GIUDICE SERGIO,2013-01-18,PARTITO DEMOCRATICO,P,1.0,49.0
9181.0,SANTI RAFFAELLA,2013-01-18,PARTITO DEMOCRATICO,P,1.0,49.0
32704.0,LAMA ROSSELLA,2013-01-18,PARTITO DEMOCRATICO,P,0.0,0.0
27410.0,FERRI MARIARAFFAELLA,2013-01-18,PARTITO DEMOCRATICO,P,1.0,49.0
27481.0,ZACCHIROLI BENEDETTO,2013-01-18,PARTITO DEMOCRATICO,P,1.0,49.0
32794.0,MIGNANI MARIANNA,2013-01-18,PARTITO DEMOCRATICO,P,1.0,49.0
22034.0,GHETTI MAURIZIO,2013-01-18,PARTITO DEMOCRATICO,P,1.0,49.0
33977.0,BENASSI MARZIA,2013-01-18,PARTITO DEMOCRATICO,P,1.0,49.0
33978.0,ERRANI FRANCESCO,2013-01-18,PARTITO DEMOCRATICO,P,1.0,49.0
27197.0,MELEGA CORRADO,2013-01-18,PARTITO DEMOCRATICO,P,1.0,49.0
9097.0,PETRELLA TOMMASO,2013-01-18,PARTITO DEMOCRATICO,P,1.0,49.0
33979.0,LA TORRE CATHY,2013-01-18,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33980.0,PIERALISI MIRCO,2013-01-18,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
26392.0,CIPRIANI LORENZO,2013-01-18,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33987.0,SAZZINI LORENZO,2013-01-18,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
32714.0,CAVIANO PASQUALE,2013-01-18,BOLOGNA RIFORMISTA E DEMOCRATICA,P,1.0,49.0
21843.0,LISEI MARCO,2013-01-18,POPOLO DELLA LIBERTA,P,0.0,0.0
27208.0,TOMASSINI LORENZO,2013-01-18,POPOLO DELLA LIBERTA,P,1.0,49.0
32712.0,FACCI MICHELE,2013-01-18,POPOLO DELLA LIBERTA,P,1.0,49.0
27997.0,CASTALDINI VALENT.,2013-01-18,POPOLO DELLA LIBERTA,P,1.0,49.0
8904.0,CARELLA DANIELE,2013-01-18,POPOLO DELLA LIBERTA,P,1.0,49.0
20144.0,GATTUSO PATRIZIO G.,2013-01-18,POPOLO DELLA LIBERTA,P,1.0,49.0
32719.0,BERNARDINI MANES,2013-01-18,LEGA NORD,P,1.0,49.0
33981.0,COCCONCELLI MIRKA,2013-01-18,LEGA NORD,P,1.0,49.0
33982.0,SCARANO PAOLA F.,2013-01-18,LEGA NORD,P,1.0,49.0
33983.0,BORGONZONI LUCIA,2013-01-18,LEGA NORD,P,1.0,49.0
33984.0,BUGANI MASSIMO,2013-01-18,MOVIMENTO 5 STELLE,A,0.0,0.0
32861.0,SALSI FEDERICA,2013-01-18,GRUPPO MISTO,P,1.0,49.0
33985.0,PIAZZA MARCO,2013-01-18,MOVIMENTO 5 STELLE,P,0.0,0.0
33986.0,ALDROVANDI STEFANO,2013-01-18,BOLOGNA 2016,P,1.0,49.0
32708.0,TURCI DANIELA,2013-01-18,PARTITO DEMOCRATICO,P,1.0,49.0
16863.0,MEROLA VIRGINIO,2013-02-18,SINDACO,P,8.0,58.0
9076.0,MAZZANTI CLAUDIO,2013-02-18,PARTITO DEMOCRATICO,P,10.0,73.0
29442.0,CRITELLI FRANCESCO,2013-02-18,PARTITO DEMOCRATICO,P,11.0,80.0
32746.0,LEMBI SIMONA,2013-02-18,PARTITO DEMOCRATICO,P,11.0,80.0
27189.0,BARCELO LIZANA LEONARDO L.,2013-02-18,PARTITO DEMOCRATICO,P,11.0,80.0
15586.0,MARCHESINI ANGELO,2013-02-18,PARTITO DEMOCRATICO,P,8.0,58.0
18313.0,LO GIUDICE SERGIO,2013-02-18,PARTITO DEMOCRATICO,P,11.0,80.0
9181.0,SANTI RAFFAELLA,2013-02-18,PARTITO DEMOCRATICO,P,10.0,73.0
32704.0,LAMA ROSSELLA,2013-02-18,PARTITO DEMOCRATICO,P,4.0,29.0
27410.0,FERRI MARIARAFFAELLA,2013-02-18,PARTITO DEMOCRATICO,P,10.0,73.0
27481.0,ZACCHIROLI BENEDETTO,2013-02-18,PARTITO DEMOCRATICO,P,11.0,80.0
32794.0,MIGNANI MARIANNA,2013-02-18,PARTITO DEMOCRATICO,P,11.0,80.0
22034.0,GHETTI MAURIZIO,2013-02-18,PARTITO DEMOCRATICO,P,11.0,80.0
33977.0,BENASSI MARZIA,2013-02-18,PARTITO DEMOCRATICO,P,11.0,80.0
33978.0,ERRANI FRANCESCO,2013-02-18,PARTITO DEMOCRATICO,P,11.0,80.0
27197.0,MELEGA CORRADO,2013-02-18,PARTITO DEMOCRATICO,P,11.0,80.0
9097.0,PETRELLA TOMMASO,2013-02-18,PARTITO DEMOCRATICO,P,11.0,80.0
33979.0,LA TORRE CATHY,2013-02-18,CON AMELIA PER BOLOGNA CON VENDOLA,P,11.0,80.0
33980.0,PIERALISI MIRCO,2013-02-18,CON AMELIA PER BOLOGNA CON VENDOLA,P,11.0,80.0
26392.0,CIPRIANI LORENZO,2013-02-18,CON AMELIA PER BOLOGNA CON VENDOLA,P,10.0,73.0
33987.0,SAZZINI LORENZO,2013-02-18,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,7.0
32714.0,CAVIANO PASQUALE,2013-02-18,BOLOGNA RIFORMISTA E DEMOCRATICA,P,11.0,80.0
21843.0,LISEI MARCO,2013-02-18,POPOLO DELLA LIBERTA,A,0.0,0.0
27208.0,TOMASSINI LORENZO,2013-02-18,POPOLO DELLA LIBERTA,P,3.0,22.0
32712.0,FACCI MICHELE,2013-02-18,POPOLO DELLA LIBERTA,P,11.0,80.0
27997.0,CASTALDINI VALENT.,2013-02-18,POPOLO DELLA LIBERTA,P,8.0,58.0
8904.0,CARELLA DANIELE,2013-02-18,POPOLO DELLA LIBERTA,P,11.0,80.0
20144.0,GATTUSO PATRIZIO G.,2013-02-18,POPOLO DELLA LIBERTA,P,6.0,44.0
32719.0,BERNARDINI MANES,2013-02-18,LEGA NORD,P,10.0,73.0
33981.0,COCCONCELLI MIRKA,2013-02-18,LEGA NORD,P,10.0,73.0
33982.0,SCARANO PAOLA F.,2013-02-18,LEGA NORD,P,11.0,80.0
33983.0,BORGONZONI LUCIA,2013-02-18,LEGA NORD,P,8.0,58.0
33984.0,BUGANI MASSIMO,2013-02-18,MOVIMENTO 5 STELLE,P,11.0,80.0
32861.0,SALSI FEDERICA,2013-02-18,GRUPPO MISTO,P,10.0,73.0
33985.0,PIAZZA MARCO,2013-02-18,MOVIMENTO 5 STELLE,P,11.0,80.0
33986.0,ALDROVANDI STEFANO,2013-02-18,BOLOGNA 2016,P,11.0,80.0
32708.0,TURCI DANIELA,2013-02-18,PARTITO DEMOCRATICO,P,8.0,58.0
16863.0,MEROLA VIRGINIO,2013-03-18,SINDACO,P,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2013-03-18,PARTITO DEMOCRATICO,P,6.0,54.0
29442.0,CRITELLI FRANCESCO,2013-03-18,PARTITO DEMOCRATICO,P,9.0,81.0
32746.0,LEMBI SIMONA,2013-03-18,PARTITO DEMOCRATICO,P,9.0,81.0
27189.0,BARCELO LIZANA LEONARDO L.,2013-03-18,PARTITO DEMOCRATICO,P,9.0,81.0
15586.0,MARCHESINI ANGELO,2013-03-18,PARTITO DEMOCRATICO,P,2.0,18.0
18313.0,LO GIUDICE SERGIO,2013-03-18,PARTITO DEMOCRATICO,A,0.0,0.0
9181.0,SANTI RAFFAELLA,2013-03-18,PARTITO DEMOCRATICO,P,3.0,27.0
32704.0,LAMA ROSSELLA,2013-03-18,PARTITO DEMOCRATICO,P,9.0,81.0
27410.0,FERRI MARIARAFFAELLA,2013-03-18,PARTITO DEMOCRATICO,P,3.0,27.0
27481.0,ZACCHIROLI BENEDETTO,2013-03-18,PARTITO DEMOCRATICO,P,9.0,81.0
32794.0,MIGNANI MARIANNA,2013-03-18,PARTITO DEMOCRATICO,P,9.0,81.0
22034.0,GHETTI MAURIZIO,2013-03-18,PARTITO DEMOCRATICO,P,7.0,63.0
33977.0,BENASSI MARZIA,2013-03-18,PARTITO DEMOCRATICO,P,9.0,81.0
33978.0,ERRANI FRANCESCO,2013-03-18,PARTITO DEMOCRATICO,P,9.0,81.0
27197.0,MELEGA CORRADO,2013-03-18,PARTITO DEMOCRATICO,P,9.0,81.0
9097.0,PETRELLA TOMMASO,2013-03-18,PARTITO DEMOCRATICO,P,8.0,72.0
33979.0,LA TORRE CATHY,2013-03-18,CON AMELIA PER BOLOGNA CON VENDOLA,P,6.0,54.0
33980.0,PIERALISI MIRCO,2013-03-18,CON AMELIA PER BOLOGNA CON VENDOLA,P,8.0,72.0
26392.0,CIPRIANI LORENZO,2013-03-18,CON AMELIA PER BOLOGNA CON VENDOLA,P,9.0,81.0
33987.0,SAZZINI LORENZO,2013-03-18,CON AMELIA PER BOLOGNA CON VENDOLA,P,7.0,63.0
32714.0,CAVIANO PASQUALE,2013-03-18,BOLOGNA RIFORMISTA E DEMOCRATICA,P,9.0,81.0
21843.0,LISEI MARCO,2013-03-18,POPOLO DELLA LIBERTA,P,8.0,72.0
27208.0,TOMASSINI LORENZO,2013-03-18,POPOLO DELLA LIBERTA,P,2.0,18.0
32712.0,FACCI MICHELE,2013-03-18,POPOLO DELLA LIBERTA,P,9.0,81.0
27997.0,CASTALDINI VALENT.,2013-03-18,POPOLO DELLA LIBERTA,P,8.0,72.0
8904.0,CARELLA DANIELE,2013-03-18,POPOLO DELLA LIBERTA,P,9.0,81.0
20144.0,GATTUSO PATRIZIO G.,2013-03-18,POPOLO DELLA LIBERTA,P,7.0,63.0
32719.0,BERNARDINI MANES,2013-03-18,LEGA NORD,P,9.0,81.0
33981.0,COCCONCELLI MIRKA,2013-03-18,LEGA NORD,P,8.0,72.0
33982.0,SCARANO PAOLA F.,2013-03-18,LEGA NORD,P,9.0,81.0
33983.0,BORGONZONI LUCIA,2013-03-18,LEGA NORD,P,8.0,72.0
33984.0,BUGANI MASSIMO,2013-03-18,MOVIMENTO 5 STELLE,P,8.0,72.0
32861.0,SALSI FEDERICA,2013-03-18,GRUPPO MISTO,P,8.0,72.0
33985.0,PIAZZA MARCO,2013-03-18,MOVIMENTO 5 STELLE,P,8.0,72.0
33986.0,ALDROVANDI STEFANO,2013-03-18,BOLOGNA 2016,P,6.0,54.0
32708.0,TURCI DANIELA,2013-03-18,PARTITO DEMOCRATICO,P,7.0,63.0
0.0,DONDARINI ROLANDO,2013-03-18,PARTITO DEMOCRATICO,P,5.0,45.0
16863.0,MEROLA VIRGINIO,2013-01-21,SINDACO,P,4.0,36.0
9076.0,MAZZANTI CLAUDIO,2013-01-21,PARTITO DEMOCRATICO,P,9.0,81.0
29442.0,CRITELLI FRANCESCO,2013-01-21,PARTITO DEMOCRATICO,P,8.0,72.0
32746.0,LEMBI SIMONA,2013-01-21,PARTITO DEMOCRATICO,P,9.0,81.0
27189.0,BARCELO LIZANA LEONARDO L.,2013-01-21,PARTITO DEMOCRATICO,P,9.0,81.0
15586.0,MARCHESINI ANGELO,2013-01-21,PARTITO DEMOCRATICO,P,4.0,36.0
18313.0,LO GIUDICE SERGIO,2013-01-21,PARTITO DEMOCRATICO,P,9.0,81.0
9181.0,SANTI RAFFAELLA,2013-01-21,PARTITO DEMOCRATICO,P,9.0,81.0
32704.0,LAMA ROSSELLA,2013-01-21,PARTITO DEMOCRATICO,P,9.0,81.0
27410.0,FERRI MARIARAFFAELLA,2013-01-21,PARTITO DEMOCRATICO,P,9.0,81.0
27481.0,ZACCHIROLI BENEDETTO,2013-01-21,PARTITO DEMOCRATICO,P,8.0,72.0
32794.0,MIGNANI MARIANNA,2013-01-21,PARTITO DEMOCRATICO,P,4.0,36.0
22034.0,GHETTI MAURIZIO,2013-01-21,PARTITO DEMOCRATICO,P,9.0,81.0
33977.0,BENASSI MARZIA,2013-01-21,PARTITO DEMOCRATICO,P,9.0,81.0
33978.0,ERRANI FRANCESCO,2013-01-21,PARTITO DEMOCRATICO,P,9.0,81.0
27197.0,MELEGA CORRADO,2013-01-21,PARTITO DEMOCRATICO,A,0.0,0.0
9097.0,PETRELLA TOMMASO,2013-01-21,PARTITO DEMOCRATICO,P,9.0,81.0
33979.0,LA TORRE CATHY,2013-01-21,CON AMELIA PER BOLOGNA CON VENDOLA,P,6.0,54.0
33980.0,PIERALISI MIRCO,2013-01-21,CON AMELIA PER BOLOGNA CON VENDOLA,P,9.0,81.0
26392.0,CIPRIANI LORENZO,2013-01-21,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,9.0
33987.0,SAZZINI LORENZO,2013-01-21,CON AMELIA PER BOLOGNA CON VENDOLA,P,8.0,72.0
32714.0,CAVIANO PASQUALE,2013-01-21,BOLOGNA RIFORMISTA E DEMOCRATICA,P,8.0,72.0
21843.0,LISEI MARCO,2013-01-21,POPOLO DELLA LIBERTA,P,8.0,72.0
27208.0,TOMASSINI LORENZO,2013-01-21,POPOLO DELLA LIBERTA,P,1.0,9.0
32712.0,FACCI MICHELE,2013-01-21,POPOLO DELLA LIBERTA,P,7.0,63.0
27997.0,CASTALDINI VALENT.,2013-01-21,POPOLO DELLA LIBERTA,P,8.0,72.0
8904.0,CARELLA DANIELE,2013-01-21,POPOLO DELLA LIBERTA,P,9.0,81.0
20144.0,GATTUSO PATRIZIO G.,2013-01-21,POPOLO DELLA LIBERTA,P,4.0,36.0
32719.0,BERNARDINI MANES,2013-01-21,LEGA NORD,P,2.0,18.0
33981.0,COCCONCELLI MIRKA,2013-01-21,LEGA NORD,P,7.0,63.0
33982.0,SCARANO PAOLA F.,2013-01-21,LEGA NORD,P,9.0,81.0
33983.0,BORGONZONI LUCIA,2013-01-21,LEGA NORD,P,8.0,72.0
33984.0,BUGANI MASSIMO,2013-01-21,MOVIMENTO 5 STELLE,P,8.0,72.0
32861.0,SALSI FEDERICA,2013-01-21,GRUPPO MISTO,P,7.0,63.0
33985.0,PIAZZA MARCO,2013-01-21,MOVIMENTO 5 STELLE,P,8.0,72.0
33986.0,ALDROVANDI STEFANO,2013-01-21,BOLOGNA 2016,A,0.0,0.0
32708.0,TURCI DANIELA,2013-01-21,PARTITO DEMOCRATICO,P,4.0,36.0
0.0,DONDARINI ROLANDO,2013-01-21,PARTITO DEMOCRATICO,A,0.0,0.0
16863.0,MEROLA VIRGINIO,2013-02-22,SINDACO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2013-02-22,PARTITO DEMOCRATICO,P,1.0,49.0
29442.0,CRITELLI FRANCESCO,2013-02-22,PARTITO DEMOCRATICO,P,1.0,49.0
32746.0,LEMBI SIMONA,2013-02-22,PARTITO DEMOCRATICO,P,0.0,0.0
27189.0,BARCELO LIZANA LEONARDO L.,2013-02-22,PARTITO DEMOCRATICO,P,1.0,49.0
15586.0,MARCHESINI ANGELO,2013-02-22,PARTITO DEMOCRATICO,P,0.0,0.0
18313.0,LO GIUDICE SERGIO,2013-02-22,PARTITO DEMOCRATICO,P,1.0,49.0
9181.0,SANTI RAFFAELLA,2013-02-22,PARTITO DEMOCRATICO,P,0.0,0.0
32704.0,LAMA ROSSELLA,2013-02-22,PARTITO DEMOCRATICO,P,0.0,0.0
27410.0,FERRI MARIARAFFAELLA,2013-02-22,PARTITO DEMOCRATICO,P,1.0,49.0
27481.0,ZACCHIROLI BENEDETTO,2013-02-22,PARTITO DEMOCRATICO,P,1.0,49.0
32794.0,MIGNANI MARIANNA,2013-02-22,PARTITO DEMOCRATICO,P,1.0,49.0
22034.0,GHETTI MAURIZIO,2013-02-22,PARTITO DEMOCRATICO,P,1.0,49.0
33977.0,BENASSI MARZIA,2013-02-22,PARTITO DEMOCRATICO,P,1.0,49.0
33978.0,ERRANI FRANCESCO,2013-02-22,PARTITO DEMOCRATICO,P,1.0,49.0
27197.0,MELEGA CORRADO,2013-02-22,PARTITO DEMOCRATICO,P,1.0,49.0
9097.0,PETRELLA TOMMASO,2013-02-22,PARTITO DEMOCRATICO,P,1.0,49.0
33979.0,LA TORRE CATHY,2013-02-22,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33980.0,PIERALISI MIRCO,2013-02-22,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
26392.0,CIPRIANI LORENZO,2013-02-22,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
33987.0,SAZZINI LORENZO,2013-02-22,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
32714.0,CAVIANO PASQUALE,2013-02-22,BOLOGNA RIFORMISTA E DEMOCRATICA,P,1.0,49.0
21843.0,LISEI MARCO,2013-02-22,POPOLO DELLA LIBERTA,P,0.0,0.0
27208.0,TOMASSINI LORENZO,2013-02-22,POPOLO DELLA LIBERTA,P,1.0,49.0
32712.0,FACCI MICHELE,2013-02-22,POPOLO DELLA LIBERTA,P,1.0,49.0
27997.0,CASTALDINI VALENT.,2013-02-22,POPOLO DELLA LIBERTA,P,1.0,49.0
8904.0,CARELLA DANIELE,2013-02-22,POPOLO DELLA LIBERTA,P,1.0,49.0
20144.0,GATTUSO PATRIZIO G.,2013-02-22,POPOLO DELLA LIBERTA,P,1.0,49.0
32719.0,BERNARDINI MANES,2013-02-22,LEGA NORD,P,1.0,49.0
33981.0,COCCONCELLI MIRKA,2013-02-22,LEGA NORD,P,1.0,49.0
33982.0,SCARANO PAOLA F.,2013-02-22,LEGA NORD,P,1.0,49.0
33983.0,BORGONZONI LUCIA,2013-02-22,LEGA NORD,P,1.0,49.0
33984.0,BUGANI MASSIMO,2013-02-22,MOVIMENTO 5 STELLE,A,0.0,0.0
32861.0,SALSI FEDERICA,2013-02-22,GRUPPO MISTO,P,0.0,0.0
33985.0,PIAZZA MARCO,2013-02-22,MOVIMENTO 5 STELLE,A,0.0,0.0
33986.0,ALDROVANDI STEFANO,2013-02-22,BOLOGNA 2016,A,0.0,0.0
32708.0,TURCI DANIELA,2013-02-22,PARTITO DEMOCRATICO,P,0.0,0.0
0.0,DONDARINI ROLANDO,2013-02-22,PARTITO DEMOCRATICO,A,0.0,0.0
16863.0,MEROLA VIRGINIO,2013-03-22,SINDACO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2013-03-22,PARTITO DEMOCRATICO,P,1.0,49.0
29442.0,CRITELLI FRANCESCO,2013-03-22,PARTITO DEMOCRATICO,P,1.0,49.0
32746.0,LEMBI SIMONA,2013-03-22,PARTITO DEMOCRATICO,P,0.0,0.0
27189.0,BARCELO LIZANA LEONARDO L.,2013-03-22,PARTITO DEMOCRATICO,P,0.0,0.0
15586.0,MARCHESINI ANGELO,2013-03-22,PARTITO DEMOCRATICO,P,1.0,49.0
18313.0,LO GIUDICE SERGIO,2013-03-22,PARTITO DEMOCRATICO,A,0.0,0.0
9181.0,SANTI RAFFAELLA,2013-03-22,PARTITO DEMOCRATICO,P,1.0,49.0
