Progressivo,Nominativo,Data,Gruppo,Presenza,Votazioni,Percentuale
32712.0,FACCI MICHELE,2012-10-12,POPOLO DELLA LIBERTA,P,1.0,49.0
27997.0,CASTALDINI VALENT.,2012-10-12,POPOLO DELLA LIBERTA,P,0.0,0.0
8904.0,CARELLA DANIELE,2012-10-12,POPOLO DELLA LIBERTA,P,1.0,49.0
20144.0,GATTUSO PATRIZIO G.,2012-10-12,POPOLO DELLA LIBERTA,P,1.0,49.0
32719.0,BERNARDINI MANES,2012-10-12,LEGA NORD,A,0.0,0.0
33981.0,COCCONCELLI MIRKA,2012-10-12,LEGA NORD,P,1.0,49.0
33982.0,SCARANO PAOLA F.,2012-10-12,LEGA NORD,P,1.0,49.0
33983.0,BORGONZONI LUCIA,2012-10-12,LEGA NORD,P,1.0,49.0
33984.0,BUGANI MASSIMO,2012-10-12,MOVIMENTO 5 STELLE,P,0.0,0.0
32861.0,SALSI FEDERICA,2012-10-12,MOVIMENTO 5 STELLE,P,0.0,0.0
33985.0,PIAZZA MARCO,2012-10-12,MOVIMENTO 5 STELLE,P,0.0,0.0
33986.0,ALDROVANDI STEFANO,2012-10-12,BOLOGNA 2016,A,0.0,0.0
32708.0,TURCI DANIELA,2012-10-12,PARTITO DEMOCRATICO,P,0.0,0.0
16863.0,MEROLA VIRGINIO,2012-11-12,SINDACO,P,0.0,0.0
9116.0,CEVENINI MAURIZIO,2012-11-12,PARTITO DEMOCRATICO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2012-11-12,PARTITO DEMOCRATICO,P,6.0,60.0
29442.0,CRITELLI FRANCESCO,2012-11-12,PARTITO DEMOCRATICO,P,3.0,30.0
32746.0,LEMBI SIMONA,2012-11-12,PARTITO DEMOCRATICO,P,7.0,70.0
27189.0,BARCELO LIZANA LEONARDO L.,2012-11-12,PARTITO DEMOCRATICO,P,5.0,50.0
15586.0,MARCHESINI ANGELO,2012-11-12,PARTITO DEMOCRATICO,P,3.0,30.0
18313.0,LO GIUDICE SERGIO,2012-11-12,PARTITO DEMOCRATICO,P,7.0,70.0
9181.0,SANTI RAFFAELLA,2012-11-12,PARTITO DEMOCRATICO,P,6.0,60.0
32704.0,LAMA ROSSELLA,2012-11-12,PARTITO DEMOCRATICO,P,4.0,40.0
27410.0,FERRI MARIARAFFAELLA,2012-11-12,PARTITO DEMOCRATICO,P,7.0,70.0
27481.0,ZACCHIROLI BENEDETTO,2012-11-12,PARTITO DEMOCRATICO,P,6.0,60.0
32794.0,MIGNANI MARIANNA,2012-11-12,PARTITO DEMOCRATICO,P,8.0,80.0
22034.0,GHETTI MAURIZIO,2012-11-12,PARTITO DEMOCRATICO,P,7.0,70.0
33977.0,BENASSI MARZIA,2012-11-12,PARTITO DEMOCRATICO,P,4.0,40.0
33978.0,ERRANI FRANCESCO,2012-11-12,PARTITO DEMOCRATICO,P,7.0,70.0
27197.0,MELEGA CORRADO,2012-11-12,PARTITO DEMOCRATICO,P,7.0,70.0
9097.0,PETRELLA TOMMASO,2012-11-12,PARTITO DEMOCRATICO,P,7.0,70.0
33979.0,LA TORRE CATHY,2012-11-12,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,10.0
33980.0,PIERALISI MIRCO,2012-11-12,CON AMELIA PER BOLOGNA CON VENDOLA,P,5.0,50.0
26392.0,CIPRIANI LORENZO,2012-11-12,CON AMELIA PER BOLOGNA CON VENDOLA,P,4.0,40.0
33987.0,SAZZINI LORENZO,2012-11-12,CON AMELIA PER BOLOGNA CON VENDOLA,P,4.0,40.0
32714.0,CAVIANO PASQUALE,2012-11-12,ITALIA DEI VALORI,P,8.0,80.0
21843.0,LISEI MARCO,2012-11-12,POPOLO DELLA LIBERTA,P,8.0,80.0
27208.0,TOMASSINI LORENZO,2012-11-12,POPOLO DELLA LIBERTA,P,6.0,60.0
32712.0,FACCI MICHELE,2012-11-12,POPOLO DELLA LIBERTA,P,8.0,80.0
27997.0,CASTALDINI VALENT.,2012-11-12,POPOLO DELLA LIBERTA,P,5.0,50.0
8904.0,CARELLA DANIELE,2012-11-12,POPOLO DELLA LIBERTA,P,7.0,70.0
20144.0,GATTUSO PATRIZIO G.,2012-11-12,POPOLO DELLA LIBERTA,P,6.0,60.0
32719.0,BERNARDINI MANES,2012-11-12,LEGA NORD,P,1.0,10.0
33981.0,COCCONCELLI MIRKA,2012-11-12,LEGA NORD,P,8.0,80.0
33982.0,SCARANO PAOLA F.,2012-11-12,LEGA NORD,P,8.0,80.0
33983.0,BORGONZONI LUCIA,2012-11-12,LEGA NORD,P,8.0,80.0
33984.0,BUGANI MASSIMO,2012-11-12,MOVIMENTO 5 STELLE,P,7.0,70.0
32861.0,SALSI FEDERICA,2012-11-12,MOVIMENTO 5 STELLE,P,8.0,80.0
33985.0,PIAZZA MARCO,2012-11-12,MOVIMENTO 5 STELLE,P,8.0,80.0
33986.0,ALDROVANDI STEFANO,2012-11-12,BOLOGNA 2016,P,8.0,80.0
32708.0,TURCI DANIELA,2012-11-12,PARTITO DEMOCRATICO,P,3.0,30.0
16863.0,MEROLA VIRGINIO,2012-10-15,SINDACO,P,0.0,0.0
9116.0,CEVENINI MAURIZIO,2012-10-15,PARTITO DEMOCRATICO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2012-10-15,PARTITO DEMOCRATICO,P,13.0,68.0
29442.0,CRITELLI FRANCESCO,2012-10-15,PARTITO DEMOCRATICO,A,0.0,0.0
32746.0,LEMBI SIMONA,2012-10-15,PARTITO DEMOCRATICO,P,15.0,78.0
27189.0,BARCELO LIZANA LEONARDO L.,2012-10-15,PARTITO DEMOCRATICO,P,15.0,78.0
15586.0,MARCHESINI ANGELO,2012-10-15,PARTITO DEMOCRATICO,P,10.0,52.0
18313.0,LO GIUDICE SERGIO,2012-10-15,PARTITO DEMOCRATICO,P,15.0,78.0
9181.0,SANTI RAFFAELLA,2012-10-15,PARTITO DEMOCRATICO,P,11.0,57.0
32704.0,LAMA ROSSELLA,2012-10-15,PARTITO DEMOCRATICO,P,8.0,42.0
27410.0,FERRI MARIARAFFAELLA,2012-10-15,PARTITO DEMOCRATICO,P,15.0,78.0
27481.0,ZACCHIROLI BENEDETTO,2012-10-15,PARTITO DEMOCRATICO,P,13.0,68.0
32794.0,MIGNANI MARIANNA,2012-10-15,PARTITO DEMOCRATICO,P,15.0,78.0
22034.0,GHETTI MAURIZIO,2012-10-15,PARTITO DEMOCRATICO,P,14.0,73.0
33977.0,BENASSI MARZIA,2012-10-15,PARTITO DEMOCRATICO,P,15.0,78.0
33978.0,ERRANI FRANCESCO,2012-10-15,PARTITO DEMOCRATICO,P,13.0,68.0
27197.0,MELEGA CORRADO,2012-10-15,PARTITO DEMOCRATICO,P,13.0,68.0
9097.0,PETRELLA TOMMASO,2012-10-15,PARTITO DEMOCRATICO,P,14.0,73.0
33979.0,LA TORRE CATHY,2012-10-15,CON AMELIA PER BOLOGNA CON VENDOLA,P,14.0,73.0
33980.0,PIERALISI MIRCO,2012-10-15,CON AMELIA PER BOLOGNA CON VENDOLA,P,14.0,73.0
26392.0,CIPRIANI LORENZO,2012-10-15,CON AMELIA PER BOLOGNA CON VENDOLA,P,15.0,78.0
33987.0,SAZZINI LORENZO,2012-10-15,CON AMELIA PER BOLOGNA CON VENDOLA,P,9.0,47.0
32714.0,CAVIANO PASQUALE,2012-10-15,ITALIA DEI VALORI,P,15.0,78.0
21843.0,LISEI MARCO,2012-10-15,POPOLO DELLA LIBERTA,P,15.0,78.0
27208.0,TOMASSINI LORENZO,2012-10-15,POPOLO DELLA LIBERTA,P,15.0,78.0
32712.0,FACCI MICHELE,2012-10-15,POPOLO DELLA LIBERTA,P,15.0,78.0
27997.0,CASTALDINI VALENT.,2012-10-15,POPOLO DELLA LIBERTA,P,11.0,57.0
8904.0,CARELLA DANIELE,2012-10-15,POPOLO DELLA LIBERTA,P,15.0,78.0
20144.0,GATTUSO PATRIZIO G.,2012-10-15,POPOLO DELLA LIBERTA,P,15.0,78.0
32719.0,BERNARDINI MANES,2012-10-15,LEGA NORD,P,10.0,52.0
33981.0,COCCONCELLI MIRKA,2012-10-15,LEGA NORD,P,14.0,73.0
33982.0,SCARANO PAOLA F.,2012-10-15,LEGA NORD,A,0.0,0.0
33983.0,BORGONZONI LUCIA,2012-10-15,LEGA NORD,A,0.0,0.0
33984.0,BUGANI MASSIMO,2012-10-15,MOVIMENTO 5 STELLE,P,14.0,73.0
32861.0,SALSI FEDERICA,2012-10-15,MOVIMENTO 5 STELLE,P,15.0,78.0
33985.0,PIAZZA MARCO,2012-10-15,MOVIMENTO 5 STELLE,P,15.0,78.0
33986.0,ALDROVANDI STEFANO,2012-10-15,BOLOGNA 2016,P,13.0,68.0
32708.0,TURCI DANIELA,2012-10-15,PARTITO DEMOCRATICO,P,12.0,63.0
16863.0,MEROLA VIRGINIO,2012-11-16,SINDACO,A,0.0,0.0
9116.0,CEVENINI MAURIZIO,2012-11-16,PARTITO DEMOCRATICO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2012-11-16,PARTITO DEMOCRATICO,P,1.0,49.0
29442.0,CRITELLI FRANCESCO,2012-11-16,PARTITO DEMOCRATICO,P,1.0,49.0
32746.0,LEMBI SIMONA,2012-11-16,PARTITO DEMOCRATICO,P,1.0,49.0
27189.0,BARCELO LIZANA LEONARDO L.,2012-11-16,PARTITO DEMOCRATICO,P,1.0,49.0
15586.0,MARCHESINI ANGELO,2012-11-16,PARTITO DEMOCRATICO,P,0.0,0.0
18313.0,LO GIUDICE SERGIO,2012-11-16,PARTITO DEMOCRATICO,P,1.0,49.0
9181.0,SANTI RAFFAELLA,2012-11-16,PARTITO DEMOCRATICO,P,1.0,49.0
32704.0,LAMA ROSSELLA,2012-11-16,PARTITO DEMOCRATICO,P,0.0,0.0
27410.0,FERRI MARIARAFFAELLA,2012-11-16,PARTITO DEMOCRATICO,P,1.0,49.0
27481.0,ZACCHIROLI BENEDETTO,2012-11-16,PARTITO DEMOCRATICO,P,1.0,49.0
32794.0,MIGNANI MARIANNA,2012-11-16,PARTITO DEMOCRATICO,P,1.0,49.0
22034.0,GHETTI MAURIZIO,2012-11-16,PARTITO DEMOCRATICO,A,0.0,0.0
33977.0,BENASSI MARZIA,2012-11-16,PARTITO DEMOCRATICO,P,1.0,49.0
33978.0,ERRANI FRANCESCO,2012-11-16,PARTITO DEMOCRATICO,A,0.0,0.0
27197.0,MELEGA CORRADO,2012-11-16,PARTITO DEMOCRATICO,A,0.0,0.0
9097.0,PETRELLA TOMMASO,2012-11-16,PARTITO DEMOCRATICO,P,1.0,49.0
33979.0,LA TORRE CATHY,2012-11-16,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
33980.0,PIERALISI MIRCO,2012-11-16,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
26392.0,CIPRIANI LORENZO,2012-11-16,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
33987.0,SAZZINI LORENZO,2012-11-16,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
32714.0,CAVIANO PASQUALE,2012-11-16,ITALIA DEI VALORI,P,1.0,49.0
21843.0,LISEI MARCO,2012-11-16,POPOLO DELLA LIBERTA,P,1.0,49.0
27208.0,TOMASSINI LORENZO,2012-11-16,POPOLO DELLA LIBERTA,P,1.0,49.0
32712.0,FACCI MICHELE,2012-11-16,POPOLO DELLA LIBERTA,P,0.0,0.0
27997.0,CASTALDINI VALENT.,2012-11-16,POPOLO DELLA LIBERTA,P,0.0,0.0
8904.0,CARELLA DANIELE,2012-11-16,POPOLO DELLA LIBERTA,P,1.0,49.0
20144.0,GATTUSO PATRIZIO G.,2012-11-16,POPOLO DELLA LIBERTA,P,1.0,49.0
32719.0,BERNARDINI MANES,2012-11-16,LEGA NORD,P,1.0,49.0
33981.0,COCCONCELLI MIRKA,2012-11-16,LEGA NORD,P,1.0,49.0
33982.0,SCARANO PAOLA F.,2012-11-16,LEGA NORD,P,1.0,49.0
33983.0,BORGONZONI LUCIA,2012-11-16,LEGA NORD,P,1.0,49.0
33984.0,BUGANI MASSIMO,2012-11-16,MOVIMENTO 5 STELLE,P,0.0,0.0
32861.0,SALSI FEDERICA,2012-11-16,MOVIMENTO 5 STELLE,P,1.0,49.0
33985.0,PIAZZA MARCO,2012-11-16,MOVIMENTO 5 STELLE,P,1.0,49.0
33986.0,ALDROVANDI STEFANO,2012-11-16,BOLOGNA 2016,P,1.0,49.0
32708.0,TURCI DANIELA,2012-11-16,PARTITO DEMOCRATICO,P,1.0,49.0
16863.0,MEROLA VIRGINIO,2012-10-19,SINDACO,A,0.0,0.0
9116.0,CEVENINI MAURIZIO,2012-10-19,PARTITO DEMOCRATICO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2012-10-19,PARTITO DEMOCRATICO,P,1.0,49.0
29442.0,CRITELLI FRANCESCO,2012-10-19,PARTITO DEMOCRATICO,A,0.0,0.0
32746.0,LEMBI SIMONA,2012-10-19,PARTITO DEMOCRATICO,A,0.0,0.0
27189.0,BARCELO LIZANA LEONARDO L.,2012-10-19,PARTITO DEMOCRATICO,P,1.0,49.0
15586.0,MARCHESINI ANGELO,2012-10-19,PARTITO DEMOCRATICO,P,0.0,0.0
18313.0,LO GIUDICE SERGIO,2012-10-19,PARTITO DEMOCRATICO,P,1.0,49.0
9181.0,SANTI RAFFAELLA,2012-10-19,PARTITO DEMOCRATICO,P,0.0,0.0
32704.0,LAMA ROSSELLA,2012-10-19,PARTITO DEMOCRATICO,P,1.0,49.0
27410.0,FERRI MARIARAFFAELLA,2012-10-19,PARTITO DEMOCRATICO,P,1.0,49.0
27481.0,ZACCHIROLI BENEDETTO,2012-10-19,PARTITO DEMOCRATICO,P,0.0,0.0
32794.0,MIGNANI MARIANNA,2012-10-19,PARTITO DEMOCRATICO,P,0.0,0.0
22034.0,GHETTI MAURIZIO,2012-10-19,PARTITO DEMOCRATICO,P,0.0,0.0
33977.0,BENASSI MARZIA,2012-10-19,PARTITO DEMOCRATICO,P,1.0,49.0
33978.0,ERRANI FRANCESCO,2012-10-19,PARTITO DEMOCRATICO,P,1.0,49.0
27197.0,MELEGA CORRADO,2012-10-19,PARTITO DEMOCRATICO,A,0.0,0.0
9097.0,PETRELLA TOMMASO,2012-10-19,PARTITO DEMOCRATICO,P,1.0,49.0
33979.0,LA TORRE CATHY,2012-10-19,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33980.0,PIERALISI MIRCO,2012-10-19,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
26392.0,CIPRIANI LORENZO,2012-10-19,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33987.0,SAZZINI LORENZO,2012-10-19,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
32714.0,CAVIANO PASQUALE,2012-10-19,ITALIA DEI VALORI,P,1.0,49.0
21843.0,LISEI MARCO,2012-10-19,POPOLO DELLA LIBERTA,P,0.0,0.0
27208.0,TOMASSINI LORENZO,2012-10-19,POPOLO DELLA LIBERTA,P,1.0,49.0
32712.0,FACCI MICHELE,2012-10-19,POPOLO DELLA LIBERTA,P,1.0,49.0
27997.0,CASTALDINI VALENT.,2012-10-19,POPOLO DELLA LIBERTA,P,1.0,49.0
8904.0,CARELLA DANIELE,2012-10-19,POPOLO DELLA LIBERTA,P,1.0,49.0
20144.0,GATTUSO PATRIZIO G.,2012-10-19,POPOLO DELLA LIBERTA,P,1.0,49.0
32719.0,BERNARDINI MANES,2012-10-19,LEGA NORD,P,0.0,0.0
33981.0,COCCONCELLI MIRKA,2012-10-19,LEGA NORD,P,1.0,49.0
33982.0,SCARANO PAOLA F.,2012-10-19,LEGA NORD,P,1.0,49.0
33983.0,BORGONZONI LUCIA,2012-10-19,LEGA NORD,P,0.0,0.0
33984.0,BUGANI MASSIMO,2012-10-19,MOVIMENTO 5 STELLE,P,1.0,49.0
32861.0,SALSI FEDERICA,2012-10-19,MOVIMENTO 5 STELLE,P,1.0,49.0
33985.0,PIAZZA MARCO,2012-10-19,MOVIMENTO 5 STELLE,P,1.0,49.0
33986.0,ALDROVANDI STEFANO,2012-10-19,BOLOGNA 2016,P,1.0,49.0
32708.0,TURCI DANIELA,2012-10-19,PARTITO DEMOCRATICO,P,0.0,0.0
16863.0,MEROLA VIRGINIO,2012-11-19,SINDACO,P,1.0,6.0
9116.0,CEVENINI MAURIZIO,2012-11-19,PARTITO DEMOCRATICO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2012-11-19,PARTITO DEMOCRATICO,P,11.0,73.0
29442.0,CRITELLI FRANCESCO,2012-11-19,PARTITO DEMOCRATICO,P,8.0,53.0
32746.0,LEMBI SIMONA,2012-11-19,PARTITO DEMOCRATICO,P,12.0,80.0
27189.0,BARCELO LIZANA LEONARDO L.,2012-11-19,PARTITO DEMOCRATICO,P,12.0,80.0
15586.0,MARCHESINI ANGELO,2012-11-19,PARTITO DEMOCRATICO,P,8.0,53.0
18313.0,LO GIUDICE SERGIO,2012-11-19,PARTITO DEMOCRATICO,P,12.0,80.0
9181.0,SANTI RAFFAELLA,2012-11-19,PARTITO DEMOCRATICO,P,12.0,80.0
32704.0,LAMA ROSSELLA,2012-11-19,PARTITO DEMOCRATICO,A,0.0,0.0
27410.0,FERRI MARIARAFFAELLA,2012-11-19,PARTITO DEMOCRATICO,P,11.0,73.0
27481.0,ZACCHIROLI BENEDETTO,2012-11-19,PARTITO DEMOCRATICO,P,11.0,73.0
32794.0,MIGNANI MARIANNA,2012-11-19,PARTITO DEMOCRATICO,P,12.0,80.0
22034.0,GHETTI MAURIZIO,2012-11-19,PARTITO DEMOCRATICO,P,9.0,60.0
33977.0,BENASSI MARZIA,2012-11-19,PARTITO DEMOCRATICO,P,12.0,80.0
33978.0,ERRANI FRANCESCO,2012-11-19,PARTITO DEMOCRATICO,P,11.0,73.0
27197.0,MELEGA CORRADO,2012-11-19,PARTITO DEMOCRATICO,P,12.0,80.0
9097.0,PETRELLA TOMMASO,2012-11-19,PARTITO DEMOCRATICO,P,12.0,80.0
33979.0,LA TORRE CATHY,2012-11-19,CON AMELIA PER BOLOGNA CON VENDOLA,P,10.0,66.0
33980.0,PIERALISI MIRCO,2012-11-19,CON AMELIA PER BOLOGNA CON VENDOLA,P,11.0,73.0
26392.0,CIPRIANI LORENZO,2012-11-19,CON AMELIA PER BOLOGNA CON VENDOLA,P,11.0,73.0
33987.0,SAZZINI LORENZO,2012-11-19,CON AMELIA PER BOLOGNA CON VENDOLA,P,3.0,20.0
32714.0,CAVIANO PASQUALE,2012-11-19,ITALIA DEI VALORI,P,12.0,80.0
21843.0,LISEI MARCO,2012-11-19,POPOLO DELLA LIBERTA,P,12.0,80.0
27208.0,TOMASSINI LORENZO,2012-11-19,POPOLO DELLA LIBERTA,P,4.0,26.0
32712.0,FACCI MICHELE,2012-11-19,POPOLO DELLA LIBERTA,P,12.0,80.0
27997.0,CASTALDINI VALENT.,2012-11-19,POPOLO DELLA LIBERTA,P,10.0,66.0
8904.0,CARELLA DANIELE,2012-11-19,POPOLO DELLA LIBERTA,P,12.0,80.0
20144.0,GATTUSO PATRIZIO G.,2012-11-19,POPOLO DELLA LIBERTA,P,4.0,26.0
32719.0,BERNARDINI MANES,2012-11-19,LEGA NORD,P,11.0,73.0
33981.0,COCCONCELLI MIRKA,2012-11-19,LEGA NORD,P,12.0,80.0
33982.0,SCARANO PAOLA F.,2012-11-19,LEGA NORD,P,12.0,80.0
33983.0,BORGONZONI LUCIA,2012-11-19,LEGA NORD,P,11.0,73.0
33984.0,BUGANI MASSIMO,2012-11-19,MOVIMENTO 5 STELLE,P,12.0,80.0
32861.0,SALSI FEDERICA,2012-11-19,MOVIMENTO 5 STELLE,P,11.0,73.0
33985.0,PIAZZA MARCO,2012-11-19,MOVIMENTO 5 STELLE,P,11.0,73.0
33986.0,ALDROVANDI STEFANO,2012-11-19,BOLOGNA 2016,P,11.0,73.0
32708.0,TURCI DANIELA,2012-11-19,PARTITO DEMOCRATICO,P,3.0,20.0
16863.0,MEROLA VIRGINIO,2012-10-22,SINDACO,A,0.0,0.0
9116.0,CEVENINI MAURIZIO,2012-10-22,PARTITO DEMOCRATICO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2012-10-22,PARTITO DEMOCRATICO,P,6.0,69.0
29442.0,CRITELLI FRANCESCO,2012-10-22,PARTITO DEMOCRATICO,P,6.0,69.0
32746.0,LEMBI SIMONA,2012-10-22,PARTITO DEMOCRATICO,P,7.0,80.0
27189.0,BARCELO LIZANA LEONARDO L.,2012-10-22,PARTITO DEMOCRATICO,P,7.0,80.0
15586.0,MARCHESINI ANGELO,2012-10-22,PARTITO DEMOCRATICO,P,5.0,57.0
18313.0,LO GIUDICE SERGIO,2012-10-22,PARTITO DEMOCRATICO,P,6.0,69.0
9181.0,SANTI RAFFAELLA,2012-10-22,PARTITO DEMOCRATICO,A,0.0,0.0
32704.0,LAMA ROSSELLA,2012-10-22,PARTITO DEMOCRATICO,A,0.0,0.0
27410.0,FERRI MARIARAFFAELLA,2012-10-22,PARTITO DEMOCRATICO,P,6.0,69.0
27481.0,ZACCHIROLI BENEDETTO,2012-10-22,PARTITO DEMOCRATICO,P,5.0,57.0
32794.0,MIGNANI MARIANNA,2012-10-22,PARTITO DEMOCRATICO,P,6.0,69.0
22034.0,GHETTI MAURIZIO,2012-10-22,PARTITO DEMOCRATICO,P,7.0,80.0
33977.0,BENASSI MARZIA,2012-10-22,PARTITO DEMOCRATICO,P,7.0,80.0
33978.0,ERRANI FRANCESCO,2012-10-22,PARTITO DEMOCRATICO,P,6.0,69.0
27197.0,MELEGA CORRADO,2012-10-22,PARTITO DEMOCRATICO,P,6.0,69.0
9097.0,PETRELLA TOMMASO,2012-10-22,PARTITO DEMOCRATICO,P,6.0,69.0
33979.0,LA TORRE CATHY,2012-10-22,CON AMELIA PER BOLOGNA CON VENDOLA,P,2.0,23.0
33980.0,PIERALISI MIRCO,2012-10-22,CON AMELIA PER BOLOGNA CON VENDOLA,P,6.0,69.0
26392.0,CIPRIANI LORENZO,2012-10-22,CON AMELIA PER BOLOGNA CON VENDOLA,P,6.0,69.0
33987.0,SAZZINI LORENZO,2012-10-22,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,11.0
32714.0,CAVIANO PASQUALE,2012-10-22,ITALIA DEI VALORI,P,7.0,80.0
21843.0,LISEI MARCO,2012-10-22,POPOLO DELLA LIBERTA,P,6.0,69.0
27208.0,TOMASSINI LORENZO,2012-10-22,POPOLO DELLA LIBERTA,P,7.0,80.0
32712.0,FACCI MICHELE,2012-10-22,POPOLO DELLA LIBERTA,P,6.0,69.0
27997.0,CASTALDINI VALENT.,2012-10-22,POPOLO DELLA LIBERTA,P,3.0,34.0
8904.0,CARELLA DANIELE,2012-10-22,POPOLO DELLA LIBERTA,P,7.0,80.0
20144.0,GATTUSO PATRIZIO G.,2012-10-22,POPOLO DELLA LIBERTA,P,4.0,46.0
32719.0,BERNARDINI MANES,2012-10-22,LEGA NORD,P,3.0,34.0
33981.0,COCCONCELLI MIRKA,2012-10-22,LEGA NORD,P,7.0,80.0
33982.0,SCARANO PAOLA F.,2012-10-22,LEGA NORD,P,7.0,80.0
33983.0,BORGONZONI LUCIA,2012-10-22,LEGA NORD,P,6.0,69.0
33984.0,BUGANI MASSIMO,2012-10-22,MOVIMENTO 5 STELLE,P,7.0,80.0
32861.0,SALSI FEDERICA,2012-10-22,MOVIMENTO 5 STELLE,P,5.0,57.0
33985.0,PIAZZA MARCO,2012-10-22,MOVIMENTO 5 STELLE,P,7.0,80.0
33986.0,ALDROVANDI STEFANO,2012-10-22,BOLOGNA 2016,P,4.0,46.0
32708.0,TURCI DANIELA,2012-10-22,PARTITO DEMOCRATICO,P,5.0,57.0
16863.0,MEROLA VIRGINIO,2012-11-23,SINDACO,A,0.0,0.0
9116.0,CEVENINI MAURIZIO,2012-11-23,PARTITO DEMOCRATICO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2012-11-23,PARTITO DEMOCRATICO,P,0.0,0.0
29442.0,CRITELLI FRANCESCO,2012-11-23,PARTITO DEMOCRATICO,P,1.0,49.0
32746.0,LEMBI SIMONA,2012-11-23,PARTITO DEMOCRATICO,P,1.0,49.0
27189.0,BARCELO LIZANA LEONARDO L.,2012-11-23,PARTITO DEMOCRATICO,P,1.0,49.0
15586.0,MARCHESINI ANGELO,2012-11-23,PARTITO DEMOCRATICO,P,1.0,49.0
18313.0,LO GIUDICE SERGIO,2012-11-23,PARTITO DEMOCRATICO,P,1.0,49.0
9181.0,SANTI RAFFAELLA,2012-11-23,PARTITO DEMOCRATICO,P,1.0,49.0
32704.0,LAMA ROSSELLA,2012-11-23,PARTITO DEMOCRATICO,P,0.0,0.0
27410.0,FERRI MARIARAFFAELLA,2012-11-23,PARTITO DEMOCRATICO,A,0.0,0.0
27481.0,ZACCHIROLI BENEDETTO,2012-11-23,PARTITO DEMOCRATICO,P,0.0,0.0
32794.0,MIGNANI MARIANNA,2012-11-23,PARTITO DEMOCRATICO,P,1.0,49.0
22034.0,GHETTI MAURIZIO,2012-11-23,PARTITO DEMOCRATICO,P,0.0,0.0
33977.0,BENASSI MARZIA,2012-11-23,PARTITO DEMOCRATICO,P,1.0,49.0
33978.0,ERRANI FRANCESCO,2012-11-23,PARTITO DEMOCRATICO,P,1.0,49.0
27197.0,MELEGA CORRADO,2012-11-23,PARTITO DEMOCRATICO,P,1.0,49.0
9097.0,PETRELLA TOMMASO,2012-11-23,PARTITO DEMOCRATICO,P,1.0,49.0
33979.0,LA TORRE CATHY,2012-11-23,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33980.0,PIERALISI MIRCO,2012-11-23,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
26392.0,CIPRIANI LORENZO,2012-11-23,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33987.0,SAZZINI LORENZO,2012-11-23,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
32714.0,CAVIANO PASQUALE,2012-11-23,ITALIA DEI VALORI,P,1.0,49.0
21843.0,LISEI MARCO,2012-11-23,POPOLO DELLA LIBERTA,P,1.0,49.0
27208.0,TOMASSINI LORENZO,2012-11-23,POPOLO DELLA LIBERTA,P,1.0,49.0
32712.0,FACCI MICHELE,2012-11-23,POPOLO DELLA LIBERTA,P,1.0,49.0
27997.0,CASTALDINI VALENT.,2012-11-23,POPOLO DELLA LIBERTA,P,1.0,49.0
8904.0,CARELLA DANIELE,2012-11-23,POPOLO DELLA LIBERTA,P,1.0,49.0
20144.0,GATTUSO PATRIZIO G.,2012-11-23,POPOLO DELLA LIBERTA,P,1.0,49.0
32719.0,BERNARDINI MANES,2012-11-23,LEGA NORD,P,0.0,0.0
33981.0,COCCONCELLI MIRKA,2012-11-23,LEGA NORD,P,1.0,49.0
33982.0,SCARANO PAOLA F.,2012-11-23,LEGA NORD,P,0.0,0.0
33983.0,BORGONZONI LUCIA,2012-11-23,LEGA NORD,P,1.0,49.0
33984.0,BUGANI MASSIMO,2012-11-23,MOVIMENTO 5 STELLE,P,0.0,0.0
32861.0,SALSI FEDERICA,2012-11-23,MOVIMENTO 5 STELLE,P,1.0,49.0
33985.0,PIAZZA MARCO,2012-11-23,MOVIMENTO 5 STELLE,P,1.0,49.0
33986.0,ALDROVANDI STEFANO,2012-11-23,BOLOGNA 2016,P,1.0,49.0
32708.0,TURCI DANIELA,2012-11-23,PARTITO DEMOCRATICO,P,0.0,0.0
16863.0,MEROLA VIRGINIO,2012-10-26,SINDACO,A,0.0,0.0
