Progressivo,Nominativo,Data,Gruppo Politico,Presenza,Num.Votazioni
26392,CIPRIANI LORENZO,2013-05-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
33987,SAZZINI LORENZO,2013-05-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
32714,CAVIANO PASQUALE,2013-05-10T00:00:00Z,CENTRO DEMOCRATICO,P,1
21843,LISEI MARCO,2013-05-10T00:00:00Z,POPOLO DELLA LIBERTA,P,0
27208,TOMASSINI LORENZO,2013-05-10T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32712,FACCI MICHELE,2013-05-10T00:00:00Z,POPOLO DELLA LIBERTA,P,0
27997,CASTALDINI VALENT.,2013-05-10T00:00:00Z,POPOLO DELLA LIBERTA,P,0
8904,CARELLA DANIELE,2013-05-10T00:00:00Z,POPOLO DELLA LIBERTA,P,1
20144,GATTUSO PATRIZIO G.,2013-05-10T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32719,BERNARDINI MANES,2013-05-10T00:00:00Z,LEGA NORD,P,1
33981,COCCONCELLI MIRKA,2013-05-10T00:00:00Z,LEGA NORD,A,0
33982,SCARANO PAOLA F.,2013-05-10T00:00:00Z,LEGA NORD,P,1
33983,BORGONZONI LUCIA,2013-05-10T00:00:00Z,LEGA NORD,P,0
33984,BUGANI MASSIMO,2013-05-10T00:00:00Z,MOVIMENTO 5 STELLE,P,0
32861,SALSI FEDERICA,2013-05-10T00:00:00Z,GRUPPO MISTO,P,0
33985,PIAZZA MARCO,2013-05-10T00:00:00Z,MOVIMENTO 5 STELLE,P,0
33986,ALDROVANDI STEFANO,2013-05-10T00:00:00Z,BOLOGNA 2016,P,1
32708,TURCI DANIELA,2013-05-10T00:00:00Z,PARTITO DEMOCRATICO,P,0
0,DONDARINI ROLANDO,2013-05-10T00:00:00Z,PARTITO DEMOCRATICO,P,1
16863,MEROLA VIRGINIO,2013-06-10T00:00:00Z,SINDACO,P,3
9076,MAZZANTI CLAUDIO,2013-06-10T00:00:00Z,PARTITO DEMOCRATICO,P,12
29442,CRITELLI FRANCESCO,2013-06-10T00:00:00Z,PARTITO DEMOCRATICO,P,12
32746,LEMBI SIMONA,2013-06-10T00:00:00Z,PARTITO DEMOCRATICO,A,0
27189,BARCELO LIZANA LEONARDO,2013-06-10T00:00:00Z,PARTITO DEMOCRATICO,P,12
15586,MARCHESINI ANGELO,2013-06-10T00:00:00Z,PARTITO DEMOCRATICO,P,7
9181,SANTI RAFFAELLA,2013-06-10T00:00:00Z,PARTITO DEMOCRATICO,P,10
32704,LAMA ROSSELLA,2013-06-10T00:00:00Z,PARTITO DEMOCRATICO,P,12
27410,FERRI MARIARAFFAELLA,2013-06-10T00:00:00Z,PARTITO DEMOCRATICO,P,11
27481,ZACCHIROLI BENEDETTO,2013-06-10T00:00:00Z,PARTITO DEMOCRATICO,P,11
32794,MIGNANI MARIANNA,2013-06-10T00:00:00Z,PARTITO DEMOCRATICO,P,12
22034,GHETTI MAURIZIO,2013-06-10T00:00:00Z,PARTITO DEMOCRATICO,P,11
33977,BENASSI MARZIA,2013-06-10T00:00:00Z,PARTITO DEMOCRATICO,P,11
33978,ERRANI FRANCESCO,2013-06-10T00:00:00Z,PARTITO DEMOCRATICO,P,12
27197,MELEGA CORRADO,2013-06-10T00:00:00Z,PARTITO DEMOCRATICO,P,12
9097,PETRELLA TOMMASO,2013-06-10T00:00:00Z,PARTITO DEMOCRATICO,P,12
33979,LA TORRE CATHY,2013-06-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,9
33980,PIERALISI MIRCO,2013-06-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,10
26392,CIPRIANI LORENZO,2013-06-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
33987,SAZZINI LORENZO,2013-06-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,9
32714,CAVIANO PASQUALE,2013-06-10T00:00:00Z,CENTRO DEMOCRATICO,P,7
21843,LISEI MARCO,2013-06-10T00:00:00Z,POPOLO DELLA LIBERTA,P,11
27208,TOMASSINI LORENZO,2013-06-10T00:00:00Z,POPOLO DELLA LIBERTA,A,0
32712,FACCI MICHELE,2013-06-10T00:00:00Z,POPOLO DELLA LIBERTA,A,0
27997,CASTALDINI VALENT.,2013-06-10T00:00:00Z,POPOLO DELLA LIBERTA,P,7
8904,CARELLA DANIELE,2013-06-10T00:00:00Z,POPOLO DELLA LIBERTA,P,12
20144,GATTUSO PATRIZIO G.,2013-06-10T00:00:00Z,POPOLO DELLA LIBERTA,P,12
32719,BERNARDINI MANES,2013-06-10T00:00:00Z,LEGA NORD,P,9
33981,COCCONCELLI MIRKA,2013-06-10T00:00:00Z,LEGA NORD,P,10
33982,SCARANO PAOLA F.,2013-06-10T00:00:00Z,LEGA NORD,P,12
33983,BORGONZONI LUCIA,2013-06-10T00:00:00Z,LEGA NORD,P,10
33984,BUGANI MASSIMO,2013-06-10T00:00:00Z,MOVIMENTO 5 STELLE,P,12
32861,SALSI FEDERICA,2013-06-10T00:00:00Z,GRUPPO MISTO,P,11
33985,PIAZZA MARCO,2013-06-10T00:00:00Z,MOVIMENTO 5 STELLE,P,8
33986,ALDROVANDI STEFANO,2013-06-10T00:00:00Z,BOLOGNA 2016,P,8
32708,TURCI DANIELA,2013-06-10T00:00:00Z,PARTITO DEMOCRATICO,A,0
0,DONDARINI ROLANDO,2013-06-10T00:00:00Z,PARTITO DEMOCRATICO,P,12
16863,MEROLA VIRGINIO,2013-04-12T00:00:00Z,SINDACO,P,0
9076,MAZZANTI CLAUDIO,2013-04-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
29442,CRITELLI FRANCESCO,2013-04-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
32746,LEMBI SIMONA,2013-04-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
27189,BARCELO LIZANA LEONARDO,2013-04-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
15586,MARCHESINI ANGELO,2013-04-12T00:00:00Z,PARTITO DEMOCRATICO,P,0
9181,SANTI RAFFAELLA,2013-04-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
32704,LAMA ROSSELLA,2013-04-12T00:00:00Z,PARTITO DEMOCRATICO,P,0
27410,FERRI MARIARAFFAELLA,2013-04-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
27481,ZACCHIROLI BENEDETTO,2013-04-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
32794,MIGNANI MARIANNA,2013-04-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
22034,GHETTI MAURIZIO,2013-04-12T00:00:00Z,PARTITO DEMOCRATICO,P,0
33977,BENASSI MARZIA,2013-04-12T00:00:00Z,PARTITO DEMOCRATICO,A,0
33978,ERRANI FRANCESCO,2013-04-12T00:00:00Z,PARTITO DEMOCRATICO,P,0
27197,MELEGA CORRADO,2013-04-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
9097,PETRELLA TOMMASO,2013-04-12T00:00:00Z,PARTITO DEMOCRATICO,P,1
33979,LA TORRE CATHY,2013-04-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
33980,PIERALISI MIRCO,2013-04-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
26392,CIPRIANI LORENZO,2013-04-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
33987,SAZZINI LORENZO,2013-04-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
32714,CAVIANO PASQUALE,2013-04-12T00:00:00Z,CENTRO DEMOCRATICO,P,1
21843,LISEI MARCO,2013-04-12T00:00:00Z,POPOLO DELLA LIBERTA,P,0
27208,TOMASSINI LORENZO,2013-04-12T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32712,FACCI MICHELE,2013-04-12T00:00:00Z,POPOLO DELLA LIBERTA,P,0
27997,CASTALDINI VALENT.,2013-04-12T00:00:00Z,POPOLO DELLA LIBERTA,P,1
8904,CARELLA DANIELE,2013-04-12T00:00:00Z,POPOLO DELLA LIBERTA,P,1
20144,GATTUSO PATRIZIO G.,2013-04-12T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32719,BERNARDINI MANES,2013-04-12T00:00:00Z,LEGA NORD,A,0
33981,COCCONCELLI MIRKA,2013-04-12T00:00:00Z,LEGA NORD,P,1
33982,SCARANO PAOLA F.,2013-04-12T00:00:00Z,LEGA NORD,P,0
33983,BORGONZONI LUCIA,2013-04-12T00:00:00Z,LEGA NORD,P,1
33984,BUGANI MASSIMO,2013-04-12T00:00:00Z,MOVIMENTO 5 STELLE,P,0
32861,SALSI FEDERICA,2013-04-12T00:00:00Z,GRUPPO MISTO,P,0
33985,PIAZZA MARCO,2013-04-12T00:00:00Z,MOVIMENTO 5 STELLE,P,0
33986,ALDROVANDI STEFANO,2013-04-12T00:00:00Z,BOLOGNA 2016,A,0
32708,TURCI DANIELA,2013-04-12T00:00:00Z,PARTITO DEMOCRATICO,A,0
0,DONDARINI ROLANDO,2013-04-12T00:00:00Z,PARTITO DEMOCRATICO,P,0
16863,MEROLA VIRGINIO,2013-05-13T00:00:00Z,SINDACO,P,6
9076,MAZZANTI CLAUDIO,2013-05-13T00:00:00Z,PARTITO DEMOCRATICO,P,12
29442,CRITELLI FRANCESCO,2013-05-13T00:00:00Z,PARTITO DEMOCRATICO,P,12
32746,LEMBI SIMONA,2013-05-13T00:00:00Z,PARTITO DEMOCRATICO,P,11
27189,BARCELO LIZANA LEONARDO,2013-05-13T00:00:00Z,PARTITO DEMOCRATICO,P,12
15586,MARCHESINI ANGELO,2013-05-13T00:00:00Z,PARTITO DEMOCRATICO,P,6
9181,SANTI RAFFAELLA,2013-05-13T00:00:00Z,PARTITO DEMOCRATICO,P,11
32704,LAMA ROSSELLA,2013-05-13T00:00:00Z,PARTITO DEMOCRATICO,P,12
27410,FERRI MARIARAFFAELLA,2013-05-13T00:00:00Z,PARTITO DEMOCRATICO,P,11
27481,ZACCHIROLI BENEDETTO,2013-05-13T00:00:00Z,PARTITO DEMOCRATICO,P,11
32794,MIGNANI MARIANNA,2013-05-13T00:00:00Z,PARTITO DEMOCRATICO,P,12
22034,GHETTI MAURIZIO,2013-05-13T00:00:00Z,PARTITO DEMOCRATICO,P,13
33977,BENASSI MARZIA,2013-05-13T00:00:00Z,PARTITO DEMOCRATICO,P,13
33978,ERRANI FRANCESCO,2013-05-13T00:00:00Z,PARTITO DEMOCRATICO,P,12
27197,MELEGA CORRADO,2013-05-13T00:00:00Z,PARTITO DEMOCRATICO,P,11
9097,PETRELLA TOMMASO,2013-05-13T00:00:00Z,PARTITO DEMOCRATICO,P,12
33979,LA TORRE CATHY,2013-05-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,12
33980,PIERALISI MIRCO,2013-05-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,11
26392,CIPRIANI LORENZO,2013-05-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,12
33987,SAZZINI LORENZO,2013-05-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,12
32714,CAVIANO PASQUALE,2013-05-13T00:00:00Z,CENTRO DEMOCRATICO,P,13
21843,LISEI MARCO,2013-05-13T00:00:00Z,POPOLO DELLA LIBERTA,P,13
27208,TOMASSINI LORENZO,2013-05-13T00:00:00Z,POPOLO DELLA LIBERTA,P,11
32712,FACCI MICHELE,2013-05-13T00:00:00Z,POPOLO DELLA LIBERTA,P,13
27997,CASTALDINI VALENT.,2013-05-13T00:00:00Z,POPOLO DELLA LIBERTA,P,12
8904,CARELLA DANIELE,2013-05-13T00:00:00Z,POPOLO DELLA LIBERTA,P,13
20144,GATTUSO PATRIZIO G.,2013-05-13T00:00:00Z,POPOLO DELLA LIBERTA,P,12
32719,BERNARDINI MANES,2013-05-13T00:00:00Z,LEGA NORD,P,1
33981,COCCONCELLI MIRKA,2013-05-13T00:00:00Z,LEGA NORD,P,12
33982,SCARANO PAOLA F.,2013-05-13T00:00:00Z,LEGA NORD,P,13
33983,BORGONZONI LUCIA,2013-05-13T00:00:00Z,LEGA NORD,P,12
33984,BUGANI MASSIMO,2013-05-13T00:00:00Z,MOVIMENTO 5 STELLE,P,13
32861,SALSI FEDERICA,2013-05-13T00:00:00Z,GRUPPO MISTO,P,12
33985,PIAZZA MARCO,2013-05-13T00:00:00Z,MOVIMENTO 5 STELLE,P,13
33986,ALDROVANDI STEFANO,2013-05-13T00:00:00Z,BOLOGNA 2016,P,12
32708,TURCI DANIELA,2013-05-13T00:00:00Z,PARTITO DEMOCRATICO,A,0
0,DONDARINI ROLANDO,2013-05-13T00:00:00Z,PARTITO DEMOCRATICO,P,12
16863,MEROLA VIRGINIO,2013-06-14T00:00:00Z,SINDACO,A,0
9076,MAZZANTI CLAUDIO,2013-06-14T00:00:00Z,PARTITO DEMOCRATICO,P,0
29442,CRITELLI FRANCESCO,2013-06-14T00:00:00Z,PARTITO DEMOCRATICO,P,0
32746,LEMBI SIMONA,2013-06-14T00:00:00Z,PARTITO DEMOCRATICO,P,1
27189,BARCELO LIZANA LEONARDO,2013-06-14T00:00:00Z,PARTITO DEMOCRATICO,P,1
15586,MARCHESINI ANGELO,2013-06-14T00:00:00Z,PARTITO DEMOCRATICO,P,0
9181,SANTI RAFFAELLA,2013-06-14T00:00:00Z,PARTITO DEMOCRATICO,P,1
32704,LAMA ROSSELLA,2013-06-14T00:00:00Z,PARTITO DEMOCRATICO,P,0
27410,FERRI MARIARAFFAELLA,2013-06-14T00:00:00Z,PARTITO DEMOCRATICO,P,0
27481,ZACCHIROLI BENEDETTO,2013-06-14T00:00:00Z,PARTITO DEMOCRATICO,A,0
32794,MIGNANI MARIANNA,2013-06-14T00:00:00Z,PARTITO DEMOCRATICO,P,1
22034,GHETTI MAURIZIO,2013-06-14T00:00:00Z,PARTITO DEMOCRATICO,P,0
33977,BENASSI MARZIA,2013-06-14T00:00:00Z,PARTITO DEMOCRATICO,P,1
33978,ERRANI FRANCESCO,2013-06-14T00:00:00Z,PARTITO DEMOCRATICO,P,0
27197,MELEGA CORRADO,2013-06-14T00:00:00Z,PARTITO DEMOCRATICO,P,1
9097,PETRELLA TOMMASO,2013-06-14T00:00:00Z,PARTITO DEMOCRATICO,P,1
33979,LA TORRE CATHY,2013-06-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0
33980,PIERALISI MIRCO,2013-06-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
26392,CIPRIANI LORENZO,2013-06-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0
33987,SAZZINI LORENZO,2013-06-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
32714,CAVIANO PASQUALE,2013-06-14T00:00:00Z,CENTRO DEMOCRATICO,P,0
21843,LISEI MARCO,2013-06-14T00:00:00Z,POPOLO DELLA LIBERTA,P,0
27208,TOMASSINI LORENZO,2013-06-14T00:00:00Z,POPOLO DELLA LIBERTA,P,0
32712,FACCI MICHELE,2013-06-14T00:00:00Z,POPOLO DELLA LIBERTA,P,0
27997,CASTALDINI VALENT.,2013-06-14T00:00:00Z,POPOLO DELLA LIBERTA,P,1
8904,CARELLA DANIELE,2013-06-14T00:00:00Z,POPOLO DELLA LIBERTA,P,1
20144,GATTUSO PATRIZIO G.,2013-06-14T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32719,BERNARDINI MANES,2013-06-14T00:00:00Z,LEGA NORD,P,1
33981,COCCONCELLI MIRKA,2013-06-14T00:00:00Z,LEGA NORD,P,1
33982,SCARANO PAOLA F.,2013-06-14T00:00:00Z,LEGA NORD,P,1
33983,BORGONZONI LUCIA,2013-06-14T00:00:00Z,LEGA NORD,P,1
33984,BUGANI MASSIMO,2013-06-14T00:00:00Z,MOVIMENTO 5 STELLE,A,0
32861,SALSI FEDERICA,2013-06-14T00:00:00Z,GRUPPO MISTO,P,0
33985,PIAZZA MARCO,2013-06-14T00:00:00Z,MOVIMENTO 5 STELLE,P,0
33986,ALDROVANDI STEFANO,2013-06-14T00:00:00Z,BOLOGNA 2016,A,0
32708,TURCI DANIELA,2013-06-14T00:00:00Z,PARTITO DEMOCRATICO,P,1
0,DONDARINI ROLANDO,2013-06-14T00:00:00Z,PARTITO DEMOCRATICO,A,0
16863,MEROLA VIRGINIO,2013-04-15T00:00:00Z,SINDACO,A,0
9076,MAZZANTI CLAUDIO,2013-04-15T00:00:00Z,PARTITO DEMOCRATICO,P,4
29442,CRITELLI FRANCESCO,2013-04-15T00:00:00Z,PARTITO DEMOCRATICO,P,8
32746,LEMBI SIMONA,2013-04-15T00:00:00Z,PARTITO DEMOCRATICO,P,8
27189,BARCELO LIZANA LEONARDO,2013-04-15T00:00:00Z,PARTITO DEMOCRATICO,P,7
15586,MARCHESINI ANGELO,2013-04-15T00:00:00Z,PARTITO DEMOCRATICO,P,8
9181,SANTI RAFFAELLA,2013-04-15T00:00:00Z,PARTITO DEMOCRATICO,P,6
32704,LAMA ROSSELLA,2013-04-15T00:00:00Z,PARTITO DEMOCRATICO,P,5
27410,FERRI MARIARAFFAELLA,2013-04-15T00:00:00Z,PARTITO DEMOCRATICO,P,7
27481,ZACCHIROLI BENEDETTO,2013-04-15T00:00:00Z,PARTITO DEMOCRATICO,P,8
32794,MIGNANI MARIANNA,2013-04-15T00:00:00Z,PARTITO DEMOCRATICO,P,7
22034,GHETTI MAURIZIO,2013-04-15T00:00:00Z,PARTITO DEMOCRATICO,P,7
33977,BENASSI MARZIA,2013-04-15T00:00:00Z,PARTITO DEMOCRATICO,P,8
33978,ERRANI FRANCESCO,2013-04-15T00:00:00Z,PARTITO DEMOCRATICO,P,8
27197,MELEGA CORRADO,2013-04-15T00:00:00Z,PARTITO DEMOCRATICO,P,7
9097,PETRELLA TOMMASO,2013-04-15T00:00:00Z,PARTITO DEMOCRATICO,P,7
33979,LA TORRE CATHY,2013-04-15T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,3
33980,PIERALISI MIRCO,2013-04-15T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,7
26392,CIPRIANI LORENZO,2013-04-15T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,7
33987,SAZZINI LORENZO,2013-04-15T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,4
32714,CAVIANO PASQUALE,2013-04-15T00:00:00Z,CENTRO DEMOCRATICO,P,7
21843,LISEI MARCO,2013-04-15T00:00:00Z,POPOLO DELLA LIBERTA,P,8
27208,TOMASSINI LORENZO,2013-04-15T00:00:00Z,POPOLO DELLA LIBERTA,P,8
32712,FACCI MICHELE,2013-04-15T00:00:00Z,POPOLO DELLA LIBERTA,P,9
27997,CASTALDINI VALENT.,2013-04-15T00:00:00Z,POPOLO DELLA LIBERTA,P,8
8904,CARELLA DANIELE,2013-04-15T00:00:00Z,POPOLO DELLA LIBERTA,P,9
20144,GATTUSO PATRIZIO G.,2013-04-15T00:00:00Z,POPOLO DELLA LIBERTA,P,8
32719,BERNARDINI MANES,2013-04-15T00:00:00Z,LEGA NORD,P,2
33981,COCCONCELLI MIRKA,2013-04-15T00:00:00Z,LEGA NORD,P,3
33982,SCARANO PAOLA F.,2013-04-15T00:00:00Z,LEGA NORD,P,7
33983,BORGONZONI LUCIA,2013-04-15T00:00:00Z,LEGA NORD,P,8
33984,BUGANI MASSIMO,2013-04-15T00:00:00Z,MOVIMENTO 5 STELLE,P,6
32861,SALSI FEDERICA,2013-04-15T00:00:00Z,GRUPPO MISTO,P,6
33985,PIAZZA MARCO,2013-04-15T00:00:00Z,MOVIMENTO 5 STELLE,P,7
33986,ALDROVANDI STEFANO,2013-04-15T00:00:00Z,BOLOGNA 2016,P,6
32708,TURCI DANIELA,2013-04-15T00:00:00Z,PARTITO DEMOCRATICO,P,7
0,DONDARINI ROLANDO,2013-04-15T00:00:00Z,PARTITO DEMOCRATICO,P,8
16863,MEROLA VIRGINIO,2013-05-17T00:00:00Z,SINDACO,A,0
9076,MAZZANTI CLAUDIO,2013-05-17T00:00:00Z,PARTITO DEMOCRATICO,P,0
29442,CRITELLI FRANCESCO,2013-05-17T00:00:00Z,PARTITO DEMOCRATICO,P,1
32746,LEMBI SIMONA,2013-05-17T00:00:00Z,PARTITO DEMOCRATICO,P,0
27189,BARCELO LIZANA LEONARDO,2013-05-17T00:00:00Z,PARTITO DEMOCRATICO,A,0
15586,MARCHESINI ANGELO,2013-05-17T00:00:00Z,PARTITO DEMOCRATICO,P,0
9181,SANTI RAFFAELLA,2013-05-17T00:00:00Z,PARTITO DEMOCRATICO,A,0
32704,LAMA ROSSELLA,2013-05-17T00:00:00Z,PARTITO DEMOCRATICO,P,1
27410,FERRI MARIARAFFAELLA,2013-05-17T00:00:00Z,PARTITO DEMOCRATICO,P,0
27481,ZACCHIROLI BENEDETTO,2013-05-17T00:00:00Z,PARTITO DEMOCRATICO,P,1
32794,MIGNANI MARIANNA,2013-05-17T00:00:00Z,PARTITO DEMOCRATICO,P,1
22034,GHETTI MAURIZIO,2013-05-17T00:00:00Z,PARTITO DEMOCRATICO,P,1
33977,BENASSI MARZIA,2013-05-17T00:00:00Z,PARTITO DEMOCRATICO,P,1
33978,ERRANI FRANCESCO,2013-05-17T00:00:00Z,PARTITO DEMOCRATICO,P,1
27197,MELEGA CORRADO,2013-05-17T00:00:00Z,PARTITO DEMOCRATICO,P,0
9097,PETRELLA TOMMASO,2013-05-17T00:00:00Z,PARTITO DEMOCRATICO,P,1
33979,LA TORRE CATHY,2013-05-17T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0
33980,PIERALISI MIRCO,2013-05-17T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
26392,CIPRIANI LORENZO,2013-05-17T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
33987,SAZZINI LORENZO,2013-05-17T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
32714,CAVIANO PASQUALE,2013-05-17T00:00:00Z,CENTRO DEMOCRATICO,P,1
21843,LISEI MARCO,2013-05-17T00:00:00Z,POPOLO DELLA LIBERTA,P,1
27208,TOMASSINI LORENZO,2013-05-17T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32712,FACCI MICHELE,2013-05-17T00:00:00Z,POPOLO DELLA LIBERTA,A,0
27997,CASTALDINI VALENT.,2013-05-17T00:00:00Z,POPOLO DELLA LIBERTA,P,1
8904,CARELLA DANIELE,2013-05-17T00:00:00Z,POPOLO DELLA LIBERTA,P,1
20144,GATTUSO PATRIZIO G.,2013-05-17T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32719,BERNARDINI MANES,2013-05-17T00:00:00Z,LEGA NORD,A,0
33981,COCCONCELLI MIRKA,2013-05-17T00:00:00Z,LEGA NORD,P,0
33982,SCARANO PAOLA F.,2013-05-17T00:00:00Z,LEGA NORD,P,1
33983,BORGONZONI LUCIA,2013-05-17T00:00:00Z,LEGA NORD,P,1
33984,BUGANI MASSIMO,2013-05-17T00:00:00Z,MOVIMENTO 5 STELLE,P,1
32861,SALSI FEDERICA,2013-05-17T00:00:00Z,GRUPPO MISTO,P,0
33985,PIAZZA MARCO,2013-05-17T00:00:00Z,MOVIMENTO 5 STELLE,P,1
33986,ALDROVANDI STEFANO,2013-05-17T00:00:00Z,BOLOGNA 2016,P,1
32708,TURCI DANIELA,2013-05-17T00:00:00Z,PARTITO DEMOCRATICO,A,0
0,DONDARINI ROLANDO,2013-05-17T00:00:00Z,PARTITO DEMOCRATICO,P,1
16863,MEROLA VIRGINIO,2013-06-17T00:00:00Z,SINDACO,P,0
9076,MAZZANTI CLAUDIO,2013-06-17T00:00:00Z,PARTITO DEMOCRATICO,P,2
29442,CRITELLI FRANCESCO,2013-06-17T00:00:00Z,PARTITO DEMOCRATICO,P,3
32746,LEMBI SIMONA,2013-06-17T00:00:00Z,PARTITO DEMOCRATICO,P,2
27189,BARCELO LIZANA LEONARDO,2013-06-17T00:00:00Z,PARTITO DEMOCRATICO,P,2
15586,MARCHESINI ANGELO,2013-06-17T00:00:00Z,PARTITO DEMOCRATICO,P,0
9181,SANTI RAFFAELLA,2013-06-17T00:00:00Z,PARTITO DEMOCRATICO,P,1
32704,LAMA ROSSELLA,2013-06-17T00:00:00Z,PARTITO DEMOCRATICO,P,2
27410,FERRI MARIARAFFAELLA,2013-06-17T00:00:00Z,PARTITO DEMOCRATICO,P,3
27481,ZACCHIROLI BENEDETTO,2013-06-17T00:00:00Z,PARTITO DEMOCRATICO,P,3
32794,MIGNANI MARIANNA,2013-06-17T00:00:00Z,PARTITO DEMOCRATICO,P,3
22034,GHETTI MAURIZIO,2013-06-17T00:00:00Z,PARTITO DEMOCRATICO,P,3
33977,BENASSI MARZIA,2013-06-17T00:00:00Z,PARTITO DEMOCRATICO,P,3
33978,ERRANI FRANCESCO,2013-06-17T00:00:00Z,PARTITO DEMOCRATICO,P,3
27197,MELEGA CORRADO,2013-06-17T00:00:00Z,PARTITO DEMOCRATICO,P,3
9097,PETRELLA TOMMASO,2013-06-17T00:00:00Z,PARTITO DEMOCRATICO,A,0
33979,LA TORRE CATHY,2013-06-17T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
33980,PIERALISI MIRCO,2013-06-17T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,2
26392,CIPRIANI LORENZO,2013-06-17T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
33987,SAZZINI LORENZO,2013-06-17T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,3
32714,CAVIANO PASQUALE,2013-06-17T00:00:00Z,CENTRO DEMOCRATICO,P,3
21843,LISEI MARCO,2013-06-17T00:00:00Z,POPOLO DELLA LIBERTA,P,1
27208,TOMASSINI LORENZO,2013-06-17T00:00:00Z,POPOLO DELLA LIBERTA,P,3
32712,FACCI MICHELE,2013-06-17T00:00:00Z,POPOLO DELLA LIBERTA,P,3
27997,CASTALDINI VALENT.,2013-06-17T00:00:00Z,POPOLO DELLA LIBERTA,P,1
8904,CARELLA DANIELE,2013-06-17T00:00:00Z,POPOLO DELLA LIBERTA,P,3
20144,GATTUSO PATRIZIO G.,2013-06-17T00:00:00Z,POPOLO DELLA LIBERTA,P,0
32719,BERNARDINI MANES,2013-06-17T00:00:00Z,LEGA NORD,P,1
33981,COCCONCELLI MIRKA,2013-06-17T00:00:00Z,LEGA NORD,P,2
33982,SCARANO PAOLA F.,2013-06-17T00:00:00Z,LEGA NORD,P,2
33983,BORGONZONI LUCIA,2013-06-17T00:00:00Z,LEGA NORD,A,0
33984,BUGANI MASSIMO,2013-06-17T00:00:00Z,MOVIMENTO 5 STELLE,P,2
32861,SALSI FEDERICA,2013-06-17T00:00:00Z,GRUPPO MISTO,P,2
33985,PIAZZA MARCO,2013-06-17T00:00:00Z,MOVIMENTO 5 STELLE,P,3
33986,ALDROVANDI STEFANO,2013-06-17T00:00:00Z,BOLOGNA 2016,P,0
32708,TURCI DANIELA,2013-06-17T00:00:00Z,PARTITO DEMOCRATICO,P,0
0,DONDARINI ROLANDO,2013-06-17T00:00:00Z,PARTITO DEMOCRATICO,P,3
16863,MEROLA VIRGINIO,2013-06-18T00:00:00Z,SINDACO,A,0
9076,MAZZANTI CLAUDIO,2013-06-18T00:00:00Z,PARTITO DEMOCRATICO,P,0
29442,CRITELLI FRANCESCO,2013-06-18T00:00:00Z,PARTITO DEMOCRATICO,P,0
