Progressivo,Nominativo,Data,GruppoPolitico,Presenza,NumVotazioni,PercentualePresenza
9076,MAZZANTI CLAUDIO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
29442,CRITELLI FRANCESCO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
32746,LEMBI SIMONA,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
27189,BARCELO LIZANA LEONARDO L,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
15586,MARCHESINI ANGELO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
18313,LO GIUDICE SERGIO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,0,0
9181,SANTI RAFFAELLA,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
32704,LAMA ROSSELLA,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
27410,FERRI MARIARAFFAELLA,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
27481,ZACCHIROLI BENEDETTO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
32794,MIGNANI MARIANNA,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,0,0
22034,GHETTI MAURIZIO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
33977,BENASSI MARZIA,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,A,0,0
33978,ERRANI FRANCESCO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
27197,MELEGA CORRADO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,A,0,0
9097,PETRELLA TOMMASO,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
33979,LA TORRE CATHY,2012-11-09T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0
33980,PIERALISI MIRCO,2012-11-09T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0
26392,CIPRIANI LORENZO,2012-11-09T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0
33987,SAZZINI LORENZO,2012-11-09T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0
32714,CAVIANO PASQUALE,2012-11-09T00:00:00Z,ITALIA DEI VALORI,P,1,49
21843,LISEI MARCO,2012-11-09T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0
27208,TOMASSINI LORENZO,2012-11-09T00:00:00Z,POPOLO DELLA LIBERTA,A,0,0
32712,FACCI MICHELE,2012-11-09T00:00:00Z,POPOLO DELLA LIBERTA,A,0,0
27997,CASTALDINI VALENT.,2012-11-09T00:00:00Z,POPOLO DELLA LIBERTA,A,0,0
8904,CARELLA DANIELE,2012-11-09T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49
20144,GATTUSO PATRIZIO G.,2012-11-09T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49
32719,BERNARDINI MANES,2012-11-09T00:00:00Z,LEGA NORD,P,1,49
33981,COCCONCELLI MIRKA,2012-11-09T00:00:00Z,LEGA NORD,P,1,49
33982,SCARANO PAOLA F.,2012-11-09T00:00:00Z,LEGA NORD,P,1,49
33983,BORGONZONI LUCIA,2012-11-09T00:00:00Z,LEGA NORD,P,1,49
33984,BUGANI MASSIMO,2012-11-09T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49
32861,SALSI FEDERICA,2012-11-09T00:00:00Z,MOVIMENTO 5 STELLE,A,0,0
33985,PIAZZA MARCO,2012-11-09T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49
33986,ALDROVANDI STEFANO,2012-11-09T00:00:00Z,BOLOGNA 2016,P,1,49
32708,TURCI DANIELA,2012-11-09T00:00:00Z,PARTITO DEMOCRATICO,P,0,0
16863,MEROLA VIRGINIO,2012-12-10T00:00:00Z,SINDACO,P,0,0
9116,CEVENINI MAURIZIO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,A,0,0
9076,MAZZANTI CLAUDIO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,0,0
29442,CRITELLI FRANCESCO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1,32
32746,LEMBI SIMONA,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,2,64
27189,BARCELO LIZANA LEONARDO L,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1,32
15586,MARCHESINI ANGELO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,0,0
18313,LO GIUDICE SERGIO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1,32
9181,SANTI RAFFAELLA,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,2,64
32704,LAMA ROSSELLA,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1,32
27410,FERRI MARIARAFFAELLA,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1,32
27481,ZACCHIROLI BENEDETTO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1,32
32794,MIGNANI MARIANNA,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1,32
22034,GHETTI MAURIZIO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,2,64
33977,BENASSI MARZIA,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,2,64
33978,ERRANI FRANCESCO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1,32
27197,MELEGA CORRADO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1,32
9097,PETRELLA TOMMASO,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1,32
33979,LA TORRE CATHY,2012-12-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0
33980,PIERALISI MIRCO,2012-12-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,32
26392,CIPRIANI LORENZO,2012-12-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,32
33987,SAZZINI LORENZO,2012-12-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,32
32714,CAVIANO PASQUALE,2012-12-10T00:00:00Z,ITALIA DEI VALORI,P,2,64
21843,LISEI MARCO,2012-12-10T00:00:00Z,POPOLO DELLA LIBERTA,P,2,64
27208,TOMASSINI LORENZO,2012-12-10T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0
32712,FACCI MICHELE,2012-12-10T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0
27997,CASTALDINI VALENT.,2012-12-10T00:00:00Z,POPOLO DELLA LIBERTA,P,2,64
8904,CARELLA DANIELE,2012-12-10T00:00:00Z,POPOLO DELLA LIBERTA,P,2,64
20144,GATTUSO PATRIZIO G.,2012-12-10T00:00:00Z,POPOLO DELLA LIBERTA,P,1,32
32719,BERNARDINI MANES,2012-12-10T00:00:00Z,LEGA NORD,P,1,32
33981,COCCONCELLI MIRKA,2012-12-10T00:00:00Z,LEGA NORD,P,2,64
33982,SCARANO PAOLA F.,2012-12-10T00:00:00Z,LEGA NORD,P,2,64
33983,BORGONZONI LUCIA,2012-12-10T00:00:00Z,LEGA NORD,P,0,0
33984,BUGANI MASSIMO,2012-12-10T00:00:00Z,MOVIMENTO 5 STELLE,P,1,32
32861,SALSI FEDERICA,2012-12-10T00:00:00Z,MOVIMENTO 5 STELLE,P,1,32
33985,PIAZZA MARCO,2012-12-10T00:00:00Z,MOVIMENTO 5 STELLE,P,1,32
33986,ALDROVANDI STEFANO,2012-12-10T00:00:00Z,BOLOGNA 2016,P,2,64
32708,TURCI DANIELA,2012-12-10T00:00:00Z,PARTITO DEMOCRATICO,P,1,32
16863,MEROLA VIRGINIO,2012-10-12T00:00:00Z,SINDACO,A,0,0
9116,CEVENINI MAURIZIO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,A,0,0
9076,MAZZANTI CLAUDIO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
29442,CRITELLI FRANCESCO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
32746,LEMBI SIMONA,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,0,0
27189,BARCELO LIZANA LEONARDO L,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
15586,MARCHESINI ANGELO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,0,0
18313,LO GIUDICE SERGIO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
9181,SANTI RAFFAELLA,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
32704,LAMA ROSSELLA,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,0,0
27410,FERRI MARIARAFFAELLA,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,0,0
27481,ZACCHIROLI BENEDETTO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,0,0
32794,MIGNANI MARIANNA,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,A,0,0
22034,GHETTI MAURIZIO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
33977,BENASSI MARZIA,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
33978,ERRANI FRANCESCO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
27197,MELEGA CORRADO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
9097,PETRELLA TOMMASO,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
33979,LA TORRE CATHY,2012-10-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0
33980,PIERALISI MIRCO,2012-10-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0
26392,CIPRIANI LORENZO,2012-10-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0
33987,SAZZINI LORENZO,2012-10-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0
32714,CAVIANO PASQUALE,2012-10-12T00:00:00Z,ITALIA DEI VALORI,P,1,49
21843,LISEI MARCO,2012-10-12T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0
27208,TOMASSINI LORENZO,2012-10-12T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49
32712,FACCI MICHELE,2012-10-12T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49
27997,CASTALDINI VALENT.,2012-10-12T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0
8904,CARELLA DANIELE,2012-10-12T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49
20144,GATTUSO PATRIZIO G.,2012-10-12T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49
32719,BERNARDINI MANES,2012-10-12T00:00:00Z,LEGA NORD,A,0,0
33981,COCCONCELLI MIRKA,2012-10-12T00:00:00Z,LEGA NORD,P,1,49
33982,SCARANO PAOLA F.,2012-10-12T00:00:00Z,LEGA NORD,P,1,49
33983,BORGONZONI LUCIA,2012-10-12T00:00:00Z,LEGA NORD,P,1,49
33984,BUGANI MASSIMO,2012-10-12T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0
32861,SALSI FEDERICA,2012-10-12T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0
33985,PIAZZA MARCO,2012-10-12T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0
33986,ALDROVANDI STEFANO,2012-10-12T00:00:00Z,BOLOGNA 2016,A,0,0
32708,TURCI DANIELA,2012-10-12T00:00:00Z,PARTITO DEMOCRATICO,P,0,0
16863,MEROLA VIRGINIO,2012-11-12T00:00:00Z,SINDACO,P,0,0
9116,CEVENINI MAURIZIO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,A,0,0
9076,MAZZANTI CLAUDIO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,6,60
29442,CRITELLI FRANCESCO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,3,30
32746,LEMBI SIMONA,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,7,70
27189,BARCELO LIZANA LEONARDO L,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,5,50
15586,MARCHESINI ANGELO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,3,30
18313,LO GIUDICE SERGIO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,7,70
9181,SANTI RAFFAELLA,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,6,60
32704,LAMA ROSSELLA,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,4,40
27410,FERRI MARIARAFFAELLA,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,7,70
27481,ZACCHIROLI BENEDETTO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,6,60
32794,MIGNANI MARIANNA,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,8,80
22034,GHETTI MAURIZIO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,7,70
33977,BENASSI MARZIA,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,4,40
33978,ERRANI FRANCESCO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,7,70
27197,MELEGA CORRADO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,7,70
9097,PETRELLA TOMMASO,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,7,70
33979,LA TORRE CATHY,2012-11-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,10
33980,PIERALISI MIRCO,2012-11-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,5,50
26392,CIPRIANI LORENZO,2012-11-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,4,40
33987,SAZZINI LORENZO,2012-11-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,4,40
32714,CAVIANO PASQUALE,2012-11-12T00:00:00Z,ITALIA DEI VALORI,P,8,80
21843,LISEI MARCO,2012-11-12T00:00:00Z,POPOLO DELLA LIBERTA,P,8,80
27208,TOMASSINI LORENZO,2012-11-12T00:00:00Z,POPOLO DELLA LIBERTA,P,6,60
32712,FACCI MICHELE,2012-11-12T00:00:00Z,POPOLO DELLA LIBERTA,P,8,80
27997,CASTALDINI VALENT.,2012-11-12T00:00:00Z,POPOLO DELLA LIBERTA,P,5,50
8904,CARELLA DANIELE,2012-11-12T00:00:00Z,POPOLO DELLA LIBERTA,P,7,70
20144,GATTUSO PATRIZIO G.,2012-11-12T00:00:00Z,POPOLO DELLA LIBERTA,P,6,60
32719,BERNARDINI MANES,2012-11-12T00:00:00Z,LEGA NORD,P,1,10
33981,COCCONCELLI MIRKA,2012-11-12T00:00:00Z,LEGA NORD,P,8,80
33982,SCARANO PAOLA F.,2012-11-12T00:00:00Z,LEGA NORD,P,8,80
33983,BORGONZONI LUCIA,2012-11-12T00:00:00Z,LEGA NORD,P,8,80
33984,BUGANI MASSIMO,2012-11-12T00:00:00Z,MOVIMENTO 5 STELLE,P,7,70
32861,SALSI FEDERICA,2012-11-12T00:00:00Z,MOVIMENTO 5 STELLE,P,8,80
33985,PIAZZA MARCO,2012-11-12T00:00:00Z,MOVIMENTO 5 STELLE,P,8,80
33986,ALDROVANDI STEFANO,2012-11-12T00:00:00Z,BOLOGNA 2016,P,8,80
32708,TURCI DANIELA,2012-11-12T00:00:00Z,PARTITO DEMOCRATICO,P,3,30
16863,MEROLA VIRGINIO,2012-10-15T00:00:00Z,SINDACO,P,0,0
9116,CEVENINI MAURIZIO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,A,0,0
9076,MAZZANTI CLAUDIO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,13,68
29442,CRITELLI FRANCESCO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,A,0,0
32746,LEMBI SIMONA,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,15,78
27189,BARCELO LIZANA LEONARDO L,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,15,78
15586,MARCHESINI ANGELO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,10,52
18313,LO GIUDICE SERGIO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,15,78
9181,SANTI RAFFAELLA,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,11,57
32704,LAMA ROSSELLA,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,8,42
27410,FERRI MARIARAFFAELLA,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,15,78
27481,ZACCHIROLI BENEDETTO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,13,68
32794,MIGNANI MARIANNA,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,15,78
22034,GHETTI MAURIZIO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,14,73
33977,BENASSI MARZIA,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,15,78
33978,ERRANI FRANCESCO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,13,68
27197,MELEGA CORRADO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,13,68
9097,PETRELLA TOMMASO,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,14,73
33979,LA TORRE CATHY,2012-10-15T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,14,73
33980,PIERALISI MIRCO,2012-10-15T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,14,73
26392,CIPRIANI LORENZO,2012-10-15T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,15,78
33987,SAZZINI LORENZO,2012-10-15T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,9,47
32714,CAVIANO PASQUALE,2012-10-15T00:00:00Z,ITALIA DEI VALORI,P,15,78
21843,LISEI MARCO,2012-10-15T00:00:00Z,POPOLO DELLA LIBERTA,P,15,78
27208,TOMASSINI LORENZO,2012-10-15T00:00:00Z,POPOLO DELLA LIBERTA,P,15,78
32712,FACCI MICHELE,2012-10-15T00:00:00Z,POPOLO DELLA LIBERTA,P,15,78
27997,CASTALDINI VALENT.,2012-10-15T00:00:00Z,POPOLO DELLA LIBERTA,P,11,57
8904,CARELLA DANIELE,2012-10-15T00:00:00Z,POPOLO DELLA LIBERTA,P,15,78
20144,GATTUSO PATRIZIO G.,2012-10-15T00:00:00Z,POPOLO DELLA LIBERTA,P,15,78
32719,BERNARDINI MANES,2012-10-15T00:00:00Z,LEGA NORD,P,10,52
33981,COCCONCELLI MIRKA,2012-10-15T00:00:00Z,LEGA NORD,P,14,73
33982,SCARANO PAOLA F.,2012-10-15T00:00:00Z,LEGA NORD,A,0,0
33983,BORGONZONI LUCIA,2012-10-15T00:00:00Z,LEGA NORD,A,0,0
33984,BUGANI MASSIMO,2012-10-15T00:00:00Z,MOVIMENTO 5 STELLE,P,14,73
32861,SALSI FEDERICA,2012-10-15T00:00:00Z,MOVIMENTO 5 STELLE,P,15,78
33985,PIAZZA MARCO,2012-10-15T00:00:00Z,MOVIMENTO 5 STELLE,P,15,78
33986,ALDROVANDI STEFANO,2012-10-15T00:00:00Z,BOLOGNA 2016,P,13,68
32708,TURCI DANIELA,2012-10-15T00:00:00Z,PARTITO DEMOCRATICO,P,12,63
16863,MEROLA VIRGINIO,2012-11-16T00:00:00Z,SINDACO,A,0,0
9116,CEVENINI MAURIZIO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,A,0,0
9076,MAZZANTI CLAUDIO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
29442,CRITELLI FRANCESCO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
32746,LEMBI SIMONA,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
27189,BARCELO LIZANA LEONARDO L,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
15586,MARCHESINI ANGELO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,0,0
18313,LO GIUDICE SERGIO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
9181,SANTI RAFFAELLA,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
32704,LAMA ROSSELLA,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,0,0
27410,FERRI MARIARAFFAELLA,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
27481,ZACCHIROLI BENEDETTO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
32794,MIGNANI MARIANNA,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
22034,GHETTI MAURIZIO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,A,0,0
33977,BENASSI MARZIA,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
33978,ERRANI FRANCESCO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,A,0,0
27197,MELEGA CORRADO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,A,0,0
9097,PETRELLA TOMMASO,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
33979,LA TORRE CATHY,2012-11-16T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49
33980,PIERALISI MIRCO,2012-11-16T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0
26392,CIPRIANI LORENZO,2012-11-16T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49
33987,SAZZINI LORENZO,2012-11-16T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49
32714,CAVIANO PASQUALE,2012-11-16T00:00:00Z,ITALIA DEI VALORI,P,1,49
21843,LISEI MARCO,2012-11-16T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49
27208,TOMASSINI LORENZO,2012-11-16T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49
32712,FACCI MICHELE,2012-11-16T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0
27997,CASTALDINI VALENT.,2012-11-16T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0
8904,CARELLA DANIELE,2012-11-16T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49
20144,GATTUSO PATRIZIO G.,2012-11-16T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49
32719,BERNARDINI MANES,2012-11-16T00:00:00Z,LEGA NORD,P,1,49
33981,COCCONCELLI MIRKA,2012-11-16T00:00:00Z,LEGA NORD,P,1,49
33982,SCARANO PAOLA F.,2012-11-16T00:00:00Z,LEGA NORD,P,1,49
33983,BORGONZONI LUCIA,2012-11-16T00:00:00Z,LEGA NORD,P,1,49
33984,BUGANI MASSIMO,2012-11-16T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0
32861,SALSI FEDERICA,2012-11-16T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49
33985,PIAZZA MARCO,2012-11-16T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49
33986,ALDROVANDI STEFANO,2012-11-16T00:00:00Z,BOLOGNA 2016,P,1,49
32708,TURCI DANIELA,2012-11-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
16863,MEROLA VIRGINIO,2012-10-19T00:00:00Z,SINDACO,A,0,0
9116,CEVENINI MAURIZIO,2012-10-19T00:00:00Z,PARTITO DEMOCRATICO,A,0,0
9076,MAZZANTI CLAUDIO,2012-10-19T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
29442,CRITELLI FRANCESCO,2012-10-19T00:00:00Z,PARTITO DEMOCRATICO,A,0,0
32746,LEMBI SIMONA,2012-10-19T00:00:00Z,PARTITO DEMOCRATICO,A,0,0
27189,BARCELO LIZANA LEONARDO L,2012-10-19T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
15586,MARCHESINI ANGELO,2012-10-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0
18313,LO GIUDICE SERGIO,2012-10-19T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
9181,SANTI RAFFAELLA,2012-10-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0
32704,LAMA ROSSELLA,2012-10-19T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
27410,FERRI MARIARAFFAELLA,2012-10-19T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
27481,ZACCHIROLI BENEDETTO,2012-10-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0
32794,MIGNANI MARIANNA,2012-10-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0
22034,GHETTI MAURIZIO,2012-10-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0
33977,BENASSI MARZIA,2012-10-19T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
33978,ERRANI FRANCESCO,2012-10-19T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
27197,MELEGA CORRADO,2012-10-19T00:00:00Z,PARTITO DEMOCRATICO,A,0,0
9097,PETRELLA TOMMASO,2012-10-19T00:00:00Z,PARTITO DEMOCRATICO,P,1,49
33979,LA TORRE CATHY,2012-10-19T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0
33980,PIERALISI MIRCO,2012-10-19T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0
26392,CIPRIANI LORENZO,2012-10-19T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0
33987,SAZZINI LORENZO,2012-10-19T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0
32714,CAVIANO PASQUALE,2012-10-19T00:00:00Z,ITALIA DEI VALORI,P,1,49
21843,LISEI MARCO,2012-10-19T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0
27208,TOMASSINI LORENZO,2012-10-19T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49
32712,FACCI MICHELE,2012-10-19T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49
27997,CASTALDINI VALENT.,2012-10-19T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49
8904,CARELLA DANIELE,2012-10-19T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49
20144,GATTUSO PATRIZIO G.,2012-10-19T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49
32719,BERNARDINI MANES,2012-10-19T00:00:00Z,LEGA NORD,P,0,0
33981,COCCONCELLI MIRKA,2012-10-19T00:00:00Z,LEGA NORD,P,1,49
33982,SCARANO PAOLA F.,2012-10-19T00:00:00Z,LEGA NORD,P,1,49
33983,BORGONZONI LUCIA,2012-10-19T00:00:00Z,LEGA NORD,P,0,0
33984,BUGANI MASSIMO,2012-10-19T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49
32861,SALSI FEDERICA,2012-10-19T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49
33985,PIAZZA MARCO,2012-10-19T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49
33986,ALDROVANDI STEFANO,2012-10-19T00:00:00Z,BOLOGNA 2016,P,1,49
32708,TURCI DANIELA,2012-10-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0
16863,MEROLA VIRGINIO,2012-11-19T00:00:00Z,SINDACO,P,1,6
9116,CEVENINI MAURIZIO,2012-11-19T00:00:00Z,PARTITO DEMOCRATICO,A,0,0
9076,MAZZANTI CLAUDIO,2012-11-19T00:00:00Z,PARTITO DEMOCRATICO,P,11,73
29442,CRITELLI FRANCESCO,2012-11-19T00:00:00Z,PARTITO DEMOCRATICO,P,8,53
