Progressivo,Nominativo,Data,GruppoPolitico,Presenza,NumVotazioni,PercentualePresenza
21843,LISEI MARCO,2011-07-25T00:00:00Z,POPOLO DELLA LIBERTA,P,11,80 
27208,TOMASSINI LORENZO,2011-07-25T00:00:00Z,POPOLO DELLA LIBERTA,P,11,80 
32712,FACCI MICHELE,2011-07-25T00:00:00Z,POPOLO DELLA LIBERTA,P,8,58 
27997,CASTALDINI VALENT.,2011-07-25T00:00:00Z,POPOLO DELLA LIBERTA,P,10,73 
8904,CARELLA DANIELE,2011-07-25T00:00:00Z,POPOLO DELLA LIBERTA,P,11,80 
20144,GATTUSO PATRIZIO G.,2011-07-25T00:00:00Z,POPOLO DELLA LIBERTA,P,11,80 
32719,BERNARDINI MANES,2011-07-25T00:00:00Z,LEGA NORD,P,4,29 
33981,COCCONCELLI MIRKA,2011-07-25T00:00:00Z,LEGA NORD,P,11,80 
33982,SCARANO PAOLA F.,2011-07-25T00:00:00Z,LEGA NORD,P,11,80 
33983,BORGONZONI LUCIA,2011-07-25T00:00:00Z,LEGA NORD,P,6,44 
33984,BUGANI MASSIMO,2011-07-25T00:00:00Z,MOVIMENTO 5 STELLE,P,11,80 
32861,SALSI FEDERICA,2011-07-25T00:00:00Z,MOVIMENTO 5 STELLE,P,11,80 
33985,PIAZZA MARCO,2011-07-25T00:00:00Z,MOVIMENTO 5 STELLE,P,11,80 
33986,ALDROVANDI STEFANO,2011-07-25T00:00:00Z,BOLOGNA 2016,P,7,51 
16863,MEROLA VIRGINIO,2011-11-25T00:00:00Z,SINDACO,A,0,0  
9116,CEVENINI MAURIZIO,2011-11-25T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
9076,MAZZANTI CLAUDIO,2011-11-25T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
29442,CRITELLI FRANCESCO,2011-11-25T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32746,LEMBI SIMONA,2011-11-25T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27189,BARCELO LIZANA LEONARDO L,2011-11-25T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
15586,MARCHESINI ANGELO,2011-11-25T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
18313,LO GIUDICE SERGIO,2011-11-25T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
9181,SANTI RAFFAELLA,2011-11-25T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32704,LAMA ROSSELLA,2011-11-25T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27410,FERRI MARIARAFFAELLA,2011-11-25T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27481,ZACCHIROLI BENEDETTO,2011-11-25T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32794,MIGNANI MARIANNA,2011-11-25T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
22034,GHETTI MAURIZIO,2011-11-25T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33977,BENASSI MARZIA,2011-11-25T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33978,ERRANI FRANCESCO,2011-11-25T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
27197,MELEGA CORRADO,2011-11-25T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
9097,PETRELLA TOMMASO,2011-11-25T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33979,LA TORRE CATHY,2011-11-25T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
33980,PIERALISI MIRCO,2011-11-25T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
26392,CIPRIANI LORENZO,2011-11-25T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
33987,SAZZINI LORENZO,2011-11-25T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
32714,CAVIANO PASQUALE,2011-11-25T00:00:00Z,ITALIA DEI VALORI,P,1,49 
21843,LISEI MARCO,2011-11-25T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
27208,TOMASSINI LORENZO,2011-11-25T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
32712,FACCI MICHELE,2011-11-25T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
27997,CASTALDINI VALENT.,2011-11-25T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
8904,CARELLA DANIELE,2011-11-25T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
20144,GATTUSO PATRIZIO G.,2011-11-25T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32719,BERNARDINI MANES,2011-11-25T00:00:00Z,LEGA NORD,A,0,0  
33981,COCCONCELLI MIRKA,2011-11-25T00:00:00Z,LEGA NORD,P,1,49 
33982,SCARANO PAOLA F.,2011-11-25T00:00:00Z,LEGA NORD,P,1,49 
33983,BORGONZONI LUCIA,2011-11-25T00:00:00Z,LEGA NORD,P,1,49 
33984,BUGANI MASSIMO,2011-11-25T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
32861,SALSI FEDERICA,2011-11-25T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
33985,PIAZZA MARCO,2011-11-25T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49 
33986,ALDROVANDI STEFANO,2011-11-25T00:00:00Z,BOLOGNA 2016,P,0,0  
16863,MEROLA VIRGINIO,2011-07-26T00:00:00Z,SINDACO,P,0,0  
9116,CEVENINI MAURIZIO,2011-07-26T00:00:00Z,PARTITO DEMOCRATICO,P,1,24 
9076,MAZZANTI CLAUDIO,2011-07-26T00:00:00Z,PARTITO DEMOCRATICO,P,3,72 
29442,CRITELLI FRANCESCO,2011-07-26T00:00:00Z,PARTITO DEMOCRATICO,P,3,72 
32746,LEMBI SIMONA,2011-07-26T00:00:00Z,PARTITO DEMOCRATICO,P,3,72 
27189,BARCELO LIZANA LEONARDO L,2011-07-26T00:00:00Z,PARTITO DEMOCRATICO,P,2,48 
15586,MARCHESINI ANGELO,2011-07-26T00:00:00Z,PARTITO DEMOCRATICO,P,2,48 
18313,LO GIUDICE SERGIO,2011-07-26T00:00:00Z,PARTITO DEMOCRATICO,P,3,72 
9181,SANTI RAFFAELLA,2011-07-26T00:00:00Z,PARTITO DEMOCRATICO,P,2,48 
32704,LAMA ROSSELLA,2011-07-26T00:00:00Z,PARTITO DEMOCRATICO,P,2,48 
27410,FERRI MARIARAFFAELLA,2011-07-26T00:00:00Z,PARTITO DEMOCRATICO,P,2,48 
27481,ZACCHIROLI BENEDETTO,2011-07-26T00:00:00Z,PARTITO DEMOCRATICO,P,3,72 
32794,MIGNANI MARIANNA,2011-07-26T00:00:00Z,PARTITO DEMOCRATICO,P,3,72 
22034,GHETTI MAURIZIO,2011-07-26T00:00:00Z,PARTITO DEMOCRATICO,P,1,24 
33977,BENASSI MARZIA,2011-07-26T00:00:00Z,PARTITO DEMOCRATICO,P,3,72 
33978,ERRANI FRANCESCO,2011-07-26T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
27197,MELEGA CORRADO,2011-07-26T00:00:00Z,PARTITO DEMOCRATICO,P,2,48 
9097,PETRELLA TOMMASO,2011-07-26T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
33979,LA TORRE CATHY,2011-07-26T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,2,48 
33980,PIERALISI MIRCO,2011-07-26T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,3,72 
26392,CIPRIANI LORENZO,2011-07-26T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,2,48 
33987,SAZZINI LORENZO,2011-07-26T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0,0  
32714,CAVIANO PASQUALE,2011-07-26T00:00:00Z,ITALIA DEI VALORI,P,3,72 
21843,LISEI MARCO,2011-07-26T00:00:00Z,POPOLO DELLA LIBERTA,P,3,72 
27208,TOMASSINI LORENZO,2011-07-26T00:00:00Z,POPOLO DELLA LIBERTA,P,3,72 
32712,FACCI MICHELE,2011-07-26T00:00:00Z,POPOLO DELLA LIBERTA,P,2,48 
27997,CASTALDINI VALENT.,2011-07-26T00:00:00Z,POPOLO DELLA LIBERTA,P,3,72 
8904,CARELLA DANIELE,2011-07-26T00:00:00Z,POPOLO DELLA LIBERTA,P,3,72 
20144,GATTUSO PATRIZIO G.,2011-07-26T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
32719,BERNARDINI MANES,2011-07-26T00:00:00Z,LEGA NORD,P,1,24 
33981,COCCONCELLI MIRKA,2011-07-26T00:00:00Z,LEGA NORD,P,3,72 
33982,SCARANO PAOLA F.,2011-07-26T00:00:00Z,LEGA NORD,P,3,72 
33983,BORGONZONI LUCIA,2011-07-26T00:00:00Z,LEGA NORD,P,3,72 
33984,BUGANI MASSIMO,2011-07-26T00:00:00Z,MOVIMENTO 5 STELLE,P,3,72 
32861,SALSI FEDERICA,2011-07-26T00:00:00Z,MOVIMENTO 5 STELLE,P,2,48 
33985,PIAZZA MARCO,2011-07-26T00:00:00Z,MOVIMENTO 5 STELLE,P,3,72 
33986,ALDROVANDI STEFANO,2011-07-26T00:00:00Z,BOLOGNA 2016,A,0,0  
16863,MEROLA VIRGINIO,2011-09-26T00:00:00Z,SINDACO,P,2,38 
9116,CEVENINI MAURIZIO,2011-09-26T00:00:00Z,PARTITO DEMOCRATICO,P,1,19 
9076,MAZZANTI CLAUDIO,2011-09-26T00:00:00Z,PARTITO DEMOCRATICO,P,3,57 
29442,CRITELLI FRANCESCO,2011-09-26T00:00:00Z,PARTITO DEMOCRATICO,P,3,57 
32746,LEMBI SIMONA,2011-09-26T00:00:00Z,PARTITO DEMOCRATICO,P,4,76 
27189,BARCELO LIZANA LEONARDO L,2011-09-26T00:00:00Z,PARTITO DEMOCRATICO,P,3,57 
15586,MARCHESINI ANGELO,2011-09-26T00:00:00Z,PARTITO DEMOCRATICO,P,3,57 
18313,LO GIUDICE SERGIO,2011-09-26T00:00:00Z,PARTITO DEMOCRATICO,P,4,76 
9181,SANTI RAFFAELLA,2011-09-26T00:00:00Z,PARTITO DEMOCRATICO,P,2,38 
32704,LAMA ROSSELLA,2011-09-26T00:00:00Z,PARTITO DEMOCRATICO,P,2,38 
27410,FERRI MARIARAFFAELLA,2011-09-26T00:00:00Z,PARTITO DEMOCRATICO,P,4,76 
27481,ZACCHIROLI BENEDETTO,2011-09-26T00:00:00Z,PARTITO DEMOCRATICO,P,4,76 
32794,MIGNANI MARIANNA,2011-09-26T00:00:00Z,PARTITO DEMOCRATICO,P,4,76 
22034,GHETTI MAURIZIO,2011-09-26T00:00:00Z,PARTITO DEMOCRATICO,P,4,76 
33977,BENASSI MARZIA,2011-09-26T00:00:00Z,PARTITO DEMOCRATICO,P,4,76 
33978,ERRANI FRANCESCO,2011-09-26T00:00:00Z,PARTITO DEMOCRATICO,P,4,76 
27197,MELEGA CORRADO,2011-09-26T00:00:00Z,PARTITO DEMOCRATICO,P,4,76 
9097,PETRELLA TOMMASO,2011-09-26T00:00:00Z,PARTITO DEMOCRATICO,P,4,76 
33979,LA TORRE CATHY,2011-09-26T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,19 
33980,PIERALISI MIRCO,2011-09-26T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,2,38 
26392,CIPRIANI LORENZO,2011-09-26T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,4,76 
33987,SAZZINI LORENZO,2011-09-26T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
32714,CAVIANO PASQUALE,2011-09-26T00:00:00Z,ITALIA DEI VALORI,P,4,76 
21843,LISEI MARCO,2011-09-26T00:00:00Z,POPOLO DELLA LIBERTA,P,4,76 
27208,TOMASSINI LORENZO,2011-09-26T00:00:00Z,POPOLO DELLA LIBERTA,P,3,57 
32712,FACCI MICHELE,2011-09-26T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
27997,CASTALDINI VALENT.,2011-09-26T00:00:00Z,POPOLO DELLA LIBERTA,P,3,57 
8904,CARELLA DANIELE,2011-09-26T00:00:00Z,POPOLO DELLA LIBERTA,P,4,76 
20144,GATTUSO PATRIZIO G.,2011-09-26T00:00:00Z,POPOLO DELLA LIBERTA,P,2,38 
32719,BERNARDINI MANES,2011-09-26T00:00:00Z,LEGA NORD,P,3,57 
33981,COCCONCELLI MIRKA,2011-09-26T00:00:00Z,LEGA NORD,P,3,57 
33982,SCARANO PAOLA F.,2011-09-26T00:00:00Z,LEGA NORD,P,4,76 
33983,BORGONZONI LUCIA,2011-09-26T00:00:00Z,LEGA NORD,P,4,76 
33984,BUGANI MASSIMO,2011-09-26T00:00:00Z,MOVIMENTO 5 STELLE,P,3,57 
32861,SALSI FEDERICA,2011-09-26T00:00:00Z,MOVIMENTO 5 STELLE,P,3,57 
33985,PIAZZA MARCO,2011-09-26T00:00:00Z,MOVIMENTO 5 STELLE,P,4,76 
33986,ALDROVANDI STEFANO,2011-09-26T00:00:00Z,BOLOGNA 2016,P,2,38 
16863,MEROLA VIRGINIO,2011-06-27T00:00:00Z,SINDACO,P,2,26 
9116,CEVENINI MAURIZIO,2011-06-27T00:00:00Z,PARTITO DEMOCRATICO,P,6,79 
9076,MAZZANTI CLAUDIO,2011-06-27T00:00:00Z,PARTITO DEMOCRATICO,P,5,66 
29442,CRITELLI FRANCESCO,2011-06-27T00:00:00Z,PARTITO DEMOCRATICO,P,6,79 
32746,LEMBI SIMONA,2011-06-27T00:00:00Z,PARTITO DEMOCRATICO,P,6,79 
27189,BARCELO LIZANA LEONARDO L,2011-06-27T00:00:00Z,PARTITO DEMOCRATICO,P,6,79 
15586,MARCHESINI ANGELO,2011-06-27T00:00:00Z,PARTITO DEMOCRATICO,P,6,79 
18313,LO GIUDICE SERGIO,2011-06-27T00:00:00Z,PARTITO DEMOCRATICO,P,6,79 
9181,SANTI RAFFAELLA,2011-06-27T00:00:00Z,PARTITO DEMOCRATICO,P,5,66 
32704,LAMA ROSSELLA,2011-06-27T00:00:00Z,PARTITO DEMOCRATICO,P,6,79 
27410,FERRI MARIARAFFAELLA,2011-06-27T00:00:00Z,PARTITO DEMOCRATICO,P,5,66 
27481,ZACCHIROLI BENEDETTO,2011-06-27T00:00:00Z,PARTITO DEMOCRATICO,P,6,79 
32794,MIGNANI MARIANNA,2011-06-27T00:00:00Z,PARTITO DEMOCRATICO,P,6,79 
22034,GHETTI MAURIZIO,2011-06-27T00:00:00Z,PARTITO DEMOCRATICO,P,6,79 
33977,BENASSI MARZIA,2011-06-27T00:00:00Z,PARTITO DEMOCRATICO,P,6,79 
33978,ERRANI FRANCESCO,2011-06-27T00:00:00Z,PARTITO DEMOCRATICO,P,6,79 
27197,MELEGA CORRADO,2011-06-27T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
9097,PETRELLA TOMMASO,2011-06-27T00:00:00Z,PARTITO DEMOCRATICO,P,6,79 
33979,LA TORRE CATHY,2011-06-27T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,3,39 
33980,PIERALISI MIRCO,2011-06-27T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,6,79 
26392,CIPRIANI LORENZO,2011-06-27T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,3,39 
33987,SAZZINI LORENZO,2011-06-27T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,6,79 
32714,CAVIANO PASQUALE,2011-06-27T00:00:00Z,ITALIA DEI VALORI,P,6,79 
21843,LISEI MARCO,2011-06-27T00:00:00Z,POPOLO DELLA LIBERTA,P,6,79 
27208,TOMASSINI LORENZO,2011-06-27T00:00:00Z,POPOLO DELLA LIBERTA,P,6,79 
32712,FACCI MICHELE,2011-06-27T00:00:00Z,POPOLO DELLA LIBERTA,P,5,66 
27997,CASTALDINI VALENT.,2011-06-27T00:00:00Z,POPOLO DELLA LIBERTA,P,6,79 
8904,CARELLA DANIELE,2011-06-27T00:00:00Z,POPOLO DELLA LIBERTA,P,6,79 
20144,GATTUSO PATRIZIO G.,2011-06-27T00:00:00Z,POPOLO DELLA LIBERTA,P,6,79 
32719,BERNARDINI MANES,2011-06-27T00:00:00Z,LEGA NORD,P,6,79 
33981,COCCONCELLI MIRKA,2011-06-27T00:00:00Z,LEGA NORD,P,6,79 
33982,SCARANO PAOLA F.,2011-06-27T00:00:00Z,LEGA NORD,P,6,79 
33983,BORGONZONI LUCIA,2011-06-27T00:00:00Z,LEGA NORD,P,6,79 
33984,BUGANI MASSIMO,2011-06-27T00:00:00Z,MOVIMENTO 5 STELLE,P,5,66 
32861,SALSI FEDERICA,2011-06-27T00:00:00Z,MOVIMENTO 5 STELLE,P,5,66 
33985,PIAZZA MARCO,2011-06-27T00:00:00Z,MOVIMENTO 5 STELLE,A,0,0  
33986,ALDROVANDI STEFANO,2011-06-27T00:00:00Z,BOLOGNA 2016,P,5,66 
16863,MEROLA VIRGINIO,2011-11-28T00:00:00Z,SINDACO,P,11,50 
9116,CEVENINI MAURIZIO,2011-11-28T00:00:00Z,PARTITO DEMOCRATICO,P,17,77 
9076,MAZZANTI CLAUDIO,2011-11-28T00:00:00Z,PARTITO DEMOCRATICO,P,17,77 
29442,CRITELLI FRANCESCO,2011-11-28T00:00:00Z,PARTITO DEMOCRATICO,P,17,77 
32746,LEMBI SIMONA,2011-11-28T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
27189,BARCELO LIZANA LEONARDO L,2011-11-28T00:00:00Z,PARTITO DEMOCRATICO,P,10,45 
15586,MARCHESINI ANGELO,2011-11-28T00:00:00Z,PARTITO DEMOCRATICO,P,14,63 
18313,LO GIUDICE SERGIO,2011-11-28T00:00:00Z,PARTITO DEMOCRATICO,P,16,72 
9181,SANTI RAFFAELLA,2011-11-28T00:00:00Z,PARTITO DEMOCRATICO,P,17,77 
32704,LAMA ROSSELLA,2011-11-28T00:00:00Z,PARTITO DEMOCRATICO,P,17,77 
27410,FERRI MARIARAFFAELLA,2011-11-28T00:00:00Z,PARTITO DEMOCRATICO,P,17,77 
27481,ZACCHIROLI BENEDETTO,2011-11-28T00:00:00Z,PARTITO DEMOCRATICO,P,14,63 
32794,MIGNANI MARIANNA,2011-11-28T00:00:00Z,PARTITO DEMOCRATICO,P,17,77 
22034,GHETTI MAURIZIO,2011-11-28T00:00:00Z,PARTITO DEMOCRATICO,P,17,77 
33977,BENASSI MARZIA,2011-11-28T00:00:00Z,PARTITO DEMOCRATICO,P,17,77 
33978,ERRANI FRANCESCO,2011-11-28T00:00:00Z,PARTITO DEMOCRATICO,P,17,77 
27197,MELEGA CORRADO,2011-11-28T00:00:00Z,PARTITO DEMOCRATICO,P,17,77 
9097,PETRELLA TOMMASO,2011-11-28T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
33979,LA TORRE CATHY,2011-11-28T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,11,50 
33980,PIERALISI MIRCO,2011-11-28T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,17,77 
26392,CIPRIANI LORENZO,2011-11-28T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,15,68 
33987,SAZZINI LORENZO,2011-11-28T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,17,77 
32714,CAVIANO PASQUALE,2011-11-28T00:00:00Z,ITALIA DEI VALORI,P,16,72 
21843,LISEI MARCO,2011-11-28T00:00:00Z,POPOLO DELLA LIBERTA,P,13,59 
27208,TOMASSINI LORENZO,2011-11-28T00:00:00Z,POPOLO DELLA LIBERTA,P,16,72 
32712,FACCI MICHELE,2011-11-28T00:00:00Z,POPOLO DELLA LIBERTA,P,17,77 
27997,CASTALDINI VALENT.,2011-11-28T00:00:00Z,POPOLO DELLA LIBERTA,P,16,72 
8904,CARELLA DANIELE,2011-11-28T00:00:00Z,POPOLO DELLA LIBERTA,P,17,77 
20144,GATTUSO PATRIZIO G.,2011-11-28T00:00:00Z,POPOLO DELLA LIBERTA,P,8,36 
32719,BERNARDINI MANES,2011-11-28T00:00:00Z,LEGA NORD,P,14,63 
33981,COCCONCELLI MIRKA,2011-11-28T00:00:00Z,LEGA NORD,P,14,63 
33982,SCARANO PAOLA F.,2011-11-28T00:00:00Z,LEGA NORD,P,17,77 
33983,BORGONZONI LUCIA,2011-11-28T00:00:00Z,LEGA NORD,P,12,54 
33984,BUGANI MASSIMO,2011-11-28T00:00:00Z,MOVIMENTO 5 STELLE,P,13,59 
32861,SALSI FEDERICA,2011-11-28T00:00:00Z,MOVIMENTO 5 STELLE,P,6,27 
33985,PIAZZA MARCO,2011-11-28T00:00:00Z,MOVIMENTO 5 STELLE,P,17,77 
33986,ALDROVANDI STEFANO,2011-11-28T00:00:00Z,BOLOGNA 2016,P,16,72 
16863,MEROLA VIRGINIO,2011-09-30T00:00:00Z,SINDACO,A,0,0  
9116,CEVENINI MAURIZIO,2011-09-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9076,MAZZANTI CLAUDIO,2011-09-30T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
29442,CRITELLI FRANCESCO,2011-09-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32746,LEMBI SIMONA,2011-09-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27189,BARCELO LIZANA LEONARDO L,2011-09-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
15586,MARCHESINI ANGELO,2011-09-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
18313,LO GIUDICE SERGIO,2011-09-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9181,SANTI RAFFAELLA,2011-09-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32704,LAMA ROSSELLA,2011-09-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27410,FERRI MARIARAFFAELLA,2011-09-30T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27481,ZACCHIROLI BENEDETTO,2011-09-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32794,MIGNANI MARIANNA,2011-09-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
22034,GHETTI MAURIZIO,2011-09-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33977,BENASSI MARZIA,2011-09-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33978,ERRANI FRANCESCO,2011-09-30T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
27197,MELEGA CORRADO,2011-09-30T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
9097,PETRELLA TOMMASO,2011-09-30T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33979,LA TORRE CATHY,2011-09-30T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
33980,PIERALISI MIRCO,2011-09-30T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
26392,CIPRIANI LORENZO,2011-09-30T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
33987,SAZZINI LORENZO,2011-09-30T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
32714,CAVIANO PASQUALE,2011-09-30T00:00:00Z,ITALIA DEI VALORI,P,1,49 
21843,LISEI MARCO,2011-09-30T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
27208,TOMASSINI LORENZO,2011-09-30T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32712,FACCI MICHELE,2011-09-30T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
27997,CASTALDINI VALENT.,2011-09-30T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
8904,CARELLA DANIELE,2011-09-30T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
20144,GATTUSO PATRIZIO G.,2011-09-30T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32719,BERNARDINI MANES,2011-09-30T00:00:00Z,LEGA NORD,P,0,0  
33981,COCCONCELLI MIRKA,2011-09-30T00:00:00Z,LEGA NORD,A,0,0  
33982,SCARANO PAOLA F.,2011-09-30T00:00:00Z,LEGA NORD,P,1,49 
33983,BORGONZONI LUCIA,2011-09-30T00:00:00Z,LEGA NORD,P,1,49 
33984,BUGANI MASSIMO,2011-09-30T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
32861,SALSI FEDERICA,2011-09-30T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
33985,PIAZZA MARCO,2011-09-30T00:00:00Z,MOVIMENTO 5 STELLE,A,0,0  
33986,ALDROVANDI STEFANO,2011-09-30T00:00:00Z,BOLOGNA 2016,A,0,0  
16863,MEROLA VIRGINIO,2011-10-31T00:00:00Z,SINDACO,A,0,0  
9116,CEVENINI MAURIZIO,2011-10-31T00:00:00Z,PARTITO DEMOCRATICO,P,15,78 
9076,MAZZANTI CLAUDIO,2011-10-31T00:00:00Z,PARTITO DEMOCRATICO,P,14,73 
29442,CRITELLI FRANCESCO,2011-10-31T00:00:00Z,PARTITO DEMOCRATICO,P,14,73 
32746,LEMBI SIMONA,2011-10-31T00:00:00Z,PARTITO DEMOCRATICO,P,15,78 
27189,BARCELO LIZANA LEONARDO L,2011-10-31T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
15586,MARCHESINI ANGELO,2011-10-31T00:00:00Z,PARTITO DEMOCRATICO,P,9,47 
18313,LO GIUDICE SERGIO,2011-10-31T00:00:00Z,PARTITO DEMOCRATICO,P,15,78 
9181,SANTI RAFFAELLA,2011-10-31T00:00:00Z,PARTITO DEMOCRATICO,P,8,42 
32704,LAMA ROSSELLA,2011-10-31T00:00:00Z,PARTITO DEMOCRATICO,P,13,68 
27410,FERRI MARIARAFFAELLA,2011-10-31T00:00:00Z,PARTITO DEMOCRATICO,P,13,68 
27481,ZACCHIROLI BENEDETTO,2011-10-31T00:00:00Z,PARTITO DEMOCRATICO,P,15,78 
32794,MIGNANI MARIANNA,2011-10-31T00:00:00Z,PARTITO DEMOCRATICO,P,15,78 
22034,GHETTI MAURIZIO,2011-10-31T00:00:00Z,PARTITO DEMOCRATICO,P,14,73 
33977,BENASSI MARZIA,2011-10-31T00:00:00Z,PARTITO DEMOCRATICO,P,15,78 
33978,ERRANI FRANCESCO,2011-10-31T00:00:00Z,PARTITO DEMOCRATICO,P,13,68 
27197,MELEGA CORRADO,2011-10-31T00:00:00Z,PARTITO DEMOCRATICO,P,14,73 
9097,PETRELLA TOMMASO,2011-10-31T00:00:00Z,PARTITO DEMOCRATICO,P,15,78 
33979,LA TORRE CATHY,2011-10-31T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,11,57 
33980,PIERALISI MIRCO,2011-10-31T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,13,68 
26392,CIPRIANI LORENZO,2011-10-31T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0,0  
33987,SAZZINI LORENZO,2011-10-31T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0,0  
32714,CAVIANO PASQUALE,2011-10-31T00:00:00Z,ITALIA DEI VALORI,P,15,78 
21843,LISEI MARCO,2011-10-31T00:00:00Z,POPOLO DELLA LIBERTA,P,12,63 
27208,TOMASSINI LORENZO,2011-10-31T00:00:00Z,POPOLO DELLA LIBERTA,P,1,5  
32712,FACCI MICHELE,2011-10-31T00:00:00Z,POPOLO DELLA LIBERTA,A,0,0  
27997,CASTALDINI VALENT.,2011-10-31T00:00:00Z,POPOLO DELLA LIBERTA,P,15,78 
