"Progressivo";"Nominativo";"Data Seduta";"Gruppo Politico";"Presenza";"Num.Votazioni";"Percentuale presenza alle votazioni";"Note"
"33982";"SCARANO PAOLA F.";"25/03/2013";"LEGA NORD";"P";11;"80 ";
"33983";"BORGONZONI LUCIA";"25/03/2013";"LEGA NORD";"P";9;"66 ";
"33984";"BUGANI MASSIMO";"25/03/2013";"MOVIMENTO 5 STELLE";"P";11;"80 ";
"32861";"SALSI FEDERICA";"25/03/2013";"GRUPPO MISTO";"P";9;"66 ";
"33985";"PIAZZA MARCO";"25/03/2013";"MOVIMENTO 5 STELLE";"P";11;"80 ";
"33986";"ALDROVANDI STEFANO";"25/03/2013";"BOLOGNA 2016";"P";10;"73 ";
"32708";"TURCI DANIELA";"25/03/2013";"PARTITO DEMOCRATICO";"P";6;"44 ";
"0";"DONDARINI ROLANDO";"25/03/2013";"PARTITO DEMOCRATICO";"P";11;"80 ";
"16863";"MEROLA VIRGINIO";"26/02/2013";"SINDACO";"P";4;"15 ";
"9076";"MAZZANTI CLAUDIO";"26/02/2013";"PARTITO DEMOCRATICO";"A";0;"0  ";
"29442";"CRITELLI FRANCESCO";"26/02/2013";"PARTITO DEMOCRATICO";"P";20;"75 ";
"32746";"LEMBI SIMONA";"26/02/2013";"PARTITO DEMOCRATICO";"P";20;"75 ";
"27189";"BARCELO' LIZANA LEONARDO L.";"26/02/2013";"PARTITO DEMOCRATICO";"P";20;"75 ";
"15586";"MARCHESINI ANGELO";"26/02/2013";"PARTITO DEMOCRATICO";"P";9;"33 ";
"18313";"LO GIUDICE SERGIO";"26/02/2013";"PARTITO DEMOCRATICO";"P";20;"75 ";
"9181";"SANTI RAFFAELLA";"26/02/2013";"PARTITO DEMOCRATICO";"P";2;"7  ";
"32704";"LAMA ROSSELLA";"26/02/2013";"PARTITO DEMOCRATICO";"P";18;"67 ";
"27410";"FERRI MARIARAFFAELLA";"26/02/2013";"PARTITO DEMOCRATICO";"P";18;"67 ";
"27481";"ZACCHIROLI BENEDETTO";"26/02/2013";"PARTITO DEMOCRATICO";"P";19;"71 ";
"32794";"MIGNANI MARIANNA";"26/02/2013";"PARTITO DEMOCRATICO";"A";0;"0  ";
"22034";"GHETTI MAURIZIO";"26/02/2013";"PARTITO DEMOCRATICO";"P";19;"71 ";
"33977";"BENASSI MARZIA";"26/02/2013";"PARTITO DEMOCRATICO";"P";20;"75 ";
"33978";"ERRANI FRANCESCO";"26/02/2013";"PARTITO DEMOCRATICO";"P";19;"71 ";
"27197";"MELEGA CORRADO";"26/02/2013";"PARTITO DEMOCRATICO";"P";20;"75 ";
"9097";"PETRELLA TOMMASO";"26/02/2013";"PARTITO DEMOCRATICO";"P";19;"71 ";
"33979";"LA TORRE CATHY";"26/02/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";4;"15 ";
"33980";"PIERALISI MIRCO";"26/02/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";11;"41 ";
"26392";"CIPRIANI LORENZO";"26/02/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";17;"63 ";
"33987";"SAZZINI LORENZO";"26/02/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";12;"45 ";
"32714";"CAVIANO PASQUALE";"26/02/2013";"BOLOGNA RIFORMISTA E DEMOCRATICA";"P";14;"52 ";
"21843";"LISEI MARCO";"26/02/2013";"POPOLO DELLA LIBERTA'";"P";20;"75 ";
"27208";"TOMASSINI LORENZO";"26/02/2013";"POPOLO DELLA LIBERTA'";"P";4;"15 ";
"32712";"FACCI MICHELE";"26/02/2013";"POPOLO DELLA LIBERTA'";"P";14;"52 ";
"27997";"CASTALDINI VALENT.";"26/02/2013";"POPOLO DELLA LIBERTA'";"P";14;"52 ";
"8904";"CARELLA DANIELE";"26/02/2013";"POPOLO DELLA LIBERTA'";"P";20;"75 ";
"20144";"GATTUSO PATRIZIO G.";"26/02/2013";"POPOLO DELLA LIBERTA'";"P";16;"60 ";
"32719";"BERNARDINI MANES";"26/02/2013";"LEGA NORD";"P";15;"56 ";
"33981";"COCCONCELLI MIRKA";"26/02/2013";"LEGA NORD";"P";20;"75 ";
"33982";"SCARANO PAOLA F.";"26/02/2013";"LEGA NORD";"P";20;"75 ";
"33983";"BORGONZONI LUCIA";"26/02/2013";"LEGA NORD";"P";20;"75 ";
"33984";"BUGANI MASSIMO";"26/02/2013";"MOVIMENTO 5 STELLE";"P";19;"71 ";
"32861";"SALSI FEDERICA";"26/02/2013";"GRUPPO MISTO";"P";18;"67 ";
"33985";"PIAZZA MARCO";"26/02/2013";"MOVIMENTO 5 STELLE";"P";19;"71 ";
"33986";"ALDROVANDI STEFANO";"26/02/2013";"BOLOGNA 2016";"A";0;"0  ";
"32708";"TURCI DANIELA";"26/02/2013";"PARTITO DEMOCRATICO";"P";15;"56 ";
"0";"DONDARINI ROLANDO";"26/02/2013";"PARTITO DEMOCRATICO";"A";0;"0  ";
"16863";"MEROLA VIRGINIO";"28/01/2013";"SINDACO";"P";0;"0  ";
"9076";"MAZZANTI CLAUDIO";"28/01/2013";"PARTITO DEMOCRATICO";"P";5;"66 ";
"29442";"CRITELLI FRANCESCO";"28/01/2013";"PARTITO DEMOCRATICO";"P";5;"66 ";
"32746";"LEMBI SIMONA";"28/01/2013";"PARTITO DEMOCRATICO";"P";6;"79 ";
"27189";"BARCELO' LIZANA LEONARDO L.";"28/01/2013";"PARTITO DEMOCRATICO";"P";5;"66 ";
"15586";"MARCHESINI ANGELO";"28/01/2013";"PARTITO DEMOCRATICO";"P";5;"66 ";
"18313";"LO GIUDICE SERGIO";"28/01/2013";"PARTITO DEMOCRATICO";"P";6;"79 ";
"9181";"SANTI RAFFAELLA";"28/01/2013";"PARTITO DEMOCRATICO";"P";5;"66 ";
"32704";"LAMA ROSSELLA";"28/01/2013";"PARTITO DEMOCRATICO";"P";6;"79 ";
"27410";"FERRI MARIARAFFAELLA";"28/01/2013";"PARTITO DEMOCRATICO";"P";6;"79 ";
"27481";"ZACCHIROLI BENEDETTO";"28/01/2013";"PARTITO DEMOCRATICO";"P";6;"79 ";
"32794";"MIGNANI MARIANNA";"28/01/2013";"PARTITO DEMOCRATICO";"P";6;"79 ";
"22034";"GHETTI MAURIZIO";"28/01/2013";"PARTITO DEMOCRATICO";"P";6;"79 ";
"33977";"BENASSI MARZIA";"28/01/2013";"PARTITO DEMOCRATICO";"P";6;"79 ";
"33978";"ERRANI FRANCESCO";"28/01/2013";"PARTITO DEMOCRATICO";"P";6;"79 ";
"27197";"MELEGA CORRADO";"28/01/2013";"PARTITO DEMOCRATICO";"A";0;"0  ";
"9097";"PETRELLA TOMMASO";"28/01/2013";"PARTITO DEMOCRATICO";"P";5;"66 ";
"33979";"LA TORRE CATHY";"28/01/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";3;"39 ";
"33980";"PIERALISI MIRCO";"28/01/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";3;"39 ";
"26392";"CIPRIANI LORENZO";"28/01/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";2;"26 ";
"33987";"SAZZINI LORENZO";"28/01/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";3;"39 ";
"32714";"CAVIANO PASQUALE";"28/01/2013";"BOLOGNA RIFORMISTA E DEMOCRATICA";"P";6;"79 ";
"21843";"LISEI MARCO";"28/01/2013";"POPOLO DELLA LIBERTA'";"P";6;"79 ";
"27208";"TOMASSINI LORENZO";"28/01/2013";"POPOLO DELLA LIBERTA'";"P";4;"53 ";
"32712";"FACCI MICHELE";"28/01/2013";"POPOLO DELLA LIBERTA'";"P";6;"79 ";
"27997";"CASTALDINI VALENT.";"28/01/2013";"POPOLO DELLA LIBERTA'";"P";5;"66 ";
"8904";"CARELLA DANIELE";"28/01/2013";"POPOLO DELLA LIBERTA'";"P";6;"79 ";
"20144";"GATTUSO PATRIZIO G.";"28/01/2013";"POPOLO DELLA LIBERTA'";"P";6;"79 ";
"32719";"BERNARDINI MANES";"28/01/2013";"LEGA NORD";"A";0;"0  ";
"33981";"COCCONCELLI MIRKA";"28/01/2013";"LEGA NORD";"P";2;"26 ";
"33982";"SCARANO PAOLA F.";"28/01/2013";"LEGA NORD";"P";5;"66 ";
"33983";"BORGONZONI LUCIA";"28/01/2013";"LEGA NORD";"P";5;"66 ";
"33984";"BUGANI MASSIMO";"28/01/2013";"MOVIMENTO 5 STELLE";"P";5;"66 ";
"32861";"SALSI FEDERICA";"28/01/2013";"GRUPPO MISTO";"P";5;"66 ";
"33985";"PIAZZA MARCO";"28/01/2013";"MOVIMENTO 5 STELLE";"P";5;"66 ";
"33986";"ALDROVANDI STEFANO";"28/01/2013";"BOLOGNA 2016";"A";0;"0  ";
"32708";"TURCI DANIELA";"28/01/2013";"PARTITO DEMOCRATICO";"P";3;"39 ";
"0";"DONDARINI ROLANDO";"28/01/2013";"PARTITO DEMOCRATICO";"A";0;"0  ";
"16863";"MEROLA VIRGINIO";"28/03/2013";"SINDACO";"P";0;"0  ";
"9076";"MAZZANTI CLAUDIO";"28/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"29442";"CRITELLI FRANCESCO";"28/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"32746";"LEMBI SIMONA";"28/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"27189";"BARCELO' LIZANA LEONARDO L.";"28/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"15586";"MARCHESINI ANGELO";"28/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"18313";"LO GIUDICE SERGIO";"28/03/2013";"PARTITO DEMOCRATICO";"A";0;"0  ";
"9181";"SANTI RAFFAELLA";"28/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"32704";"LAMA ROSSELLA";"28/03/2013";"PARTITO DEMOCRATICO";"P";0;"0  ";
"27410";"FERRI MARIARAFFAELLA";"28/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"27481";"ZACCHIROLI BENEDETTO";"28/03/2013";"PARTITO DEMOCRATICO";"P";0;"0  ";
"32794";"MIGNANI MARIANNA";"28/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"22034";"GHETTI MAURIZIO";"28/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"33977";"BENASSI MARZIA";"28/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"33978";"ERRANI FRANCESCO";"28/03/2013";"PARTITO DEMOCRATICO";"A";0;"0  ";
"27197";"MELEGA CORRADO";"28/03/2013";"PARTITO DEMOCRATICO";"A";0;"0  ";
"9097";"PETRELLA TOMMASO";"28/03/2013";"PARTITO DEMOCRATICO";"P";1;"49 ";
"33979";"LA TORRE CATHY";"28/03/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"A";0;"0  ";
"33980";"PIERALISI MIRCO";"28/03/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";0;"0  ";
"26392";"CIPRIANI LORENZO";"28/03/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"P";0;"0  ";
"33987";"SAZZINI LORENZO";"28/03/2013";"CON AMELIA PER BOLOGNA CON VENDOLA";"A";0;"0  ";
"32714";"CAVIANO PASQUALE";"28/03/2013";"BOLOGNA RIFORMISTA E DEMOCRATICA";"P";1;"49 ";
"21843";"LISEI MARCO";"28/03/2013";"POPOLO DELLA LIBERTA'";"P";0;"0  ";
"27208";"TOMASSINI LORENZO";"28/03/2013";"POPOLO DELLA LIBERTA'";"P";1;"49 ";
"32712";"FACCI MICHELE";"28/03/2013";"POPOLO DELLA LIBERTA'";"P";1;"49 ";
"27997";"CASTALDINI VALENT.";"28/03/2013";"POPOLO DELLA LIBERTA'";"P";1;"49 ";
"8904";"CARELLA DANIELE";"28/03/2013";"POPOLO DELLA LIBERTA'";"P";1;"49 ";
"20144";"GATTUSO PATRIZIO G.";"28/03/2013";"POPOLO DELLA LIBERTA'";"P";1;"49 ";
"32719";"BERNARDINI MANES";"28/03/2013";"LEGA NORD";"P";1;"49 ";
"33981";"COCCONCELLI MIRKA";"28/03/2013";"LEGA NORD";"P";1;"49 ";
"33982";"SCARANO PAOLA F.";"28/03/2013";"LEGA NORD";"P";0;"0  ";
"33983";"BORGONZONI LUCIA";"28/03/2013";"LEGA NORD";"P";1;"49 ";
"33984";"BUGANI MASSIMO";"28/03/2013";"MOVIMENTO 5 STELLE";"P";0;"0  ";
"32861";"SALSI FEDERICA";"28/03/2013";"GRUPPO MISTO";"P";0;"0  ";
"33985";"PIAZZA MARCO";"28/03/2013";"MOVIMENTO 5 STELLE";"P";0;"0  ";
"33986";"ALDROVANDI STEFANO";"28/03/2013";"BOLOGNA 2016";"P";0;"0  ";
"32708";"TURCI DANIELA";"28/03/2013";"PARTITO DEMOCRATICO";"A";0;"0  ";
"0";"DONDARINI ROLANDO";"28/03/2013";"PARTITO DEMOCRATICO";"P";0;"0  ";
