Progressivo,Data,Presenza,Votazioni,Percentuale
32708,2012-05-07,A,0,0
16863,2012-06-08,P,0,0
9116,2012-06-08,A,0,0
9076,2012-06-08,P,0,0
29442,2012-06-08,P,1,49
32746,2012-06-08,P,1,49
27189,2012-06-08,P,1,49
15586,2012-06-08,P,1,49
18313,2012-06-08,P,0,0
9181,2012-06-08,P,1,49
32704,2012-06-08,P,0,0
27410,2012-06-08,P,0,0
27481,2012-06-08,P,1,49
32794,2012-06-08,P,1,49
22034,2012-06-08,P,1,49
33977,2012-06-08,P,1,49
33978,2012-06-08,P,1,49
27197,2012-06-08,P,0,0
9097,2012-06-08,P,1,49
33979,2012-06-08,P,0,0
33980,2012-06-08,A,0,0
26392,2012-06-08,P,1,49
33987,2012-06-08,P,0,0
32714,2012-06-08,P,1,49
21843,2012-06-08,P,0,0
27208,2012-06-08,P,0,0
32712,2012-06-08,P,1,49
27997,2012-06-08,P,1,49
8904,2012-06-08,P,1,49
20144,2012-06-08,P,1,49
32719,2012-06-08,P,1,49
33981,2012-06-08,P,1,49
33982,2012-06-08,P,1,49
33983,2012-06-08,P,1,49
33984,2012-06-08,P,0,0
32861,2012-06-08,P,0,0
33985,2012-06-08,A,0,0
33986,2012-06-08,P,0,0
32708,2012-06-08,P,1,49
16863,2012-06-11,A,0,0
9116,2012-06-11,A,0,0
9076,2012-06-11,P,6,60
29442,2012-06-11,P,7,70
32746,2012-06-11,P,8,80
27189,2012-06-11,P,8,80
15586,2012-06-11,P,0,0
18313,2012-06-11,P,8,80
9181,2012-06-11,P,8,80
32704,2012-06-11,P,8,80
27410,2012-06-11,P,7,70
27481,2012-06-11,P,0,0
32794,2012-06-11,P,8,80
22034,2012-06-11,P,8,80
33977,2012-06-11,P,8,80
33978,2012-06-11,P,8,80
27197,2012-06-11,P,4,40
9097,2012-06-11,P,8,80
33979,2012-06-11,P,6,60
33980,2012-06-11,P,8,80
26392,2012-06-11,P,8,80
33987,2012-06-11,P,2,20
32714,2012-06-11,P,8,80
21843,2012-06-11,P,8,80
27208,2012-06-11,P,8,80
32712,2012-06-11,P,8,80
27997,2012-06-11,P,8,80
8904,2012-06-11,P,8,80
20144,2012-06-11,P,8,80
32719,2012-06-11,P,7,70
33981,2012-06-11,P,7,70
33982,2012-06-11,P,8,80
33983,2012-06-11,P,7,70
33984,2012-06-11,P,8,80
32861,2012-06-11,P,7,70
33985,2012-06-11,P,8,80
33986,2012-06-11,P,8,80
32708,2012-06-11,P,0,0
16863,2012-04-13,A,0,0
9116,2012-04-13,P,1,49
9076,2012-04-13,P,1,49
29442,2012-04-13,P,1,49
32746,2012-04-13,P,1,49
27189,2012-04-13,P,1,49
15586,2012-04-13,P,0,0
18313,2012-04-13,P,1,49
9181,2012-04-13,P,1,49
32704,2012-04-13,P,1,49
27410,2012-04-13,P,0,0
27481,2012-04-13,A,0,0
32794,2012-04-13,P,1,49
22034,2012-04-13,P,1,49
33977,2012-04-13,P,1,49
33978,2012-04-13,P,1,49
27197,2012-04-13,P,1,49
9097,2012-04-13,P,1,49
33979,2012-04-13,P,1,49
33980,2012-04-13,P,0,0
26392,2012-04-13,P,1,49
33987,2012-04-13,P,1,49
32714,2012-04-13,P,1,49
21843,2012-04-13,P,0,0
27208,2012-04-13,P,1,49
32712,2012-04-13,A,0,0
27997,2012-04-13,P,1,49
8904,2012-04-13,P,1,49
20144,2012-04-13,P,0,0
32719,2012-04-13,A,0,0
33981,2012-04-13,A,0,0
33982,2012-04-13,P,0,0
33983,2012-04-13,A,0,0
33984,2012-04-13,P,0,0
32861,2012-04-13,P,0,0
33985,2012-04-13,P,1,49
33986,2012-04-13,P,1,49
32708,2012-04-13,A,0,0
16863,2012-06-13,A,0,0
9116,2012-06-13,A,0,0
9076,2012-06-13,P,0,0
29442,2012-06-13,P,0,0
32746,2012-06-13,P,2,64
27189,2012-06-13,P,2,64
15586,2012-06-13,P,1,32
18313,2012-06-13,P,1,32
9181,2012-06-13,P,1,32
32704,2012-06-13,P,1,32
27410,2012-06-13,P,2,64
27481,2012-06-13,P,0,0
32794,2012-06-13,P,2,64
22034,2012-06-13,P,1,32
33977,2012-06-13,P,0,0
33978,2012-06-13,P,1,32
27197,2012-06-13,P,2,64
9097,2012-06-13,P,1,32
33979,2012-06-13,P,0,0
33980,2012-06-13,P,1,32
26392,2012-06-13,P,1,32
33987,2012-06-13,P,1,32
32714,2012-06-13,P,1,32
21843,2012-06-13,P,1,32
27208,2012-06-13,P,1,32
32712,2012-06-13,P,0,0
27997,2012-06-13,P,1,32
8904,2012-06-13,P,2,64
20144,2012-06-13,P,1,32
32719,2012-06-13,P,1,32
33981,2012-06-13,P,2,64
33982,2012-06-13,P,0,0
33983,2012-06-13,P,2,64
33984,2012-06-13,P,0,0
32861,2012-06-13,P,2,64
33985,2012-06-13,P,2,64
33986,2012-06-13,P,1,32
32708,2012-06-13,P,1,32
16863,2012-05-14,P,0,0
9116,2012-05-14,A,0,0
9076,2012-05-14,P,0,0
29442,2012-05-14,P,0,0
32746,2012-05-14,P,0,0
27189,2012-05-14,P,0,0
15586,2012-05-14,P,0,0
18313,2012-05-14,P,0,0
9181,2012-05-14,P,0,0
32704,2012-05-14,P,0,0
27410,2012-05-14,P,0,0
27481,2012-05-14,P,0,0
32794,2012-05-14,P,0,0
22034,2012-05-14,P,0,0
33977,2012-05-14,P,0,0
33978,2012-05-14,P,0,0
27197,2012-05-14,P,0,0
9097,2012-05-14,P,0,0
33979,2012-05-14,P,0,0
33980,2012-05-14,P,0,0
26392,2012-05-14,P,0,0
33987,2012-05-14,P,0,0
32714,2012-05-14,P,0,0
21843,2012-05-14,P,0,0
27208,2012-05-14,P,0,0
32712,2012-05-14,P,0,0
27997,2012-05-14,P,0,0
8904,2012-05-14,P,0,0
20144,2012-05-14,P,0,0
32719,2012-05-14,P,0,0
33981,2012-05-14,P,0,0
33982,2012-05-14,P,0,0
33983,2012-05-14,P,0,0
33984,2012-05-14,P,0,0
32861,2012-05-14,P,0,0
33985,2012-05-14,P,0,0
33986,2012-05-14,P,0,0
32708,2012-05-14,A,0,0
16863,2012-06-14,P,74,22
9116,2012-06-14,A,0,0
9076,2012-06-14,P,76,22
29442,2012-06-14,P,76,22
32746,2012-06-14,P,75,22
27189,2012-06-14,P,76,22
15586,2012-06-14,P,75,22
18313,2012-06-14,P,76,22
9181,2012-06-14,P,74,22
32704,2012-06-14,P,76,22
27410,2012-06-14,P,76,22
27481,2012-06-14,P,76,22
32794,2012-06-14,P,76,22
22034,2012-06-14,P,75,22
33977,2012-06-14,P,76,22
33978,2012-06-14,P,76,22
27197,2012-06-14,P,76,22
9097,2012-06-14,P,76,22
33979,2012-06-14,P,73,21
33980,2012-06-14,P,75,22
26392,2012-06-14,P,76,22
33987,2012-06-14,P,75,22
32714,2012-06-14,P,75,22
21843,2012-06-14,P,75,22
27208,2012-06-14,P,75,22
32712,2012-06-14,P,75,22
27997,2012-06-14,P,75,22
8904,2012-06-14,P,76,22
20144,2012-06-14,P,75,22
32719,2012-06-14,P,74,22
33981,2012-06-14,P,76,22
33982,2012-06-14,P,76,22
33983,2012-06-14,P,76,22
33984,2012-06-14,P,75,22
32861,2012-06-14,P,73,21
33985,2012-06-14,P,76,22
33986,2012-06-14,P,76,22
32708,2012-06-14,P,75,22
16863,2012-06-15,A,0,0
9116,2012-06-15,A,0,0
9076,2012-06-15,P,0,0
29442,2012-06-15,P,1,49
32746,2012-06-15,P,1,49
27189,2012-06-15,P,1,49
15586,2012-06-15,P,0,0
18313,2012-06-15,P,1,49
9181,2012-06-15,P,0,0
32704,2012-06-15,P,0,0
27410,2012-06-15,P,1,49
27481,2012-06-15,P,0,0
32794,2012-06-15,P,1,49
22034,2012-06-15,P,1,49
33977,2012-06-15,P,1,49
33978,2012-06-15,P,1,49
27197,2012-06-15,A,0,0
9097,2012-06-15,P,0,0
33979,2012-06-15,P,0,0
33980,2012-06-15,P,1,49
26392,2012-06-15,P,1,49
33987,2012-06-15,P,0,0
32714,2012-06-15,P,0,0
21843,2012-06-15,P,0,0
27208,2012-06-15,P,1,49
32712,2012-06-15,A,0,0
27997,2012-06-15,P,1,49
8904,2012-06-15,P,1,49
20144,2012-06-15,P,1,49
32719,2012-06-15,P,0,0
33981,2012-06-15,P,1,49
33982,2012-06-15,P,1,49
33983,2012-06-15,P,1,49
33984,2012-06-15,P,0,0
32861,2012-06-15,P,0,0
33985,2012-06-15,A,0,0
33986,2012-06-15,P,1,49
32708,2012-06-15,P,1,49
16863,2012-04-16,A,0,0
9116,2012-04-16,P,12,80
9076,2012-04-16,P,12,80
29442,2012-04-16,P,11,73
32746,2012-04-16,P,11,73
27189,2012-04-16,P,12,80
15586,2012-04-16,P,9,60
18313,2012-04-16,P,12,80
9181,2012-04-16,P,11,73
32704,2012-04-16,P,11,73
27410,2012-04-16,P,12,80
27481,2012-04-16,P,12,80
32794,2012-04-16,P,12,80
22034,2012-04-16,P,12,80
33977,2012-04-16,P,12,80
33978,2012-04-16,P,12,80
27197,2012-04-16,A,0,0
9097,2012-04-16,P,12,80
33979,2012-04-16,P,8,53
33980,2012-04-16,P,11,73
26392,2012-04-16,A,0,0
33987,2012-04-16,P,12,80
32714,2012-04-16,P,12,80
21843,2012-04-16,P,6,40
27208,2012-04-16,P,12,80
32712,2012-04-16,P,12,80
27997,2012-04-16,P,6,40
8904,2012-04-16,P,12,80
20144,2012-04-16,P,11,73
32719,2012-04-16,P,11,73
33981,2012-04-16,P,12,80
33982,2012-04-16,P,11,73
33983,2012-04-16,A,0,0
33984,2012-04-16,P,12,80
32861,2012-04-16,P,12,80
33985,2012-04-16,P,12,80
33986,2012-04-16,P,11,73
32708,2012-04-16,A,0,0
16863,2012-05-18,A,0,0
9116,2012-05-18,A,0,0
9076,2012-05-18,A,0,0
29442,2012-05-18,P,0,0
32746,2012-05-18,P,1,49
27189,2012-05-18,P,1,49
15586,2012-05-18,P,0,0
18313,2012-05-18,P,0,0
9181,2012-05-18,P,1,49
32704,2012-05-18,P,0,0
27410,2012-05-18,A,0,0
27481,2012-05-18,P,1,49
32794,2012-05-18,P,1,49
22034,2012-05-18,P,1,49
33977,2012-05-18,P,1,49
33978,2012-05-18,P,1,49
27197,2012-05-18,A,0,0
9097,2012-05-18,P,1,49
33979,2012-05-18,A,0,0
33980,2012-05-18,P,1,49
26392,2012-05-18,P,1,49
33987,2012-05-18,P,1,49
32714,2012-05-18,P,1,49
21843,2012-05-18,P,1,49
27208,2012-05-18,P,1,49
32712,2012-05-18,P,1,49
27997,2012-05-18,P,0,0
8904,2012-05-18,P,1,49
20144,2012-05-18,P,1,49
32719,2012-05-18,P,1,49
33981,2012-05-18,A,0,0
33982,2012-05-18,P,1,49
33983,2012-05-18,P,1,49
33984,2012-05-18,P,0,0
32861,2012-05-18,P,0,0
33985,2012-05-18,P,1,49
33986,2012-05-18,A,0,0
32708,2012-05-18,A,0,0
16863,2012-06-18,P,0,0
9116,2012-06-18,A,0,0
9076,2012-06-18,P,16,48
29442,2012-06-18,P,21,63
32746,2012-06-18,P,23,69
27189,2012-06-18,P,23,69
15586,2012-06-18,P,15,45
18313,2012-06-18,P,24,72
9181,2012-06-18,A,0,0
32704,2012-06-18,P,10,30
27410,2012-06-18,P,23,69
27481,2012-06-18,P,13,39
32794,2012-06-18,P,24,72
22034,2012-06-18,P,23,69
33977,2012-06-18,P,24,72
33978,2012-06-18,P,24,72
27197,2012-06-18,P,24,72
9097,2012-06-18,P,24,72
33979,2012-06-18,P,15,45
33980,2012-06-18,P,24,72
26392,2012-06-18,P,22,66
33987,2012-06-18,P,22,66
32714,2012-06-18,P,23,69
21843,2012-06-18,P,24,72
27208,2012-06-18,P,23,69
32712,2012-06-18,P,24,72
27997,2012-06-18,P,24,72
8904,2012-06-18,P,23,69
20144,2012-06-18,P,12,36
32719,2012-06-18,P,23,69
33981,2012-06-18,P,23,69
33982,2012-06-18,P,23,69
33983,2012-06-18,P,22,66
33984,2012-06-18,P,24,72
32861,2012-06-18,P,23,69
33985,2012-06-18,A,0,0
33986,2012-06-18,P,10,30
32708,2012-06-18,P,24,72
16863,2012-05-21,P,0,0
9116,2012-05-21,A,0,0
9076,2012-05-21,P,9,38
29442,2012-05-21,P,17,72
32746,2012-05-21,P,17,72
27189,2012-05-21,P,15,63
15586,2012-05-21,P,15,63
18313,2012-05-21,P,11,46
9181,2012-05-21,P,15,63
32704,2012-05-21,P,17,72
27410,2012-05-21,P,16,68
27481,2012-05-21,P,13,55
32794,2012-05-21,P,17,72
22034,2012-05-21,P,16,68
33977,2012-05-21,P,17,72
33978,2012-05-21,P,16,68
27197,2012-05-21,P,17,72
9097,2012-05-21,P,9,38
33979,2012-05-21,P,3,12
33980,2012-05-21,P,15,63
26392,2012-05-21,P,12,51
33987,2012-05-21,P,16,68
32714,2012-05-21,P,16,68
21843,2012-05-21,P,15,63
27208,2012-05-21,P,17,72
32712,2012-05-21,P,15,63
27997,2012-05-21,P,17,72
8904,2012-05-21,P,17,72
20144,2012-05-21,P,8,34
32719,2012-05-21,P,17,72
33981,2012-05-21,P,17,72
33982,2012-05-21,P,17,72
33983,2012-05-21,P,17,72
33984,2012-05-21,P,16,68
32861,2012-05-21,P,16,68
33985,2012-05-21,P,17,72
33986,2012-05-21,P,9,38
32708,2012-05-21,P,14,59
16863,2012-06-22,A,0,0
9116,2012-06-22,A,0,0
9076,2012-06-22,P,1,49
29442,2012-06-22,P,1,49
32746,2012-06-22,P,1,49
27189,2012-06-22,P,0,0
15586,2012-06-22,P,1,49
18313,2012-06-22,P,1,49
9181,2012-06-22,P,0,0
32704,2012-06-22,P,1,49
27410,2012-06-22,P,1,49
27481,2012-06-22,P,0,0
32794,2012-06-22,P,1,49
22034,2012-06-22,P,1,49
33977,2012-06-22,P,0,0
33978,2012-06-22,P,1,49
27197,2012-06-22,P,0,0
9097,2012-06-22,P,1,49
33979,2012-06-22,A,0,0
33980,2012-06-22,P,1,49
26392,2012-06-22,P,1,49
33987,2012-06-22,A,0,0
32714,2012-06-22,A,0,0
21843,2012-06-22,A,0,0
27208,2012-06-22,P,1,49
32712,2012-06-22,P,1,49
27997,2012-06-22,P,1,49
8904,2012-06-22,P,1,49
20144,2012-06-22,P,1,49
32719,2012-06-22,A,0,0
33981,2012-06-22,P,1,49
33982,2012-06-22,A,0,0
33983,2012-06-22,A,0,0
33984,2012-06-22,P,1,49
32861,2012-06-22,P,1,49
33985,2012-06-22,A,0,0
33986,2012-06-22,A,0,0
32708,2012-06-22,P,1,49
16863,2012-04-23,A,0,0
9116,2012-04-23,P,14,79
9076,2012-04-23,P,10,56
29442,2012-04-23,P,13,73
32746,2012-04-23,P,9,51
27189,2012-04-23,P,12,68
15586,2012-04-23,P,10,56
18313,2012-04-23,P,14,79
9181,2012-04-23,P,8,45
32704,2012-04-23,P,9,51
27410,2012-04-23,P,14,79
27481,2012-04-23,P,13,73
32794,2012-04-23,P,14,79
22034,2012-04-23,P,14,79
33977,2012-04-23,P,14,79
33978,2012-04-23,P,13,73
27197,2012-04-23,P,11,62
9097,2012-04-23,P,14,79
33979,2012-04-23,P,1,5
33980,2012-04-23,P,13,73
26392,2012-04-23,P,13,73
33987,2012-04-23,P,11,62
32714,2012-04-23,P,14,79
21843,2012-04-23,P,13,73
27208,2012-04-23,P,14,79
32712,2012-04-23,P,14,79
27997,2012-04-23,P,8,45
8904,2012-04-23,P,14,79
20144,2012-04-23,P,13,73
32719,2012-04-23,A,0,0
33981,2012-04-23,P,14,79
33982,2012-04-23,P,14,79
33983,2012-04-23,P,14,79
33984,2012-04-23,P,14,79
32861,2012-04-23,P,14,79
33985,2012-04-23,P,14,79
33986,2012-04-23,A,0,0
32708,2012-04-23,A,0,0
16863,2012-05-25,A,0,0
9116,2012-05-25,A,0,0
9076,2012-05-25,P,1,49
29442,2012-05-25,P,1,49
32746,2012-05-25,P,1,49
27189,2012-05-25,P,1,49
15586,2012-05-25,P,0,0
18313,2012-05-25,A,0,0
9181,2012-05-25,P,0,0
32704,2012-05-25,P,1,49
27410,2012-05-25,A,0,0
27481,2012-05-25,P,1,49
32794,2012-05-25,P,1,49
22034,2012-05-25,P,0,0
33977,2012-05-25,P,1,49
33978,2012-05-25,P,0,0
27197,2012-05-25,P,0,0
9097,2012-05-25,A,0,0
33979,2012-05-25,P,0,0
33980,2012-05-25,P,1,49
26392,2012-05-25,P,0,0
33987,2012-05-25,P,0,0
32714,2012-05-25,P,1,49
21843,2012-05-25,P,1,49
27208,2012-05-25,P,1,49
32712,2012-05-25,P,1,49
27997,2012-05-25,P,1,49
8904,2012-05-25,P,1,49
20144,2012-05-25,P,1,49
32719,2012-05-25,P,0,0
33981,2012-05-25,P,1,49
33982,2012-05-25,P,0,0
33983,2012-05-25,A,0,0
33984,2012-05-25,P,0,0
32861,2012-05-25,P,0,0
33985,2012-05-25,P,1,49
33986,2012-05-25,P,1,49
32708,2012-05-25,P,1,49
16863,2012-06-25,P,0,0
9116,2012-06-25,A,0,0
9076,2012-06-25,P,11,73
29442,2012-06-25,P,11,73
32746,2012-06-25,P,12,80
27189,2012-06-25,P,11,73
15586,2012-06-25,P,8,53
18313,2012-06-25,P,12,80
9181,2012-06-25,P,10,66
32704,2012-06-25,P,11,73
27410,2012-06-25,P,11,73
27481,2012-06-25,P,9,60
32794,2012-06-25,P,12,80
22034,2012-06-25,P,12,80
33977,2012-06-25,P,12,80
33978,2012-06-25,P,12,80
27197,2012-06-25,A,0,0
9097,2012-06-25,P,11,73
33979,2012-06-25,P,7,46
33980,2012-06-25,P,11,73
26392,2012-06-25,P,11,73
33987,2012-06-25,P,10,66
32714,2012-06-25,P,11,73
21843,2012-06-25,P,9,60
27208,2012-06-25,P,7,46
32712,2012-06-25,P,11,73
27997,2012-06-25,P,7,46
8904,2012-06-25,P,12,80
20144,2012-06-25,P,9,60
32719,2012-06-25,P,11,73
33981,2012-06-25,P,12,80
33982,2012-06-25,P,12,80
33983,2012-06-25,A,0,0
33984,2012-06-25,P,11,73
32861,2012-06-25,P,12,80
33985,2012-06-25,P,12,80
33986,2012-06-25,P,10,66
32708,2012-06-25,P,6,40
16863,2012-04-27,A,0,0
9116,2012-04-27,P,1,49
9076,2012-04-27,P,1,49
29442,2012-04-27,P,1,49
32746,2012-04-27,P,1,49
27189,2012-04-27,P,0,0
15586,2012-04-27,P,1,49
18313,2012-04-27,P,1,49
9181,2012-04-27,P,1,49
32704,2012-04-27,P,1,49
27410,2012-04-27,P,0,0
27481,2012-04-27,P,1,49
32794,2012-04-27,P,1,49
22034,2012-04-27,P,1,49
33977,2012-04-27,P,1,49
33978,2012-04-27,P,1,49
27197,2012-04-27,P,1,49
9097,2012-04-27,P,1,49
33979,2012-04-27,P,0,0
33980,2012-04-27,P,0,0
26392,2012-04-27,P,1,49
33987,2012-04-27,A,0,0
32714,2012-04-27,P,1,49
21843,2012-04-27,P,1,49
27208,2012-04-27,P,1,49
32712,2012-04-27,P,0,0
27997,2012-04-27,P,0,0
8904,2012-04-27,P,1,49
20144,2012-04-27,P,1,49
32719,2012-04-27,P,0,0
33981,2012-04-27,P,1,49
33982,2012-04-27,P,0,0
33983,2012-04-27,P,0,0
33984,2012-04-27,P,0,0
32861,2012-04-27,P,0,0
33985,2012-04-27,P,1,49
33986,2012-04-27,A,0,0
32708,2012-04-27,A,0,0
16863,2012-05-28,P,8,45
9116,2012-05-28,A,0,0
9076,2012-05-28,P,14,79
29442,2012-05-28,P,12,68
32746,2012-05-28,P,10,56
27189,2012-05-28,P,13,73
15586,2012-05-28,P,12,68
18313,2012-05-28,A,0,0
9181,2012-05-28,P,13,73
32704,2012-05-28,P,12,68
27410,2012-05-28,P,14,79
27481,2012-05-28,P,12,68
32794,2012-05-28,P,14,79
22034,2012-05-28,P,14,79
33977,2012-05-28,P,14,79
33978,2012-05-28,P,13,73
27197,2012-05-28,P,14,79
9097,2012-05-28,P,14,79
33979,2012-05-28,P,11,62
33980,2012-05-28,P,14,79
26392,2012-05-28,P,13,73
33987,2012-05-28,P,13,73
32714,2012-05-28,P,14,79
21843,2012-05-28,P,13,73
27208,2012-05-28,P,14,79
32712,2012-05-28,P,14,79
27997,2012-05-28,P,14,79
8904,2012-05-28,P,13,73
20144,2012-05-28,P,4,22
32719,2012-05-28,P,14,79
33981,2012-05-28,P,14,79
33982,2012-05-28,P,14,79
33983,2012-05-28,P,14,79
33984,2012-05-28,P,13,73
32861,2012-05-28,P,3,17
33985,2012-05-28,P,14,79
33986,2012-05-28,P,14,79
32708,2012-05-28,P,12,68
16863,2012-06-29,P,0,0
9116,2012-06-29,A,0,0
9076,2012-06-29,P,0,0
29442,2012-06-29,P,1,49
32746,2012-06-29,P,1,49
27189,2012-06-29,P,1,49
15586,2012-06-29,P,0,0
18313,2012-06-29,P,0,0
9181,2012-06-29,P,1,49
32704,2012-06-29,P,1,49
27410,2012-06-29,P,1,49
27481,2012-06-29,P,1,49
32794,2012-06-29,P,1,49
22034,2012-06-29,P,1,49
33977,2012-06-29,A,0,0
33978,2012-06-29,P,0,0
27197,2012-06-29,A,0,0
9097,2012-06-29,P,1,49
33979,2012-06-29,P,1,49
33980,2012-06-29,P,0,0
26392,2012-06-29,P,1,49
33987,2012-06-29,P,0,0
32714,2012-06-29,P,1,49
21843,2012-06-29,P,1,49
27208,2012-06-29,P,1,49
32712,2012-06-29,P,1,49
27997,2012-06-29,P,1,49
8904,2012-06-29,P,1,49
20144,2012-06-29,P,1,49
32719,2012-06-29,P,0,0
33981,2012-06-29,P,1,49
33982,2012-06-29,P,1,49
33983,2012-06-29,A,0,0
33984,2012-06-29,P,0,0
32861,2012-06-29,P,0,0
33985,2012-06-29,P,1,49
33986,2012-06-29,A,0,0
32708,2012-06-29,A,0,0
16863,2012-03-02,P,0,0
9116,2012-03-02,P,1,49
9076,2012-03-02,A,0,0
29442,2012-03-02,P,1,49
32746,2012-03-02,P,1,49
27189,2012-03-02,P,1,49
15586,2012-03-02,P,0,0
18313,2012-03-02,P,1,49
9181,2012-03-02,P,0,0
32704,2012-03-02,P,0,0
27410,2012-03-02,P,1,49
27481,2012-03-02,P,1,49
32794,2012-03-02,P,1,49
22034,2012-03-02,P,1,49
33977,2012-03-02,P,1,49
33978,2012-03-02,P,0,0
27197,2012-03-02,P,1,49
9097,2012-03-02,P,1,49
33979,2012-03-02,A,0,0
33980,2012-03-02,P,1,49
26392,2012-03-02,P,1,49
33987,2012-03-02,P,1,49
32714,2012-03-02,P,1,49
21843,2012-03-02,A,0,0
27208,2012-03-02,P,1,49
32712,2012-03-02,P,1,49
27997,2012-03-02,P,0,0
8904,2012-03-02,P,1,49
20144,2012-03-02,P,1,49
32719,2012-03-02,P,1,49
33981,2012-03-02,P,1,49
33982,2012-03-02,P,1,49
33983,2012-03-02,P,1,49
33984,2012-03-02,P,1,49
32861,2012-03-02,P,1,49
33985,2012-03-02,P,1,49
33986,2012-03-02,A,0,0
16863,2012-02-03,A,0,0
9116,2012-02-03,P,1,49
9076,2012-02-03,P,1,49
29442,2012-02-03,P,1,49
32746,2012-02-03,P,0,0
27189,2012-02-03,P,1,49
15586,2012-02-03,P,0,0
18313,2012-02-03,P,0,0
9181,2012-02-03,P,0,0
32704,2012-02-03,P,1,49
27410,2012-02-03,A,0,0
27481,2012-02-03,P,1,49
32794,2012-02-03,P,1,49
22034,2012-02-03,P,1,49
33977,2012-02-03,P,1,49
33978,2012-02-03,P,1,49
27197,2012-02-03,P,1,49
9097,2012-02-03,P,0,0
33979,2012-02-03,P,0,0
33980,2012-02-03,P,1,49
26392,2012-02-03,P,0,0
33987,2012-02-03,A,0,0
32714,2012-02-03,P,1,49
21843,2012-02-03,P,1,49
27208,2012-02-03,P,1,49
32712,2012-02-03,P,1,49
27997,2012-02-03,A,0,0
8904,2012-02-03,P,1,49
20144,2012-02-03,P,1,49
32719,2012-02-03,A,0,0
33981,2012-02-03,P,1,49
33982,2012-02-03,P,1,49
33983,2012-02-03,P,1,49
33984,2012-02-03,P,0,0
32861,2012-02-03,P,0,0
33985,2012-02-03,P,1,49
33986,2012-02-03,P,0,0
16863,2012-03-05,P,1,8
9116,2012-03-05,P,10,80
9076,2012-03-05,P,10,80
29442,2012-03-05,P,8,64
32746,2012-03-05,P,10,80
27189,2012-03-05,P,9,72
15586,2012-03-05,P,2,16
18313,2012-03-05,P,10,80
9181,2012-03-05,P,10,80
32704,2012-03-05,P,8,64
27410,2012-03-05,P,10,80
27481,2012-03-05,A,0,0
32794,2012-03-05,P,10,80
22034,2012-03-05,P,10,80
33977,2012-03-05,P,7,56
33978,2012-03-05,P,10,80
27197,2012-03-05,P,10,80
9097,2012-03-05,P,10,80
33979,2012-03-05,P,4,32
33980,2012-03-05,P,10,80
26392,2012-03-05,P,6,48
33987,2012-03-05,P,10,80
32714,2012-03-05,P,7,56
21843,2012-03-05,P,10,80
27208,2012-03-05,P,3,24
32712,2012-03-05,P,10,80
27997,2012-03-05,P,10,80
8904,2012-03-05,P,10,80
20144,2012-03-05,P,10,80
32719,2012-03-05,P,9,72
33981,2012-03-05,P,10,80
33982,2012-03-05,P,10,80
33983,2012-03-05,P,7,56
33984,2012-03-05,P,8,64
32861,2012-03-05,P,9,72
33985,2012-03-05,P,8,64
33986,2012-03-05,P,3,24
16863,2012-02-06,P,0,0
9116,2012-02-06,P,16,72
9076,2012-02-06,P,15,68
29442,2012-02-06,P,15,68
32746,2012-02-06,P,16,72
27189,2012-02-06,P,17,77
15586,2012-02-06,P,15,68
18313,2012-02-06,P,17,77
9181,2012-02-06,P,17,77
32704,2012-02-06,P,17,77
27410,2012-02-06,P,16,72
27481,2012-02-06,P,17,77
32794,2012-02-06,P,17,77
22034,2012-02-06,P,16,72
33977,2012-02-06,P,17,77
33978,2012-02-06,P,17,77
27197,2012-02-06,P,16,72
9097,2012-02-06,P,17,77
33979,2012-02-06,P,15,68
33980,2012-02-06,P,16,72
26392,2012-02-06,P,16,72
33987,2012-02-06,P,15,68
32714,2012-02-06,A,0,0
21843,2012-02-06,P,14,63
27208,2012-02-06,P,16,72
32712,2012-02-06,P,17,77
27997,2012-02-06,P,16,72
8904,2012-02-06,P,17,77
20144,2012-02-06,P,14,63
32719,2012-02-06,P,11,50
33981,2012-02-06,P,17,77
33982,2012-02-06,P,17,77
33983,2012-02-06,P,9,41
33984,2012-02-06,P,16,72
32861,2012-02-06,P,16,72
33985,2012-02-06,P,17,77
33986,2012-02-06,P,14,63
16863,2012-01-09,P,0,0
9116,2012-01-09,P,11,80
9076,2012-01-09,P,10,73
29442,2012-01-09,P,11,80
32746,2012-01-09,P,6,44
27189,2012-01-09,P,7,51
15586,2012-01-09,P,5,36
18313,2012-01-09,P,10,73
9181,2012-01-09,P,11,80
32704,2012-01-09,P,9,66
27410,2012-01-09,P,11,80
27481,2012-01-09,P,11,80
32794,2012-01-09,P,10,73
22034,2012-01-09,P,10,73
33977,2012-01-09,P,11,80
33978,2012-01-09,P,10,73
27197,2012-01-09,P,11,80
9097,2012-01-09,P,11,80
33979,2012-01-09,P,10,73
33980,2012-01-09,P,11,80
26392,2012-01-09,P,10,73
33987,2012-01-09,P,8,58
32714,2012-01-09,P,11,80
21843,2012-01-09,P,11,80
27208,2012-01-09,P,11,80
32712,2012-01-09,P,11,80
27997,2012-01-09,P,10,73
8904,2012-01-09,P,11,80
20144,2012-01-09,P,8,58
32719,2012-01-09,P,11,80
33981,2012-01-09,P,11,80
33982,2012-01-09,P,11,80
33983,2012-01-09,P,7,51
33984,2012-01-09,P,11,80
32861,2012-01-09,P,11,80
33985,2012-01-09,P,11,80
33986,2012-01-09,P,8,58
16863,2012-03-09,A,0,0
9116,2012-03-09,P,1,49
9076,2012-03-09,P,0,0
