Progressivo,Data,Presenza,Votazioni,Percentuale
33987,2013-03-25,P,0,0
32714,2013-03-25,P,9,66
21843,2013-03-25,P,10,73
27208,2013-03-25,P,8,58
32712,2013-03-25,P,10,73
27997,2013-03-25,P,9,66
8904,2013-03-25,P,11,80
20144,2013-03-25,P,6,44
32719,2013-03-25,P,4,29
33981,2013-03-25,P,10,73
33982,2013-03-25,P,11,80
33983,2013-03-25,P,9,66
33984,2013-03-25,P,11,80
32861,2013-03-25,P,9,66
33985,2013-03-25,P,11,80
33986,2013-03-25,P,10,73
32708,2013-03-25,P,6,44
0,2013-03-25,P,11,80
16863,2013-02-26,P,4,15
9076,2013-02-26,A,0,0
29442,2013-02-26,P,20,75
32746,2013-02-26,P,20,75
27189,2013-02-26,P,20,75
15586,2013-02-26,P,9,33
18313,2013-02-26,P,20,75
9181,2013-02-26,P,2,7
32704,2013-02-26,P,18,67
27410,2013-02-26,P,18,67
27481,2013-02-26,P,19,71
32794,2013-02-26,A,0,0
22034,2013-02-26,P,19,71
33977,2013-02-26,P,20,75
33978,2013-02-26,P,19,71
27197,2013-02-26,P,20,75
9097,2013-02-26,P,19,71
33979,2013-02-26,P,4,15
33980,2013-02-26,P,11,41
26392,2013-02-26,P,17,63
33987,2013-02-26,P,12,45
32714,2013-02-26,P,14,52
21843,2013-02-26,P,20,75
27208,2013-02-26,P,4,15
32712,2013-02-26,P,14,52
27997,2013-02-26,P,14,52
8904,2013-02-26,P,20,75
20144,2013-02-26,P,16,60
32719,2013-02-26,P,15,56
33981,2013-02-26,P,20,75
33982,2013-02-26,P,20,75
33983,2013-02-26,P,20,75
33984,2013-02-26,P,19,71
32861,2013-02-26,P,18,67
33985,2013-02-26,P,19,71
33986,2013-02-26,A,0,0
32708,2013-02-26,P,15,56
0,2013-02-26,A,0,0
16863,2013-01-28,P,0,0
9076,2013-01-28,P,5,66
29442,2013-01-28,P,5,66
32746,2013-01-28,P,6,79
27189,2013-01-28,P,5,66
15586,2013-01-28,P,5,66
18313,2013-01-28,P,6,79
9181,2013-01-28,P,5,66
32704,2013-01-28,P,6,79
27410,2013-01-28,P,6,79
27481,2013-01-28,P,6,79
32794,2013-01-28,P,6,79
22034,2013-01-28,P,6,79
33977,2013-01-28,P,6,79
33978,2013-01-28,P,6,79
27197,2013-01-28,A,0,0
9097,2013-01-28,P,5,66
33979,2013-01-28,P,3,39
33980,2013-01-28,P,3,39
26392,2013-01-28,P,2,26
33987,2013-01-28,P,3,39
32714,2013-01-28,P,6,79
21843,2013-01-28,P,6,79
27208,2013-01-28,P,4,53
32712,2013-01-28,P,6,79
27997,2013-01-28,P,5,66
8904,2013-01-28,P,6,79
20144,2013-01-28,P,6,79
32719,2013-01-28,A,0,0
33981,2013-01-28,P,2,26
33982,2013-01-28,P,5,66
33983,2013-01-28,P,5,66
33984,2013-01-28,P,5,66
32861,2013-01-28,P,5,66
33985,2013-01-28,P,5,66
33986,2013-01-28,A,0,0
32708,2013-01-28,P,3,39
0,2013-01-28,A,0,0
16863,2013-03-28,P,0,0
9076,2013-03-28,P,1,49
29442,2013-03-28,P,1,49
32746,2013-03-28,P,1,49
27189,2013-03-28,P,1,49
15586,2013-03-28,P,1,49
18313,2013-03-28,A,0,0
9181,2013-03-28,P,1,49
32704,2013-03-28,P,0,0
27410,2013-03-28,P,1,49
27481,2013-03-28,P,0,0
32794,2013-03-28,P,1,49
22034,2013-03-28,P,1,49
33977,2013-03-28,P,1,49
33978,2013-03-28,A,0,0
27197,2013-03-28,A,0,0
9097,2013-03-28,P,1,49
33979,2013-03-28,A,0,0
33980,2013-03-28,P,0,0
26392,2013-03-28,P,0,0
33987,2013-03-28,A,0,0
32714,2013-03-28,P,1,49
21843,2013-03-28,P,0,0
27208,2013-03-28,P,1,49
32712,2013-03-28,P,1,49
27997,2013-03-28,P,1,49
8904,2013-03-28,P,1,49
20144,2013-03-28,P,1,49
32719,2013-03-28,P,1,49
33981,2013-03-28,P,1,49
33982,2013-03-28,P,0,0
33983,2013-03-28,P,1,49
33984,2013-03-28,P,0,0
32861,2013-03-28,P,0,0
33985,2013-03-28,P,0,0
33986,2013-03-28,P,0,0
32708,2013-03-28,A,0,0
0,2013-03-28,P,0,0
16863,2012-10-01,A,0,0
9076,2012-10-01,P,9,81
29442,2012-10-01,P,9,81
32746,2012-10-01,P,9,81
27189,2012-10-01,P,6,54
15586,2012-10-01,P,7,63
18313,2012-10-01,P,9,81
9181,2012-10-01,P,4,36
32704,2012-10-01,A,0,0
27410,2012-10-01,P,9,81
27481,2012-10-01,P,7,63
32794,2012-10-01,P,8,72
22034,2012-10-01,P,9,81
33977,2012-10-01,P,9,81
33978,2012-10-01,P,9,81
27197,2012-10-01,P,9,81
9097,2012-10-01,P,9,81
33979,2012-10-01,P,2,18
33980,2012-10-01,P,8,72
26392,2012-10-01,P,9,81
33987,2012-10-01,P,4,36
32714,2012-10-01,P,9,81
21843,2012-10-01,P,0,0
27208,2012-10-01,P,9,81
32712,2012-10-01,P,5,45
27997,2012-10-01,P,8,72
8904,2012-10-01,P,9,81
20144,2012-10-01,P,9,81
32719,2012-10-01,P,4,36
33981,2012-10-01,P,7,63
33982,2012-10-01,P,9,81
33983,2012-10-01,P,9,81
33984,2012-10-01,P,8,72
32861,2012-10-01,P,7,63
33985,2012-10-01,P,9,81
33986,2012-10-01,P,9,81
32708,2012-10-01,P,4,36
16863,2012-11-05,A,0,0
9076,2012-11-05,P,1,49
29442,2012-11-05,P,1,49
32746,2012-11-05,A,0,0
27189,2012-11-05,P,1,49
15586,2012-11-05,P,1,49
18313,2012-11-05,P,0,0
9181,2012-11-05,P,1,49
32704,2012-11-05,P,0,0
27410,2012-11-05,P,1,49
27481,2012-11-05,P,0,0
32794,2012-11-05,P,0,0
22034,2012-11-05,P,1,49
33977,2012-11-05,P,1,49
33978,2012-11-05,A,0,0
27197,2012-11-05,P,1,49
9097,2012-11-05,P,1,49
33979,2012-11-05,A,0,0
33980,2012-11-05,A,0,0
26392,2012-11-05,P,0,0
33987,2012-11-05,A,0,0
32714,2012-11-05,P,1,49
21843,2012-11-05,P,1,49
27208,2012-11-05,P,1,49
32712,2012-11-05,P,1,49
27997,2012-11-05,P,1,49
8904,2012-11-05,P,1,49
20144,2012-11-05,P,1,49
32719,2012-11-05,P,0,0
33981,2012-11-05,P,1,49
33982,2012-11-05,P,1,49
33983,2012-11-05,P,1,49
33984,2012-11-05,P,1,49
32861,2012-11-05,A,0,0
33985,2012-11-05,A,0,0
33986,2012-11-05,A,0,0
32708,2012-11-05,P,1,49
16863,2012-12-03,A,0,0
9116,2012-12-03,A,0,0
9076,2012-12-03,P,11,80
29442,2012-12-03,P,10,73
32746,2012-12-03,P,11,80
27189,2012-12-03,P,10,73
15586,2012-12-03,P,10,73
18313,2012-12-03,P,10,73
9181,2012-12-03,P,3,22
32704,2012-12-03,P,11,80
27410,2012-12-03,A,0,0
27481,2012-12-03,P,10,73
32794,2012-12-03,P,11,80
22034,2012-12-03,P,10,73
33977,2012-12-03,P,11,80
33978,2012-12-03,P,10,73
27197,2012-12-03,P,11,80
9097,2012-12-03,P,11,80
33979,2012-12-03,P,8,58
33980,2012-12-03,P,10,73
26392,2012-12-03,A,0,0
33987,2012-12-03,A,0,0
32714,2012-12-03,P,11,80
21843,2012-12-03,P,10,73
27208,2012-12-03,P,6,44
32712,2012-12-03,P,11,80
27997,2012-12-03,A,0,0
8904,2012-12-03,P,11,80
20144,2012-12-03,P,10,73
32719,2012-12-03,A,0,0
33981,2012-12-03,P,10,73
33982,2012-12-03,P,10,73
33983,2012-12-03,A,0,0
33984,2012-12-03,P,10,73
32861,2012-12-03,P,8,58
33985,2012-12-03,P,10,73
33986,2012-12-03,P,7,51
32708,2012-12-03,P,8,58
16863,2012-10-05,A,0,0
9116,2012-10-05,A,0,0
9076,2012-10-05,P,1,49
29442,2012-10-05,P,1,49
32746,2012-10-05,P,1,49
27189,2012-10-05,A,0,0
15586,2012-10-05,P,0,0
18313,2012-10-05,P,1,49
9181,2012-10-05,P,0,0
32704,2012-10-05,P,0,0
27410,2012-10-05,P,1,49
27481,2012-10-05,A,0,0
32794,2012-10-05,P,1,49
22034,2012-10-05,P,1,49
33977,2012-10-05,P,1,49
33978,2012-10-05,A,0,0
27197,2012-10-05,P,1,49
9097,2012-10-05,P,1,49
33979,2012-10-05,A,0,0
33980,2012-10-05,P,0,0
26392,2012-10-05,P,0,0
33987,2012-10-05,P,1,49
32714,2012-10-05,P,1,49
21843,2012-10-05,P,1,49
27208,2012-10-05,A,0,0
32712,2012-10-05,P,1,49
27997,2012-10-05,P,1,49
8904,2012-10-05,P,1,49
20144,2012-10-05,P,1,49
32719,2012-10-05,A,0,0
33981,2012-10-05,P,1,49
33982,2012-10-05,P,1,49
33983,2012-10-05,P,1,49
33984,2012-10-05,P,0,0
32861,2012-10-05,P,0,0
33985,2012-10-05,P,1,49
33986,2012-10-05,A,0,0
32708,2012-10-05,P,0,0
16863,2012-11-05,A,0,0
9116,2012-11-05,A,0,0
9076,2012-11-05,P,13,79
29442,2012-11-05,P,13,79
32746,2012-11-05,P,12,73
27189,2012-11-05,P,13,79
15586,2012-11-05,P,12,73
18313,2012-11-05,P,13,79
9181,2012-11-05,A,0,0
32704,2012-11-05,P,9,55
27410,2012-11-05,P,13,79
27481,2012-11-05,P,12,73
32794,2012-11-05,P,13,79
22034,2012-11-05,P,13,79
33977,2012-11-05,P,13,79
33978,2012-11-05,P,13,79
27197,2012-11-05,P,12,73
9097,2012-11-05,P,12,73
33979,2012-11-05,P,6,36
33980,2012-11-05,P,11,67
26392,2012-11-05,P,11,67
33987,2012-11-05,P,0,0
32714,2012-11-05,P,11,67
21843,2012-11-05,P,4,24
27208,2012-11-05,P,13,79
32712,2012-11-05,A,0,0
27997,2012-11-05,P,10,61
8904,2012-11-05,P,13,79
20144,2012-11-05,P,8,49
32719,2012-11-05,A,0,0
33981,2012-11-05,P,13,79
33982,2012-11-05,A,0,0
33983,2012-11-05,P,10,61
33984,2012-11-05,P,1,6
32861,2012-11-05,P,11,67
33985,2012-11-05,P,1,6
33986,2012-11-05,P,8,49
32708,2012-11-05,P,7,43
16863,2012-12-07,A,0,0
9116,2012-12-07,A,0,0
9076,2012-12-07,P,1,49
29442,2012-12-07,P,0,0
32746,2012-12-07,P,1,49
27189,2012-12-07,P,0,0
15586,2012-12-07,P,0,0
18313,2012-12-07,P,0,0
9181,2012-12-07,A,0,0
32704,2012-12-07,P,0,0
27410,2012-12-07,P,0,0
27481,2012-12-07,P,0,0
32794,2012-12-07,P,0,0
22034,2012-12-07,P,1,49
33977,2012-12-07,P,1,49
33978,2012-12-07,P,0,0
27197,2012-12-07,P,0,0
9097,2012-12-07,P,0,0
33979,2012-12-07,A,0,0
33980,2012-12-07,P,0,0
26392,2012-12-07,P,0,0
33987,2012-12-07,A,0,0
32714,2012-12-07,P,1,49
21843,2012-12-07,P,1,49
27208,2012-12-07,P,1,49
32712,2012-12-07,P,1,49
27997,2012-12-07,A,0,0
8904,2012-12-07,P,1,49
20144,2012-12-07,P,1,49
32719,2012-12-07,A,0,0
33981,2012-12-07,P,1,49
33982,2012-12-07,P,1,49
33983,2012-12-07,P,0,0
33984,2012-12-07,P,0,0
32861,2012-12-07,P,0,0
33985,2012-12-07,P,1,49
33986,2012-12-07,P,1,49
32708,2012-12-07,P,1,49
16863,2012-10-08,P,3,57
9116,2012-10-08,A,0,0
9076,2012-10-08,P,4,76
29442,2012-10-08,P,4,76
32746,2012-10-08,P,4,76
27189,2012-10-08,P,4,76
15586,2012-10-08,P,3,57
18313,2012-10-08,P,4,76
9181,2012-10-08,P,4,76
32704,2012-10-08,P,4,76
27410,2012-10-08,P,4,76
27481,2012-10-08,P,4,76
32794,2012-10-08,P,4,76
22034,2012-10-08,P,4,76
33977,2012-10-08,P,4,76
33978,2012-10-08,P,4,76
27197,2012-10-08,P,4,76
9097,2012-10-08,P,4,76
33979,2012-10-08,P,3,57
33980,2012-10-08,P,3,57
26392,2012-10-08,P,4,76
33987,2012-10-08,P,4,76
32714,2012-10-08,P,4,76
21843,2012-10-08,P,4,76
27208,2012-10-08,P,3,57
32712,2012-10-08,P,3,57
27997,2012-10-08,P,4,76
8904,2012-10-08,P,4,76
20144,2012-10-08,P,4,76
32719,2012-10-08,P,3,57
33981,2012-10-08,P,3,57
33982,2012-10-08,P,1,19
33983,2012-10-08,P,3,57
33984,2012-10-08,P,3,57
32861,2012-10-08,P,4,76
33985,2012-10-08,P,4,76
33986,2012-10-08,P,4,76
32708,2012-10-08,P,3,57
16863,2012-11-09,A,0,0
9116,2012-11-09,A,0,0
9076,2012-11-09,P,1,49
29442,2012-11-09,P,1,49
32746,2012-11-09,P,1,49
27189,2012-11-09,P,1,49
15586,2012-11-09,P,1,49
18313,2012-11-09,P,0,0
9181,2012-11-09,P,1,49
32704,2012-11-09,P,1,49
27410,2012-11-09,P,1,49
27481,2012-11-09,P,1,49
32794,2012-11-09,P,0,0
22034,2012-11-09,P,1,49
33977,2012-11-09,A,0,0
33978,2012-11-09,P,1,49
27197,2012-11-09,A,0,0
9097,2012-11-09,P,1,49
33979,2012-11-09,P,0,0
33980,2012-11-09,P,0,0
26392,2012-11-09,P,0,0
33987,2012-11-09,P,0,0
32714,2012-11-09,P,1,49
21843,2012-11-09,P,0,0
27208,2012-11-09,A,0,0
32712,2012-11-09,A,0,0
27997,2012-11-09,A,0,0
8904,2012-11-09,P,1,49
20144,2012-11-09,P,1,49
32719,2012-11-09,P,1,49
33981,2012-11-09,P,1,49
33982,2012-11-09,P,1,49
33983,2012-11-09,P,1,49
33984,2012-11-09,P,1,49
32861,2012-11-09,A,0,0
33985,2012-11-09,P,1,49
33986,2012-11-09,P,1,49
32708,2012-11-09,P,0,0
16863,2012-12-10,P,0,0
9116,2012-12-10,A,0,0
9076,2012-12-10,P,0,0
29442,2012-12-10,P,1,32
32746,2012-12-10,P,2,64
27189,2012-12-10,P,1,32
15586,2012-12-10,P,0,0
18313,2012-12-10,P,1,32
9181,2012-12-10,P,2,64
32704,2012-12-10,P,1,32
27410,2012-12-10,P,1,32
27481,2012-12-10,P,1,32
32794,2012-12-10,P,1,32
22034,2012-12-10,P,2,64
33977,2012-12-10,P,2,64
33978,2012-12-10,P,1,32
27197,2012-12-10,P,1,32
9097,2012-12-10,P,1,32
33979,2012-12-10,P,0,0
33980,2012-12-10,P,1,32
26392,2012-12-10,P,1,32
33987,2012-12-10,P,1,32
32714,2012-12-10,P,2,64
21843,2012-12-10,P,2,64
27208,2012-12-10,P,0,0
32712,2012-12-10,P,0,0
27997,2012-12-10,P,2,64
8904,2012-12-10,P,2,64
20144,2012-12-10,P,1,32
32719,2012-12-10,P,1,32
33981,2012-12-10,P,2,64
33982,2012-12-10,P,2,64
33983,2012-12-10,P,0,0
33984,2012-12-10,P,1,32
32861,2012-12-10,P,1,32
33985,2012-12-10,P,1,32
33986,2012-12-10,P,2,64
32708,2012-12-10,P,1,32
16863,2012-10-12,A,0,0
9116,2012-10-12,A,0,0
9076,2012-10-12,P,1,49
29442,2012-10-12,P,1,49
32746,2012-10-12,P,0,0
27189,2012-10-12,P,1,49
15586,2012-10-12,P,0,0
18313,2012-10-12,P,1,49
9181,2012-10-12,P,1,49
32704,2012-10-12,P,0,0
27410,2012-10-12,P,0,0
27481,2012-10-12,P,0,0
32794,2012-10-12,A,0,0
22034,2012-10-12,P,1,49
33977,2012-10-12,P,1,49
33978,2012-10-12,P,1,49
27197,2012-10-12,P,1,49
9097,2012-10-12,P,1,49
33979,2012-10-12,P,0,0
33980,2012-10-12,P,0,0
26392,2012-10-12,P,0,0
33987,2012-10-12,P,0,0
32714,2012-10-12,P,1,49
21843,2012-10-12,P,0,0
27208,2012-10-12,P,1,49
32712,2012-10-12,P,1,49
27997,2012-10-12,P,0,0
8904,2012-10-12,P,1,49
20144,2012-10-12,P,1,49
32719,2012-10-12,A,0,0
33981,2012-10-12,P,1,49
33982,2012-10-12,P,1,49
33983,2012-10-12,P,1,49
33984,2012-10-12,P,0,0
32861,2012-10-12,P,0,0
33985,2012-10-12,P,0,0
33986,2012-10-12,A,0,0
32708,2012-10-12,P,0,0
16863,2012-11-12,P,0,0
9116,2012-11-12,A,0,0
9076,2012-11-12,P,6,60
29442,2012-11-12,P,3,30
32746,2012-11-12,P,7,70
27189,2012-11-12,P,5,50
15586,2012-11-12,P,3,30
18313,2012-11-12,P,7,70
9181,2012-11-12,P,6,60
32704,2012-11-12,P,4,40
27410,2012-11-12,P,7,70
27481,2012-11-12,P,6,60
32794,2012-11-12,P,8,80
22034,2012-11-12,P,7,70
33977,2012-11-12,P,4,40
33978,2012-11-12,P,7,70
27197,2012-11-12,P,7,70
9097,2012-11-12,P,7,70
33979,2012-11-12,P,1,10
33980,2012-11-12,P,5,50
26392,2012-11-12,P,4,40
33987,2012-11-12,P,4,40
32714,2012-11-12,P,8,80
21843,2012-11-12,P,8,80
27208,2012-11-12,P,6,60
32712,2012-11-12,P,8,80
27997,2012-11-12,P,5,50
8904,2012-11-12,P,7,70
20144,2012-11-12,P,6,60
32719,2012-11-12,P,1,10
33981,2012-11-12,P,8,80
33982,2012-11-12,P,8,80
33983,2012-11-12,P,8,80
33984,2012-11-12,P,7,70
32861,2012-11-12,P,8,80
33985,2012-11-12,P,8,80
33986,2012-11-12,P,8,80
32708,2012-11-12,P,3,30
16863,2012-10-15,P,0,0
9116,2012-10-15,A,0,0
9076,2012-10-15,P,13,68
29442,2012-10-15,A,0,0
32746,2012-10-15,P,15,78
27189,2012-10-15,P,15,78
15586,2012-10-15,P,10,52
18313,2012-10-15,P,15,78
9181,2012-10-15,P,11,57
32704,2012-10-15,P,8,42
27410,2012-10-15,P,15,78
27481,2012-10-15,P,13,68
32794,2012-10-15,P,15,78
22034,2012-10-15,P,14,73
33977,2012-10-15,P,15,78
33978,2012-10-15,P,13,68
27197,2012-10-15,P,13,68
9097,2012-10-15,P,14,73
33979,2012-10-15,P,14,73
33980,2012-10-15,P,14,73
26392,2012-10-15,P,15,78
33987,2012-10-15,P,9,47
32714,2012-10-15,P,15,78
21843,2012-10-15,P,15,78
27208,2012-10-15,P,15,78
32712,2012-10-15,P,15,78
27997,2012-10-15,P,11,57
8904,2012-10-15,P,15,78
20144,2012-10-15,P,15,78
32719,2012-10-15,P,10,52
33981,2012-10-15,P,14,73
33982,2012-10-15,A,0,0
33983,2012-10-15,A,0,0
33984,2012-10-15,P,14,73
32861,2012-10-15,P,15,78
33985,2012-10-15,P,15,78
33986,2012-10-15,P,13,68
32708,2012-10-15,P,12,63
16863,2012-11-16,A,0,0
9116,2012-11-16,A,0,0
9076,2012-11-16,P,1,49
29442,2012-11-16,P,1,49
32746,2012-11-16,P,1,49
27189,2012-11-16,P,1,49
15586,2012-11-16,P,0,0
18313,2012-11-16,P,1,49
9181,2012-11-16,P,1,49
32704,2012-11-16,P,0,0
27410,2012-11-16,P,1,49
27481,2012-11-16,P,1,49
32794,2012-11-16,P,1,49
22034,2012-11-16,A,0,0
33977,2012-11-16,P,1,49
33978,2012-11-16,A,0,0
27197,2012-11-16,A,0,0
9097,2012-11-16,P,1,49
33979,2012-11-16,P,1,49
33980,2012-11-16,P,0,0
26392,2012-11-16,P,1,49
33987,2012-11-16,P,1,49
32714,2012-11-16,P,1,49
21843,2012-11-16,P,1,49
27208,2012-11-16,P,1,49
32712,2012-11-16,P,0,0
27997,2012-11-16,P,0,0
8904,2012-11-16,P,1,49
20144,2012-11-16,P,1,49
32719,2012-11-16,P,1,49
33981,2012-11-16,P,1,49
33982,2012-11-16,P,1,49
33983,2012-11-16,P,1,49
33984,2012-11-16,P,0,0
32861,2012-11-16,P,1,49
33985,2012-11-16,P,1,49
33986,2012-11-16,P,1,49
32708,2012-11-16,P,1,49
16863,2012-10-19,A,0,0
9116,2012-10-19,A,0,0
9076,2012-10-19,P,1,49
29442,2012-10-19,A,0,0
32746,2012-10-19,A,0,0
27189,2012-10-19,P,1,49
15586,2012-10-19,P,0,0
18313,2012-10-19,P,1,49
9181,2012-10-19,P,0,0
32704,2012-10-19,P,1,49
27410,2012-10-19,P,1,49
27481,2012-10-19,P,0,0
32794,2012-10-19,P,0,0
22034,2012-10-19,P,0,0
33977,2012-10-19,P,1,49
33978,2012-10-19,P,1,49
27197,2012-10-19,A,0,0
9097,2012-10-19,P,1,49
33979,2012-10-19,P,0,0
33980,2012-10-19,P,0,0
26392,2012-10-19,P,0,0
33987,2012-10-19,P,0,0
32714,2012-10-19,P,1,49
21843,2012-10-19,P,0,0
27208,2012-10-19,P,1,49
32712,2012-10-19,P,1,49
27997,2012-10-19,P,1,49
8904,2012-10-19,P,1,49
20144,2012-10-19,P,1,49
32719,2012-10-19,P,0,0
33981,2012-10-19,P,1,49
33982,2012-10-19,P,1,49
33983,2012-10-19,P,0,0
33984,2012-10-19,P,1,49
32861,2012-10-19,P,1,49
33985,2012-10-19,P,1,49
33986,2012-10-19,P,1,49
32708,2012-10-19,P,0,0
16863,2012-11-19,P,1,6
9116,2012-11-19,A,0,0
9076,2012-11-19,P,11,73
29442,2012-11-19,P,8,53
32746,2012-11-19,P,12,80
27189,2012-11-19,P,12,80
15586,2012-11-19,P,8,53
18313,2012-11-19,P,12,80
9181,2012-11-19,P,12,80
32704,2012-11-19,A,0,0
27410,2012-11-19,P,11,73
27481,2012-11-19,P,11,73
32794,2012-11-19,P,12,80
22034,2012-11-19,P,9,60
33977,2012-11-19,P,12,80
33978,2012-11-19,P,11,73
27197,2012-11-19,P,12,80
9097,2012-11-19,P,12,80
33979,2012-11-19,P,10,66
33980,2012-11-19,P,11,73
26392,2012-11-19,P,11,73
33987,2012-11-19,P,3,20
32714,2012-11-19,P,12,80
21843,2012-11-19,P,12,80
27208,2012-11-19,P,4,26
32712,2012-11-19,P,12,80
27997,2012-11-19,P,10,66
8904,2012-11-19,P,12,80
20144,2012-11-19,P,4,26
32719,2012-11-19,P,11,73
33981,2012-11-19,P,12,80
33982,2012-11-19,P,12,80
33983,2012-11-19,P,11,73
33984,2012-11-19,P,12,80
32861,2012-11-19,P,11,73
33985,2012-11-19,P,11,73
33986,2012-11-19,P,11,73
32708,2012-11-19,P,3,20
16863,2012-10-22,A,0,0
9116,2012-10-22,A,0,0
9076,2012-10-22,P,6,69
29442,2012-10-22,P,6,69
32746,2012-10-22,P,7,80
27189,2012-10-22,P,7,80
15586,2012-10-22,P,5,57
18313,2012-10-22,P,6,69
9181,2012-10-22,A,0,0
32704,2012-10-22,A,0,0
27410,2012-10-22,P,6,69
27481,2012-10-22,P,5,57
32794,2012-10-22,P,6,69
22034,2012-10-22,P,7,80
33977,2012-10-22,P,7,80
33978,2012-10-22,P,6,69
27197,2012-10-22,P,6,69
9097,2012-10-22,P,6,69
33979,2012-10-22,P,2,23
33980,2012-10-22,P,6,69
26392,2012-10-22,P,6,69
33987,2012-10-22,P,1,11
32714,2012-10-22,P,7,80
21843,2012-10-22,P,6,69
27208,2012-10-22,P,7,80
32712,2012-10-22,P,6,69
27997,2012-10-22,P,3,34
8904,2012-10-22,P,7,80
20144,2012-10-22,P,4,46
32719,2012-10-22,P,3,34
33981,2012-10-22,P,7,80
33982,2012-10-22,P,7,80
33983,2012-10-22,P,6,69
33984,2012-10-22,P,7,80
32861,2012-10-22,P,5,57
33985,2012-10-22,P,7,80
33986,2012-10-22,P,4,46
32708,2012-10-22,P,5,57
16863,2012-11-23,A,0,0
9116,2012-11-23,A,0,0
9076,2012-11-23,P,0,0
29442,2012-11-23,P,1,49
32746,2012-11-23,P,1,49
27189,2012-11-23,P,1,49
15586,2012-11-23,P,1,49
18313,2012-11-23,P,1,49
9181,2012-11-23,P,1,49
32704,2012-11-23,P,0,0
27410,2012-11-23,A,0,0
27481,2012-11-23,P,0,0
32794,2012-11-23,P,1,49
22034,2012-11-23,P,0,0
33977,2012-11-23,P,1,49
33978,2012-11-23,P,1,49
27197,2012-11-23,P,1,49
9097,2012-11-23,P,1,49
33979,2012-11-23,P,0,0
33980,2012-11-23,P,1,49
26392,2012-11-23,P,0,0
33987,2012-11-23,P,1,49
32714,2012-11-23,P,1,49
21843,2012-11-23,P,1,49
27208,2012-11-23,P,1,49
32712,2012-11-23,P,1,49
27997,2012-11-23,P,1,49
8904,2012-11-23,P,1,49
20144,2012-11-23,P,1,49
32719,2012-11-23,P,0,0
33981,2012-11-23,P,1,49
33982,2012-11-23,P,0,0
33983,2012-11-23,P,1,49
33984,2012-11-23,P,0,0
32861,2012-11-23,P,1,49
33985,2012-11-23,P,1,49
33986,2012-11-23,P,1,49
32708,2012-11-23,P,0,0
16863,2012-10-26,A,0,0
9116,2012-10-26,A,0,0
9076,2012-10-26,A,0,0
29442,2012-10-26,P,1,49
32746,2012-10-26,P,1,49
27189,2012-10-26,P,1,49
15586,2012-10-26,P,1,49
18313,2012-10-26,P,0,0
9181,2012-10-26,P,1,49
32704,2012-10-26,P,0,0
27410,2012-10-26,P,0,0
27481,2012-10-26,P,0,0
32794,2012-10-26,P,1,49
22034,2012-10-26,P,1,49
33977,2012-10-26,P,0,0
33978,2012-10-26,P,1,49
27197,2012-10-26,P,1,49
9097,2012-10-26,A,0,0
33979,2012-10-26,P,0,0
33980,2012-10-26,P,0,0
26392,2012-10-26,A,0,0
33987,2012-10-26,P,0,0
32714,2012-10-26,P,1,49
21843,2012-10-26,P,0,0
27208,2012-10-26,P,1,49
32712,2012-10-26,A,0,0
27997,2012-10-26,P,0,0
8904,2012-10-26,P,1,49
20144,2012-10-26,P,1,49
32719,2012-10-26,P,1,49
33981,2012-10-26,P,1,49
33982,2012-10-26,P,1,49
33983,2012-10-26,P,1,49
33984,2012-10-26,P,0,0
32861,2012-10-26,P,0,0
33985,2012-10-26,P,0,0
33986,2012-10-26,A,0,0
32708,2012-10-26,P,0,0
16863,2012-11-26,P,2,14
9116,2012-11-26,A,0,0
9076,2012-11-26,P,8,58
29442,2012-11-26,P,8,58
32746,2012-11-26,P,5,36
27189,2012-11-26,P,10,73
15586,2012-11-26,P,6,44
18313,2012-11-26,P,11,80
9181,2012-11-26,P,10,73
32704,2012-11-26,P,10,73
27410,2012-11-26,P,10,73
27481,2012-11-26,P,10,73
32794,2012-11-26,P,11,80
22034,2012-11-26,P,10,73
33977,2012-11-26,P,11,80
33978,2012-11-26,P,10,73
27197,2012-11-26,A,0,0
9097,2012-11-26,P,11,80
33979,2012-11-26,P,5,36
33980,2012-11-26,P,10,73
26392,2012-11-26,P,10,73
33987,2012-11-26,P,2,14
32714,2012-11-26,P,11,80
21843,2012-11-26,P,10,73
27208,2012-11-26,P,6,44
32712,2012-11-26,P,11,80
27997,2012-11-26,P,3,22
8904,2012-11-26,P,11,80
20144,2012-11-26,P,7,51
32719,2012-11-26,P,11,80
33981,2012-11-26,P,11,80
33982,2012-11-26,P,11,80
33983,2012-11-26,P,9,66
33984,2012-11-26,A,0,0
32861,2012-11-26,P,9,66
33985,2012-11-26,P,11,80
33986,2012-11-26,P,5,36
32708,2012-11-26,P,6,44
16863,2012-10-29,P,3,24
9116,2012-10-29,A,0,0
9076,2012-10-29,P,10,80
29442,2012-10-29,P,7,56
32746,2012-10-29,P,8,64
27189,2012-10-29,P,10,80
15586,2012-10-29,P,6,48
18313,2012-10-29,P,10,80
9181,2012-10-29,P,8,64
32704,2012-10-29,P,8,64
27410,2012-10-29,P,9,72
27481,2012-10-29,P,8,64
32794,2012-10-29,P,9,72
22034,2012-10-29,P,7,56
33977,2012-10-29,P,10,80
33978,2012-10-29,P,9,72
27197,2012-10-29,P,10,80
9097,2012-10-29,A,0,0
33979,2012-10-29,A,0,0
33980,2012-10-29,P,9,72
26392,2012-10-29,P,9,72
